label,hist_r1,hist_r2,hist_r3,hist_r4,hist_r5,hist_r6,hist_r7,hist_r8,hist_r9,hist_r10,hist_r11,hist_r12,hist_r13,hist_r14,hist_r15,hist_r16,hist_g1,hist_g2,hist_g3,hist_g4,hist_g5,hist_g6,hist_g7,hist_g8,hist_g9,hist_g10,hist_g11,hist_g12,hist_g13,hist_g14,hist_g15,hist_g16,hist_b1,hist_b2,hist_b3,hist_b4,hist_b5,hist_b6,hist_b7,hist_b8,hist_b9,hist_b10,hist_b11,hist_b12,hist_b13,hist_b14,hist_b15,hist_b16,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135
1,17838.0,304422.0,238827.0,56275.0,20637.0,10337.0,6505.0,4314.0,2832.0,1731.0,1326.0,1251.0,1535.0,1771.0,2545.0,494254.0,303.0,2982.0,11280.0,170199.0,334088.0,101688.0,26656.0,9636.0,3742.0,1838.0,1513.0,1403.0,1454.0,1780.0,2280.0,495558.0,424287.0,210375.0,18118.0,4085.0,1878.0,1449.0,1344.0,1188.0,1084.0,1161.0,1096.0,1224.0,1474.0,1700.0,2698.0,493239.0,6.5229577950090425,6.821924102764446,6.416631352287247,7.300049405068286,0.982037838759005,0.9784336654985033,0.9806639840705875,0.9770389890320507,0.5006361416886022,0.5006611484068462,0.5068203084838879,0.4909413111002197,355.9019500433114,426.93329797830603,383.1279905256848,454.54261964330107
1,5241.0,161145.0,300923.0,140020.0,46209.0,23772.0,13636.0,7836.0,4045.0,1622.0,1084.0,1072.0,1246.0,1547.0,2404.0,454598.0,122.0,1250.0,9686.0,67043.0,235912.0,249782.0,103826.0,25599.0,8032.0,2114.0,1182.0,1142.0,1163.0,1454.0,1998.0,456095.0,408887.0,233867.0,45704.0,8765.0,2400.0,1360.0,1121.0,1016.0,944.0,954.0,977.0,1040.0,1257.0,1537.0,2462.0,454109.0,7.680352282519476,8.196279763962977,8.066041343673536,8.507374483494369,0.9754635929958121,0.9702113387463175,0.9730265862913393,0.9713650100024026,0.46466914658535774,0.4599568968788095,0.458783244241871,0.4509734880432422,433.1952084412494,525.165942289458,476.20329198992385,504.8270338995729
1,5209.0,160364.0,300783.0,140930.0,46458.0,23872.0,13697.0,7732.0,3874.0,1549.0,1067.0,1059.0,1258.0,1530.0,2396.0,454622.0,125.0,1155.0,9645.0,67220.0,236092.0,249982.0,103595.0,25466.0,7966.0,2135.0,1148.0,1149.0,1178.0,1439.0,1978.0,456127.0,407813.0,233883.0,46455.0,8984.0,2500.0,1357.0,1107.0,1031.0,965.0,931.0,1026.0,1040.0,1263.0,1526.0,2510.0,454009.0,8.059771748496898,8.498535986237574,7.670998277351536,8.189448563454501,0.9730382871305714,0.9713889933601755,0.9754886571836862,0.970227129143855,0.45955021274037183,0.4514373057678297,0.46545429138266514,0.4605354565839531,475.9932101639079,504.4005394826947,432.7493962104143,524.8837383052675
1,5375.0,160351.0,300697.0,140885.0,46440.0,24003.0,13528.0,7739.0,3883.0,1544.0,1089.0,1062.0,1239.0,1540.0,2402.0,454623.0,124.0,1176.0,9614.0,67194.0,236051.0,249962.0,103453.0,25699.0,7974.0,2112.0,1169.0,1158.0,1172.0,1433.0,1979.0,456130.0,407879.0,234059.0,46419.0,8830.0,2406.0,1398.0,1132.0,1004.0,962.0,940.0,1026.0,1031.0,1252.0,1576.0,2504.0,453982.0,7.674056847549737,8.193284365889472,8.06561498708449,8.504301350176693,0.9754812018630751,0.9702215820759836,0.9730311330420572,0.9713776560598925,0.46507477865998276,0.4603160838390706,0.45889240594181674,0.4511400800448981,432.8773178297109,524.9768400796995,476.1153152457451,504.59590283449813
1,4362.0,109382.0,230258.0,153717.0,95334.0,59746.0,31023.0,13718.0,6145.0,2889.0,1494.0,1198.0,1416.0,1689.0,2487.0,451542.0,567.0,4049.0,13928.0,74242.0,225283.0,223071.0,108952.0,41348.0,11789.0,2603.0,1372.0,1288.0,1378.0,1619.0,2089.0,452822.0,483097.0,171591.0,38150.0,6755.0,2253.0,1477.0,1199.0,1098.0,1047.0,1082.0,1096.0,1182.0,1379.0,1659.0,2693.0,450642.0,8.882890611546763,9.442607205541261,8.624489233424567,9.163150730368017,0.9704367223849687,0.9680633093591894,0.9727764527589632,0.967909783551654,0.4491395169303778,0.4412117072027207,0.45247463392148957,0.4470372766953241,509.058065461097,549.1378522271482,468.7531162793437,551.7776633823263
1,3333.0,99261.0,212398.0,142706.0,90414.0,55275.0,28374.0,12265.0,5485.0,2601.0,1394.0,1302.0,1488.0,1692.0,2545.0,505867.0,369.0,3220.0,12302.0,66642.0,207334.0,209421.0,102892.0,37280.0,9687.0,2154.0,1386.0,1305.0,1467.0,1720.0,2283.0,506938.0,448117.0,159538.0,32547.0,5106.0,1996.0,1381.0,1245.0,1087.0,1079.0,1135.0,1045.0,1244.0,1427.0,1650.0,2605.0,505198.0,7.952801033596307,8.845502929756977,7.700982773475701,8.266570562874298,0.9741119975115021,0.969053368423494,0.9773250819964352,0.9734801550159663,0.4951045992265033,0.48343788956824324,0.49423365275715775,0.4890594780801972,458.9130645997498,548.2048505066023,401.97706201574346,469.7864327815791
1,3371.0,99311.0,212047.0,142971.0,90381.0,55408.0,28265.0,12287.0,5471.0,2597.0,1395.0,1294.0,1479.0,1710.0,2579.0,505834.0,366.0,3214.0,12346.0,66717.0,207348.0,209465.0,102660.0,37341.0,9682.0,2168.0,1384.0,1301.0,1474.0,1715.0,2272.0,506947.0,448341.0,159141.0,32624.0,5176.0,2017.0,1369.0,1243.0,1115.0,1058.0,1159.0,1030.0,1227.0,1442.0,1664.0,2626.0,505168.0,7.701547803622165,8.266965285169434,7.95324375538794,8.846013391193603,0.9773225527740399,0.9734762254359456,0.9741102866165445,0.9690530323460923,0.4940289558029341,0.48914467593876926,0.4948784163141367,0.48305172327407303,402.01556675303624,469.84877558363587,458.936360034723,548.2023241111747
1,3385.0,99351.0,211917.0,143006.0,90239.0,55451.0,28509.0,12205.0,5463.0,2597.0,1376.0,1310.0,1482.0,1694.0,2550.0,505865.0,372.0,3200.0,12305.0,66660.0,207380.0,209484.0,102658.0,37372.0,9704.0,2169.0,1400.0,1282.0,1474.0,1716.0,2279.0,506945.0,447979.0,159583.0,32580.0,5164.0,2002.0,1366.0,1250.0,1090.0,1073.0,1139.0,1057.0,1243.0,1410.0,1669.0,2621.0,505174.0,7.953276485792685,8.845734408039563,7.701173126619516,8.266534286427008,0.9741108874929943,0.9690536124798684,0.977325438398752,0.9734799162777704,0.4949695529605609,0.4832815266791267,0.4941652739381293,0.4889577816101628,458.9301688202484,548.1973378271215,401.9682962965366,469.7879287531652
1,3414.0,99065.0,212132.0,143183.0,90166.0,55399.0,28423.0,12239.0,5486.0,2622.0,1378.0,1297.0,1479.0,1700.0,2557.0,505860.0,360.0,3222.0,12294.0,66764.0,207241.0,209491.0,102802.0,37282.0,9683.0,2167.0,1382.0,1301.0,1481.0,1715.0,2274.0,506941.0,448653.0,158852.0,32669.0,5121.0,2011.0,1384.0,1231.0,1104.0,1046.0,1163.0,1042.0,1241.0,1413.0,1669.0,2625.0,505176.0,7.701236864776308,8.266561061900116,7.9525245478081805,8.84555043462856,0.9773227556631989,0.9734773483373282,0.9741112973082181,0.9690535432305123,0.49409095231082273,0.48922491655337985,0.49508727279973164,0.48321555604251715,402.0126925066969,469.82960952733663,458.9189534886394,548.1941204517427
1,1794.0,43461.0,231085.0,164254.0,72458.0,40462.0,33480.0,34753.0,27486.0,9352.0,1572.0,1001.0,1109.0,1332.0,2174.0,500627.0,52.0,514.0,1744.0,15268.0,106805.0,286093.0,130235.0,57994.0,43308.0,15527.0,1715.0,1011.0,1071.0,1259.0,1691.0,502113.0,518241.0,108542.0,20679.0,5100.0,2201.0,1331.0,1047.0,918.0,919.0,812.0,907.0,969.0,1103.0,1348.0,2289.0,499994.0,9.943639104223976,10.390369985214999,9.710910422053633,10.368198166141141,0.9649901574197239,0.9623110208049231,0.9668185019808581,0.9617472878195976,0.4677909173126078,0.46298323006580666,0.46817293844938596,0.4635957314713448,569.46122911304,612.5627038391625,539.6737407409588,621.7251117660954
