label,R,G,B,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135
1,102.11512345679013,129.14802126200274,88.61780435528121,9.568105943154166,10.013024972016275,9.471659776056892,9.907702353478788,0.936906739815502,0.9320785788595419,0.9379811487174428,0.9323923171365627,0.22867231704412933,0.222006370105434,0.22705625465765078,0.22252118031813248,319.0972687339016,343.3272964718853,313.60843324725874,341.7414923094272
1,73.00469821673525,101.74380829903978,70.76898405349795,10.461621877695787,10.549690959220845,10.243771748496721,10.837260402705688,0.9443813113128298,0.9454603418662362,0.9526088622324849,0.9436829727293081,0.17268349720097662,0.16221184129833457,0.15968254920187588,0.15952947121924446,357.0418492680054,349.2322824104863,303.80918776928615,360.61128750301623
1,102.11498028120714,129.14934327846365,88.6172385116598,9.567819982775122,10.013184761129233,9.471981912146399,9.908169628668436,0.936905978857441,0.9320774574939421,0.9379786304451238,0.9323918219541788,0.22876358828616597,0.2219790358996921,0.22701096380488722,0.22245401939939524,319.10093453924475,343.332851086943,313.62081223089103,341.74388223632576
1,73.0038640260631,101.74652520576132,70.76124485596708,10.461312661502753,10.5499958541228,10.243664082691446,10.836857043161217,0.944381659726475,0.9454599340222853,0.9526041003712221,0.9436820508746954,0.17270620015896754,0.16208314812699934,0.1596623763608821,0.1596027753095667,357.0369922482023,349.23222799582,303.83741429814006,360.6144375078577
1,79.48421296296296,112.5163091563786,78.1008273319616,9.70053229974431,9.92697378422255,9.210909560726403,9.628048085296374,0.951344324086068,0.9472967116719242,0.9533954502728679,0.9505868880133796,0.20236012931056657,0.20209063850718373,0.21712983960220972,0.20811715609950301,283.47722136097,306.40608718789304,271.2539689923278,287.27734466774996
1,79.48486196844993,112.51637431412894,78.10047582304527,9.70051248923621,9.926962555798072,9.210558139537657,9.628015263748896,0.9513438530669862,0.9472960406360896,0.9533974326016847,0.9505850353798394,0.20233896128857695,0.20207095637136954,0.21701650496463326,0.20801728796568517,283.4768587425402,306.40643354158743,271.2392816538274,287.2847882492371
1,91.50304955418382,120.64668638545953,77.59489368998628,11.259213608961469,11.137002321695084,10.396585701984437,11.337045335197136,0.9409657704707732,0.9406314595060037,0.9483231960511763,0.9413130603587885,0.17196034976764255,0.17639130360438465,0.19460171644791316,0.1688484365906946,364.6545142119966,365.4356542198888,318.47324547812525,361.23994537810484
1,91.50320301783265,120.64565414951988,77.60032407407408,11.259339362622127,11.136958271723547,10.396942291131634,11.336697254048332,0.9409646900877686,0.9406284942070237,0.9483190568679917,0.9413129055483402,0.17188762599639706,0.1764483411576562,0.1945472576021464,0.16887395100810423,364.66046080975883,365.45322670368677,318.4983393627124,361.24022608870837
1,89.7064951989026,118.73083762002743,81.08676611796982,7.68649870801265,8.116817933695112,7.39408096468792,7.637117197110538,0.9605260620946786,0.957471183764752,0.961921099781356,0.9586333494173456,0.24050562426311142,0.23153091254272082,0.24945068898740433,0.24609723529867983,230.55639018094533,247.95870444718304,222.31133677870832,241.18221745834413
1,89.71054612482853,118.72916237997256,81.08084705075446,7.686397932818796,8.116342021256132,7.393938845824934,7.636633511147142,0.9605243040277196,0.9574699206699324,0.9619202493803283,0.9586336120492304,0.2405526915856433,0.231637835231211,0.24944136413736007,0.24614347540393547,230.56275624468736,247.9617663520778,222.3125521103193,241.1765168737729
