label,R,G,B,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135,ASM 0,ASM 45,ASM 90,ASM 135,energy 0,energy 45,energy 90,energy 135
1,57.67736673589477,114.01713936483212,119.650215256144,8.309747880893916,9.532724226397498,9.39160791225979,9.528426444663737,0.9556579429573919,0.9384168181593248,0.9371948368676093,0.9379162977064376,0.42712828188203833,0.4084156798285106,0.41759652265021846,0.4150579578422512,422.0920126058381,583.6781594148581,596.0107814335807,588.4220334396863,0.03472970734936409,0.03267947343265707,0.03248696458606423,0.03278413244452732,0.18635908174640722,0.18077464820227718,0.18024140641390987,0.1810638905042287
1,24.71044419633393,111.64737623132693,62.23935865002756,9.05535196451936,9.542201371467877,9.067019317592706,9.687261540918355,0.915015242572486,0.9081535680667863,0.914068196676575,0.9010129085000503,0.45229743668773864,0.44777076116490383,0.4547497909586322,0.44723606326765797,451.2881176437343,487.60672265541183,456.6387901798573,525.5160190281168,0.14582103903819196,0.143250219039565,0.14596294067779525,0.14330513110200338,0.3818652105628267,0.37848410671990573,0.38205096607363165,0.37855664186750626
1,58.06787599515403,114.0759994807892,120.40560531325718,8.322233210170204,9.809586453041007,9.677899638768999,9.739344991882497,0.9555671831804498,0.9331369423720054,0.9316167349672934,0.9336176422823422,0.4247150893758585,0.40488488582825566,0.41394401161519745,0.41197394685383404,421.7287557051633,631.6673582385184,646.7971058014283,627.1260995338826,0.03371011105177615,0.03157429739760812,0.03132089792710173,0.03166843873219734,0.18360313464583372,0.17769157942234665,0.1769771113085015,0.17795628320516627
1,24.37207767429371,111.13779555379679,61.71462328815524,9.123161994655359,9.576793454840592,9.055332067772241,9.744260573527319,0.9113352374932455,0.905325978077919,0.9129437294388928,0.8975127368127507,0.45370169855603604,0.4497173670309051,0.4565763829001313,0.4485025223546709,463.066799340442,494.2112907965687,454.66531436417245,534.997474509581,0.14839049855260963,0.14579873475983654,0.14866749568204937,0.1456932303140534,0.38521487322351616,0.3818360050595498,0.38557424146595864,0.38169782592261825
1,28.4557881278014,104.53313555913114,62.186416551737345,8.478523515788146,8.680514492754869,8.200888085356546,8.514190821257165,0.9133753206921275,0.9118134457064675,0.9186223525214717,0.9127228671847302,0.43173003247571146,0.4294300410542548,0.4348198650809519,0.42780362979131464,354.93823825418684,360.8757729469124,333.47876082122275,357.15425120777854,0.12595165249848975,0.12393785548676102,0.126396155537081,0.12403975069215754,0.3548966786242015,0.3520480868954709,0.35552236995311703,0.35219277490056144
1,28.55028636555185,104.70891396582768,62.342800635942226,8.48740062310789,8.683363526571307,8.207941731586073,8.522247584542114,0.9134774107582393,0.9121294452735437,0.9187069576798178,0.9127181723773209,0.4310953761642717,0.4296471868159111,0.434303278001282,0.4273518858027387,355.7491248092299,360.8293828502898,334.2907101312721,358.4118490338692,0.12559496800591932,0.12377536761510631,0.12610339327322917,0.12371690730899627,0.3543938035659192,0.3518172360972474,0.35511039589573995,0.35173414293894795
1,31.79829528401929,144.2893815402469,77.4394516285075,7.398687225420302,8.059710334886537,7.7045488429120885,8.039465357842005,0.9354191899224149,0.9185324419786285,0.9234026585079446,0.9228377764426261,0.46440995555471254,0.45856303271986576,0.46669168400353017,0.4579748498083414,405.7590161528638,511.41297283684895,481.5705446921626,484.3862157967521,0.10581421101670913,0.10335644254958433,0.10534701806272254,0.10348813905263127,0.3252909636259654,0.3214909680684425,0.3245720537303274,0.32169572433066507
1,35.19297281328746,143.71019475238424,85.6878453656418,7.932433296091328,8.541879629529573,7.886058844828922,8.462512006058581,0.9297324478557689,0.9159759250123094,0.928206246907167,0.9212410790337647,0.444433040264276,0.43825053127718694,0.4476300061782771,0.43775347577927176,498.2597629620434,594.9045463340972,509.1710134913528,557.6263726086352,0.08309949607639054,0.08107473224238523,0.08316831708727826,0.08124680981665441,0.2882698320608498,0.2847362503131367,0.2883891764391969,0.2850382602680812
1,37.53763394973921,101.4845045045045,79.57166192508298,9.437495829164016,10.441360622958724,9.748154020382117,9.94827949068505,0.9080855721648099,0.889303870810703,0.8998510096085355,0.8979975505291725,0.42924030011626163,0.41672823926665736,0.4215379561968309,0.41779985221066446,661.0811394729134,795.3626701613929,720.2068963459758,732.8977189019876,0.10119091531880932,0.09867744503170353,0.10082412939425343,0.09917740877403501,0.31810519536595017,0.3141296627695378,0.31752815527800593,0.314924449311315
1,31.548081739369753,143.864097977157,79.98218522086142,9.890014187342874,10.214244835364132,9.749916943521194,10.296917888138523,0.914222200318945,0.9118811280224903,0.9198992985511115,0.9077454885272073,0.37464414411668545,0.3680991704815683,0.37429317115180727,0.3695734059885229,417.028531091072,427.28628301862307,389.4117829457237,447.3398990965015,0.08776301139005552,0.08614777684754983,0.08814861918218596,0.08585659239320076,0.29624822596946554,0.2935094152621851,0.2968983313900332,0.2930129560159427
