label,H,S,V,Contrast,Homogeneity,Energy
1,86.45389060356653,95.81981481481482,165.12230538408778,178.21713867355726,0.27005657817464057,0.03784957712592997
1,84.15671982167352,100.01221965020576,166.3839188957476,174.90192075796728,0.3448516366082517,0.048248347620426166
1,86.17697445130315,109.21515089163238,165.5947299382716,150.2978682170543,0.4486198415096674,0.08075839978733175
1,86.17697445130315,109.21515089163238,165.5947299382716,150.2978682170543,0.4486198415096674,0.08075839978733175
1,89.31724022633745,95.98878515089163,165.66568930041151,167.49338415159346,0.3353347330668848,0.05962811535920098
1,89.31724022633745,95.98878515089163,165.66568930041151,167.49338415159346,0.3353347330668848,0.05962811535920098
1,92.30587105624143,84.21889574759945,148.58572359396433,156.07437639965548,0.29519070353103116,0.03880860306828046
1,83.79218621399177,96.90040037722908,168.4776148834019,96.46810766580535,0.4075116315526063,0.05772300387464484
1,83.79218621399177,96.90040037722908,168.4776148834019,96.46810766580535,0.4075116315526063,0.05772300387464484
1,82.25534465020576,94.22554783950618,149.1321407750343,248.76294315245482,0.25916000871506273,0.04101522689542862
1,86.45389060356653,95.81981481481482,165.12230538408778,178.21713867355726,0.27005657817464057,0.03784957712592997
1,82.25534465020576,94.22554783950618,149.1321407750343,248.76294315245482,0.25916000871506273,0.04101522689542862
1,88.58502572016461,95.91119341563785,163.52170010288066,156.57774849267875,0.33897593869394366,0.05080778795076159
1,88.58502572016461,95.91119341563785,163.52170010288066,156.57774849267875,0.33897593869394366,0.05080778795076159
1,88.79926611796982,99.01414094650205,157.2561694101509,168.18190267011195,0.3039027983074277,0.048507354811224666
1,88.79926611796982,99.01414094650205,157.2561694101509,168.18190267011195,0.3039027983074277,0.048507354811224666
1,88.54326303155007,90.97548182441702,168.879704218107,152.0950301464255,0.36304363450734906,0.05648234957890375
1,85.4199537037037,112.8733573388203,164.42500771604938,256.6873100775194,0.33988905297150174,0.0513866023745243
1,85.4199537037037,112.8733573388203,164.42500771604938,256.6873100775194,0.33988905297150174,0.0513866023745243
1,86.29624056927298,100.96702589163237,161.5925342935528,242.50427045650304,0.36726625855698686,0.05467679710947564
1,88.70485768175583,78.05029835390947,192.36911093964335,179.87236089577954,0.34760395158975615,0.05416231863577295
1,86.29624056927298,100.96702589163237,161.5925342935528,242.50427045650304,0.36726625855698686,0.05467679710947564
1,91.94947530864198,97.29442129629629,173.81135288065843,183.35369681309217,0.33901496708071716,0.059038438972371064
1,91.94947530864198,97.29442129629629,173.81135288065843,183.35369681309217,0.33901496708071716,0.059038438972371064
1,88.9186359739369,94.40470764746227,175.16066958161866,143.56810594315246,0.3355543628513237,0.0499372283079399
1,88.9186359739369,94.40470764746227,175.16066958161866,143.56810594315246,0.3355543628513237,0.0499372283079399
1,88.95129458161865,91.23921553497942,168.33874828532237,198.4447881136951,0.33992413361821044,0.06260633711336612
1,88.95129458161865,91.23921553497942,168.33874828532237,198.4447881136951,0.33992413361821044,0.06260633711336612
1,85.88078275034293,103.56994341563787,171.807313957476,202.3663652024117,0.32097010331297837,0.056813719173040914
1,85.88078275034293,103.56994341563787,171.807313957476,202.3663652024117,0.32097010331297837,0.056813719173040914
1,88.70485768175583,78.05029835390947,192.36911093964335,179.87236089577954,0.34760395158975615,0.05416231863577295
1,85.9603669410151,94.74444787379973,158.52758316186558,127.68421791559,0.34555105893592325,0.04441781888217089
1,86.1833744855967,90.42223165294925,147.14816015089164,210.59518432385875,0.27907277644812895,0.0468394910181511
1,86.1833744855967,90.42223165294925,147.14816015089164,210.59518432385875,0.27907277644812895,0.0468394910181511
1,90.22464334705076,82.80881687242798,139.45508916323732,104.05808354866495,0.31724153267063715,0.03938550556687131
1,90.22464334705076,82.80881687242798,139.45508916323732,104.05808354866495,0.31724153267063715,0.03938550556687131
1,89.65477280521262,93.29853052126201,180.21388717421124,186.33214470284236,0.4302096260279584,0.07458586278704496
1,89.65477280521262,93.29853052126201,180.21388717421124,186.33214470284236,0.4302096260279584,0.07458586278704496
1,87.59135716735254,93.75981910150891,167.84950102880657,135.80987769164514,0.29862387150203545,0.0431435609605888
1,87.59135716735254,93.75981910150891,167.84950102880657,135.80987769164514,0.29862387150203545,0.0431435609605888
2,54.73797839506173,91.91657836076817,146.8414283264746,172.89895004306632,0.3665713403909035,0.050430524813146436
2,76.85521433470508,96.2001183127572,160.53438443072702,277.7761567614125,0.3429982115872238,0.04828135361455999
2,76.85521433470508,96.2001183127572,160.53438443072702,277.7761567614125,0.3429982115872238,0.04828135361455999
2,33.47815072016461,103.16163923182442,147.15987825788753,181.86460895779504,0.3731012732999075,0.06369481463077088
2,33.47815072016461,103.16163923182442,147.15987825788753,181.86460895779504,0.3731012732999075,0.06369481463077088
2,55.77607338820302,109.51360082304527,150.51608196159123,178.31143238587427,0.3459690227173528,0.04723087103686989
2,55.77607338820302,109.51360082304527,150.51608196159123,178.31143238587427,0.3459690227173528,0.04723087103686989
2,75.72920696159122,143.89661436899863,171.58480281207133,247.0560594315245,0.3548608365550491,0.06016257498957348
2,83.86987825788752,121.00810956790123,158.31599451303154,190.73867355727825,0.2552852277310722,0.04524596224071439
2,54.73797839506173,91.91657836076817,146.8414283264746,172.89895004306632,0.3665713403909035,0.050430524813146436
2,87.6653926611797,106.63057270233196,185.1627880658436,426.6070172265288,0.2617274825579056,0.06188569162051657
2,89.59117969821673,122.98317729766804,182.47041666666667,182.18497071490094,0.26384490909810915,0.05568828427640272
2,92.32426697530865,112.80632030178326,175.543926611797,167.3924177433247,0.2398115892963849,0.049601396827114626
2,87.6653926611797,106.63057270233196,185.1627880658436,426.6070172265288,0.2617274825579056,0.06188569162051657
2,93.59321673525378,112.45109910836763,178.95216306584362,121.20638070628769,0.22603843099857612,0.04915844899619802
2,92.28318930041152,104.36752743484224,171.88756687242798,150.73050301464255,0.25390162370363956,0.05217948876373248
2,96.22289951989026,112.54703875171468,179.96991769547324,229.87070801033593,0.19708219578298486,0.045632488268825516
2,85.83170781893004,123.09601937585734,188.78814900548696,269.8403970714901,0.2999497497326426,0.06643526166494097
2,85.83170781893004,123.09601937585734,188.78814900548696,269.8403970714901,0.2999497497326426,0.06643526166494097
2,87.08993569958848,109.26939043209876,181.7315534979424,289.3138587424634,0.2397021987036688,0.05457846308482649
2,80.57025977366256,120.3046073388203,154.95497685185185,282.11024289405685,0.27503108417854394,0.050215136729654365
2,84.60190757887517,136.4573945473251,156.04567729766805,183.9767510766581,0.3838776096314587,0.06676023690331474
2,83.59955675582991,66.38066872427983,159.69314386145405,176.05805081826014,0.291002761576142,0.031802764158517516
2,80.57025977366256,120.3046073388203,154.95497685185185,282.11024289405685,0.27503108417854394,0.050215136729654365
2,87.72233796296297,109.65946159122085,156.45861796982166,208.93801894918178,0.29645615432426314,0.05380826560780286
2,81.65709276406035,97.0011779835391,149.27163580246915,190.05020930232556,0.29200764338168433,0.04938826023960889
2,86.82514746227709,89.26997256515774,160.11808470507543,211.1796640826873,0.28878917439664703,0.05531794001654419
2,86.86641632373114,88.53644290123457,145.67297067901234,144.76837295434973,0.30358174462644116,0.05383331726627601
2,80.75383316186557,137.50541580932784,151.34177812071331,244.99832988802757,0.3434598941545691,0.05450953536535098
2,81.33741941015089,126.30435956790123,145.20899605624143,232.4355848406546,0.22643113993527333,0.03570192523079497
2,81.57679098079561,95.27165209190672,144.86232767489713,161.10684668389317,0.24002433430940623,0.04583120053462968
2,83.42920524691358,85.6635390946502,152.55580761316872,307.4734556416881,0.3042372632667072,0.05580697647425672
2,76.5878249314129,97.45923696844993,153.81499314128945,432.0773695090439,0.2540199696625628,0.039403362498231044
2,80.0000805898491,111.23751028806585,159.74104938271606,413.80848320413446,0.3360737065761714,0.06876700780295607
2,81.52973593964334,91.39620027434842,145.8946407750343,217.12927217915592,0.27188476321276106,0.04857289688096087
2,75.4003755144033,117.91102794924554,156.95329475308642,355.5774099913868,0.3086117566960135,0.04794889149833909
2,80.0000805898491,111.23751028806585,159.74104938271606,413.80848320413446,0.3360737065761714,0.06876700780295607
2,78.29541495198903,138.83874828532237,171.05641203703703,107.10285271317828,0.4261411786289833,0.08644949509783949
2,83.9910768175583,82.60805898491084,155.0948439643347,316.9903746770026,0.2432914999604868,0.04888956109750624
2,83.9910768175583,82.60805898491084,155.0948439643347,316.9903746770026,0.2432914999604868,0.04888956109750624
