label,H,S,V,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,contrast 0,contrast 45,contrast 90,contrast 135
1,86.45389060356653,95.81981481481482,165.12230538408778,6.29129198966455,6.650054932906627,6.377709732989181,6.4391030734794175,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,178.21713867356766,189.46335387848586,165.88184409992533,177.8664914456838
1,84.15671982167352,100.01221965020576,166.3839188957476,5.677229974160516,6.457178245187954,6.5196985357454205,6.595229992676256,0.9620457436495419,0.9484436591897443,0.94732583547602,0.9470306610641491,174.90192075797657,237.63642708090404,242.55917312662694,244.1538475491134
1,86.17697445130315,109.21515089163238,165.5947299382716,4.289087855297178,4.707985828001616,4.506931093884484,4.680513329003548,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,150.29786821705278,177.66259190034384,165.6144056847518,177.8579535246989
1,86.17697445130315,109.21515089163238,165.5947299382716,4.289087855297178,4.707985828001616,4.506931093884484,4.680513329003548,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,150.29786821705278,177.66259190034384,165.6144056847518,177.8579535246989
1,89.31724022633745,95.98878515089163,165.66568930041151,5.547504737295691,5.936130132254227,5.909679586563577,6.0475791517537205,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,167.49338415159883,190.92697637541198,176.6449732988873,185.37105104961225
1,89.31724022633745,95.98878515089163,165.66568930041151,5.547504737295691,5.936130132254227,5.909679586563577,6.0475791517537205,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,167.49338415159883,190.92697637541198,176.6449732988873,185.37105104961225
1,92.30587105624143,84.21889574759945,148.58572359396433,5.217571920758427,5.6547691436002525,5.653637381568072,5.682884253949657,0.975070977918826,0.9722329980530199,0.972989223448714,0.9724580366191157,156.07437639966852,174.12447140035977,169.06032988804282,172.71282787000476
1,83.79218621399177,96.90040037722908,168.4776148834019,4.3064366925066935,4.64448217962756,4.505237726098423,4.502108352565964,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,96.46810766580926,105.8205283232768,99.84710508182978,103.0994173311674
1,83.79218621399177,96.90040037722908,168.4776148834019,4.3064366925066935,4.64448217962756,4.505237726098423,4.502108352565964,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,96.46810766580926,105.8205283232768,99.84710508182978,103.0994173311674
1,82.25534465020576,94.22554783950618,149.1321407750343,7.5002678725241925,7.868687034453218,7.312548664944543,7.84749813435506,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,248.76294315247196,268.52742413042904,228.10474504739017,273.59497605757343
1,86.45389060356653,95.81981481481482,165.12230538408778,6.29129198966455,6.650054932906627,6.377709732989181,6.4391030734794175,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,178.21713867356766,189.46335387848586,165.88184409992533,177.8664914456838
1,82.25534465020576,94.22554783950618,149.1321407750343,7.5002678725241925,7.868687034453218,7.312548664944543,7.84749813435506,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,248.76294315247196,268.52742413042904,228.10474504739017,273.59497605757343
1,88.58502572016461,95.91119341563785,163.52170010288066,5.4262394487513985,5.692466418375206,5.575585701981473,5.754233115905625,0.9652713679745323,0.9630822977128368,0.965764223798831,0.9616455936976162,156.57774849268742,166.75270605024,154.40374763136424,173.24179029451497
1,88.58502572016461,95.91119341563785,163.52170010288066,5.4262394487513985,5.692466418375206,5.575585701981473,5.754233115905625,0.9652713679745323,0.9630822977128368,0.965764223798831,0.9616455936976162,156.57774849268742,166.75270605024,154.40374763136424,173.24179029451497
1,88.79926611796982,99.01414094650205,157.2561694101509,5.9962937123172875,6.264749830710588,6.301529715762643,6.369462659444384,0.9667701585239317,0.9647730849026305,0.9656232784061228,0.9639370901028111,168.18190267011906,178.60039161290078,174.03636864773313,182.83870023218705
1,88.79926611796982,99.01414094650205,157.2561694101509,5.9962937123172875,6.264749830710588,6.301529715762643,6.369462659444384,0.9667701585239317,0.9647730849026305,0.9656232784061228,0.9639370901028111,168.18190267011906,178.60039161290078,174.03636864773313,182.83870023218705
1,88.54326303155007,90.97548182441702,168.879704218107,4.880482342808073,5.300747294814157,5.170741602067355,5.3058985503247165,0.9790967915086936,0.9757217240718434,0.9778036861974152,0.975722409741465,152.09503014643053,176.93066879951013,161.53990783807436,176.92630007879126
