label,H,S,V,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135
1,69.11824159807956,151.8443295610425,137.14207047325104,9.568105943154166,10.013024972016275,9.471659776056892,9.907702353478788,0.936906739815502,0.9320785788595419,0.9379811487174428,0.9323923171365627,0.22867231704412933,0.222006370105434,0.22705625465765078,0.22252118031813248
1,69.33895490397805,150.71718964334704,104.89144718792868,10.461621877695787,10.549690959220845,10.243771748496721,10.837260402705688,0.9443813113128298,0.9454603418662362,0.9526088622324849,0.9436829727293081,0.17268349720097662,0.16221184129833457,0.15968254920187588,0.15952947121924446
1,69.11788580246913,151.8445481824417,137.1420687585734,9.567819982775122,10.013184761129233,9.471981912146399,9.908169628668436,0.936905978857441,0.9320774574939421,0.9379786304451238,0.9323918219541788,0.22876358828616597,0.2219790358996921,0.22701096380488722,0.22245401939939524
1,69.3336316872428,150.73862139917696,104.89415209190672,10.461312661502753,10.5499958541228,10.243664082691446,10.836857043161217,0.944381659726475,0.9454599340222853,0.9526041003712221,0.9436820508746954,0.17270620015896754,0.16208314812699934,0.1596623763608821,0.1596027753095667
1,70.31315500685871,159.69130744170096,120.47946244855967,9.70053229974431,9.92697378422255,9.210909560726403,9.628048085296374,0.951344324086068,0.9472967116719242,0.9533954502728679,0.9505868880133796,0.20236012931056657,0.20209063850718373,0.21712983960220972,0.20811715609950301
1,70.31379029492456,159.6893158436214,120.47889403292181,9.70051248923621,9.926962555798072,9.210558139537657,9.628015263748896,0.9513438530669862,0.9472960406360896,0.9533974326016847,0.9505850353798394,0.20233896128857695,0.20207095637136954,0.21701650496463326,0.20801728796568517
1,64.51360939643347,150.3099957133059,125.21209190672154,11.259213608961469,11.137002321695084,10.396585701984437,11.337045335197136,0.9409657704707732,0.9406314595060037,0.9483231960511763,0.9413130603587885,0.17196034976764255,0.17639130360438465,0.19460171644791316,0.1688484365906946
1,64.51174897119341,150.29574588477365,125.21041752400549,11.259339362622127,11.136958271723547,10.396942291131634,11.336697254048332,0.9409646900877686,0.9406284942070237,0.9483190568679917,0.9413129055483402,0.17188762599639706,0.1764483411576562,0.1945472576021464,0.16887395100810423
1,67.40370970507544,141.12855109739368,122.24921553497943,7.68649870801265,8.116817933695112,7.39408096468792,7.637117197110538,0.9605260620946786,0.957471183764752,0.961921099781356,0.9586333494173456,0.24050562426311142,0.23153091254272082,0.24945068898740433,0.24609723529867983
1,67.40300154320988,141.1396021947874,122.24640432098765,7.686397932818796,8.116342021256132,7.393938845824934,7.636633511147142,0.9605243040277196,0.9574699206699324,0.9619202493803283,0.9586336120492304,0.2405526915856433,0.231637835231211,0.24944136413736007,0.24614347540393547
1,66.13510373799726,146.70915380658437,125.21706704389575,8.68141257536869,9.227592384020987,8.53584323858994,8.832993601527827,0.9522258871892888,0.947403053578295,0.95248699734907,0.9492819365801932,0.22830038418329904,0.22278938938836104,0.2358524482168456,0.233600981466825
1,68.06507458847737,161.21361625514405,118.56502229080932,10.117926787255247,10.341957338900036,10.022576227393232,10.01187362667924,0.948411559609868,0.9457895574807734,0.9479606339418849,0.9477504966075263,0.16878653429520893,0.16343453557316467,0.17053592372129683,0.1695975773069893
