label,H,S,V,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135
1,76.66690672153635,119.26048439643347,160.65686471193416,7.843093884583095,8.125139059715533,7.359305770888645,8.084855792486374,0.351669460174314,0.3410053305998089,0.36323410091806324,0.3505278510359446,313.8912902670398,345.47052711408816,306.5492385874831,359.84283661092843
1,52.42195644718793,107.66460819615912,142.67307441700962,7.179919896642419,7.514050213513784,6.979456503016708,7.423643260874004,0.2991093763158608,0.2958108042987361,0.3143108369124053,0.2941730198940483,192.6034031008225,212.01699378811247,178.4961438415673,201.0474254087426
1,76.67846193415637,119.27497342249657,160.66140432098766,7.8439043927658085,8.126140980639887,7.360414298020507,8.085507041087237,0.35167437849331834,0.34100079061905425,0.36316261785295784,0.35059501157226364,313.9360938846177,345.5160730573465,306.5730068906717,359.8823502992413
1,52.386538065843624,107.65939900548697,142.67293295610426,7.180104220501152,7.5137332264627625,6.979492678727307,7.423747771591003,0.2990981466448487,0.2959404612925584,0.3143559818875869,0.2941604635012386,192.6136838932431,212.01680463235255,178.50579069772613,201.0526379887217
1,67.08927469135803,113.0280949931413,143.60116512345678,7.062573643412973,7.356803906802081,6.82901205857228,7.0779960890550235,0.3082181997423835,0.3071267438103575,0.31222347743551626,0.30147219216628823,222.7617157623395,243.3403810409281,204.94343066328128,217.76221307061513
1,67.0924451303155,113.03039437585734,143.60208333333333,7.062162790699768,7.356612159866514,6.828827734713575,7.078327759429905,0.30830357590441637,0.30714915451010566,0.31233962275011123,0.3015496420256443,222.74831610686974,243.33318621222313,204.94462790703898,217.75995356618716
1,62.60746484910837,143.46508659122085,145.6148688271605,5.676534883722109,5.934796540954833,5.698434969854738,6.060415831732993,0.3677867474198797,0.35852748291643066,0.3664772174786133,0.35446262423252634,166.9704160207059,187.72731080970357,172.43608871665887,188.353071751371
1,62.6004561042524,143.47433041838136,145.61597650891633,5.67662876830438,5.934706713561552,5.698935400517957,6.060645582565666,0.36781191950263914,0.35862825904899187,0.36635958087600834,0.35446689810800847,166.973009474626,187.72115590581603,172.4334556417239,188.34448287062088
1,72.5205907064472,109.96686985596708,165.5161445473251,6.627667527996049,7.097924814473848,6.48933850129494,6.751445875542634,0.3454850924046117,0.32932714361623705,0.33944046608713396,0.33450520030659603,217.05385529725748,250.14011605015057,200.81371403971545,216.51175702387152
1,64.68565929355282,153.30043638545953,152.19212191358025,8.007620155040344,8.294957746577019,7.942378122310077,8.293397859344907,0.27087398541031193,0.26035775692712515,0.269952372916436,0.26413560788937873,235.34476744190823,238.12027801580572,222.43925839797774,252.17148999463328
1,59.97386488340192,153.57396433470507,146.61828017832647,11.334687338504004,11.445249340115824,10.984942291130858,11.449045411203949,0.20905860717707875,0.20291801658189826,0.20979154490921056,0.19994676205257578,332.2979896641592,333.2237038944021,302.17269078387534,332.4235586158673
1,49.746171982167354,149.23369684499315,120.68805984224966,7.1776416882025895,7.62515028814049,7.386724375541519,7.581601276932892,0.2753269744997381,0.26278381713061594,0.2707463840350228,0.270060495008864,193.69371059439734,220.31969741993083,207.49459345401414,224.42478165038895
1,31.131888717421123,126.72568158436214,174.9702572016461,12.055173987943826,12.477371270436992,12.082939707151402,12.448202415667208,0.23475439188123157,0.23153569802484103,0.24705931070851742,0.2336809142097958,406.78825064607116,437.7093055997373,412.70478983642823,432.7606687304293
1,59.97317729766804,153.56546210562414,146.61725222908095,11.334828596040477,11.44542208510272,10.985237726100662,11.449299346334712,0.2090539234979526,0.20295639353678832,0.2098069602100434,0.19993378461772524,332.3058725237575,333.2369344329547,302.1843195521788,332.43348799771934
1,68.30709962277092,153.46956361454048,142.49020147462278,7.791581395350461,8.140848488827805,7.633863049097297,8.01571806636273,0.22127731646587692,0.21404707925513633,0.22264455822255746,0.21657325431709556,189.32649956937493,204.92393433619856,185.25257622743564,202.5450829867147
1,68.31677726337449,153.4799957133059,142.49734996570643,7.791652885445212,8.140915859372663,7.633030146427183,8.015244745098451,0.2212231069444148,0.21401440257621282,0.22270289509885408,0.2165608021785908,189.31849009478486,204.92195467864636,185.23495607239605,202.5300956316479
1,66.02797067901234,169.22332218792866,118.00233196159122,9.397763996556751,9.871216884787378,9.023945736436177,9.538923764183608,0.18603280303746286,0.1774484880274075,0.18891973248336502,0.18454586967037614,269.10615159351386,291.211785354025,250.2966106805088,280.65825427374324
1,66.02829046639232,169.2356970164609,118.00341392318244,9.397984496126202,9.871609879632649,9.024199827736762,9.539674341151814,0.18606338555823407,0.17741176129327296,0.1888338125920458,0.18448273415577465,269.10030490962276,291.195888496603,250.28706804485086,280.67240467934806
1,72.26076989026063,155.5828420781893,113.091512345679,8.881471145566673,9.25270345904768,8.625075796729542,8.943032158208638,0.19969986120035937,0.1889914602257465,0.20097478814459674,0.1989268405001774,236.20577950050298,251.42557800477866,221.9182523687159,245.29975573863118
1,72.26773834019204,155.5942575445816,113.09540466392318,8.881750215334215,9.252738008045084,8.624480620157502,8.942942330815537,0.19962734768835486,0.1889921520279151,0.20096789132167242,0.19896424558094108,236.2158966408988,251.4324048866576,221.90572609825827,245.29948798390035
1,65.20475823045267,164.30986968449932,129.0112714334705,9.250336778641092,9.593276246874666,9.323961240312293,9.357498341649338,0.18807383970573888,0.18134266958399894,0.18604277596414057,0.18791256052624183,242.3432773471684,254.93476371943595,248.60496210169882,255.98764095993806
1,67.38510802469136,141.1133744855967,122.2509842249657,7.640370370372846,8.07645865867128,7.350707149011778,7.597169055155668,0.24207619250030554,0.23297258867713524,0.2506940337633589,0.24664291467858218,227.9533522825867,245.74539289123356,220.03676916458173,238.98819460763488
1,63.183055555555555,131.1792781207133,142.77197016460906,8.001653746772504,8.742240295187589,8.121177433249805,8.164134513067912,0.28594142180374404,0.2747099596221537,0.2894478770821094,0.27958987655808376,276.55742118870944,324.75254626114304,279.7487812231694,278.92211014915125
1,31.144749657064473,126.72717592592592,174.97162465706447,12.055121447030798,12.476624148368444,12.08313608958032,12.447815466896412,0.23481391937590987,0.23169821082632586,0.24710247937017418,0.2337210608401118,406.77982084417533,437.6855885767545,412.692462532376,432.73096177502106
1,67.39112654320988,141.1212620027435,122.25569101508917,7.640645994834534,8.0770477190767,7.35115934539426,7.597432491260812,0.24207617357283345,0.23292361547150722,0.25063608644277424,0.24660666056481365,227.96674074081082,245.7581138320704,220.05615676148417,239.0107283274569
1,66.13243741426612,146.72166152263375,125.19270833333333,8.84429888027829,9.380361140671685,8.693913006032098,8.987360249307821,0.2233786799529678,0.2188459563229455,0.23099015368042441,0.22881418432144787,295.57704134375825,323.3147076809871,293.35047114565293,311.9328315667961
1,66.13221364883402,146.72176868998628,125.1932218792867,8.84470628768584,9.380692811046607,8.69427993109655,8.987108041626646,0.22335500512734524,0.21887920973080907,0.23094094032375245,0.22887063656317883,295.60225839801956,323.3395967787077,293.3613927649465,311.9571678805561
1,66.93372427983539,122.67954303840878,123.82660922496571,9.109448751079984,9.423825506835897,8.84782342808261,9.200523244567632,0.20270176031317336,0.20115014153250968,0.20927034870984906,0.20591647232152252,309.12098191226056,331.81924396436204,300.99881223094854,321.78103968305055
1,66.93911351165981,122.6757638888889,123.82727966392318,9.109152454783585,9.42379959508792,8.847689061157404,9.200551747490426,0.20274449970375408,0.20118785832491626,0.2092591500674129,0.20591550613941575,309.12298363491135,331.82666508900377,301.00634711466614,321.79397396393887
1,50.79579646776406,141.47025462962964,112.15426697530864,7.380179155902354,7.625832630838483,7.290233419468288,7.6685351916097915,0.27622205567637553,0.26965361659160514,0.280885169859693,0.2724301280194583,232.3067734712195,248.35630726499517,224.68653488379158,253.46324332170798
1,50.79463048696845,141.46454732510287,112.15599022633745,7.380124031009927,7.625482822239842,7.289950904395059,7.667618779453992,0.27611056908289555,0.26967977417158273,0.2809075695027134,0.2725653953677559,232.28779672703172,248.34706281701958,224.66614211893113,253.43133300399563
1,60.52104252400549,103.7956421467764,159.9578635116598,9.793434969856925,10.335770477192304,9.876074935403935,10.051695664793161,0.2517123038659799,0.23586270757345593,0.25233354209414394,0.25471335986338606,330.93422739028733,360.5135768922876,334.98342549536784,350.7915313497952
1,60.49819958847737,103.79316186556927,159.9586874142661,9.793159345395136,10.335568365557545,9.876130921622673,10.051524647256171,0.25169841491992884,0.23596072100473847,0.2523493869152762,0.25474596428652563,330.9093695091513,360.50542332890336,334.9857519380897,350.78060350192686
1,63.19054269547325,131.17364197530864,142.77226508916323,8.001169681311687,8.741993269856307,8.12104478897748,8.163744109397477,0.28594770707314343,0.27474227638167126,0.2893089849997313,0.27949402342907925,276.541608957873,324.74263760869053,279.73982859611743,278.9128233786551
1,49.72863940329218,149.2367069615912,120.68631001371742,7.177140396212853,7.624941266706429,7.386541774335655,7.581698014125657,0.275514358493546,0.2628821183808825,0.2708926164134792,0.2700492983427878,193.70673729551257,220.3383970647691,207.50224547813173,224.42024363958188
1,33.81346450617284,149.4412997256516,130.82177211934157,7.952869078383348,8.326589081135973,7.928173987944206,8.206167687014977,0.26498541393925856,0.257855151117244,0.269964241711313,0.2597399763426677,197.8346382429583,220.98594114926624,197.60349354011606,207.21335906084667
1,33.8210853909465,149.4340620713306,130.82216478052126,7.953276485790753,8.327284379708411,7.928417743327494,8.20659350340779,0.2649293078479958,0.25781882299314174,0.26999862981804645,0.2596116259417727,197.8425340224597,220.99687331576558,197.61943927655284,207.21791866477687
