label,H,S,V,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,contrast 0,contrast 45,contrast 90,contrast 135
1,76.57328703703703,119.0131462191358,160.60105902777778,9.396915306915531,9.764241518681207,8.770907148407323,9.7296705783236,0.9247373216903485,0.9179325650347155,0.9280662587560723,0.9144709096331822,430.7655594405777,470.45848873328225,412.4270920746112,490.2945327862237
1,52.36808063271605,107.64100887345678,142.6689949845679,8.393881118881636,8.795771433477215,8.0385878010886,8.672281217816163,0.9554207300761979,0.9506539007959813,0.9597947187057019,0.9538065382079219,263.5374514374709,291.22395329426416,237.39211538463772,272.61712142260126
1,76.5720736882716,119.02474922839507,160.60314043209877,9.397082362082553,9.764881323930641,8.771458818959175,9.729362379453656,0.9247368677118548,0.9179329293841658,0.9280639191023954,0.9144677898903106,430.7754195804328,470.4643913268312,412.4481876457131,490.3207452952074
1,52.354681712962964,107.65367283950617,142.67135802469136,8.394158896659427,8.796711635093917,8.038770396271223,8.672917121814084,0.9554194332588929,0.9506545165296172,0.9597950812247381,0.9538055855596482,263.5477797202992,291.22316524145873,237.39232905985332,272.6254076808344
1,67.05713348765433,112.93315972222223,143.580106095679,8.306274281275185,8.669339674168972,7.951585081586,8.287147716989082,0.9424902846561579,0.9371634073426907,0.9478995329165462,0.9439237954420153,307.77135198138365,335.5443942917445,278.7803690753996,299.4383173122464
1,67.05179012345678,112.93240547839507,143.57818094135803,8.305448717949607,8.668908585875835,7.951703574204498,8.286084625949512,0.9424917504794245,0.9371668066963192,0.9478995663968048,0.9439264824599037,307.7765675991001,335.54078758471394,278.79238344991614,299.43694992359116
1,62.58298611111111,143.2772588734568,145.596143904321,6.761489898990063,7.0927483536726115,6.810128205128245,7.260371477170693,0.9526338995431511,0.947023418125857,0.9513467843684879,0.9464261805191881,234.01735625486066,261.60590337382956,240.55113442113537,264.55321502141123
1,62.59752893518519,143.26594328703703,145.59203125,6.761278166278283,7.0928029711939935,6.810448717948917,7.25971606691505,0.9526321496171474,0.9470208135882968,0.9513429686980974,0.9464248056316046,234.02587412587744,261.61823913114034,240.56938422688933,264.55947262884587
1,72.52354552469136,109.84130594135803,165.4749363425926,7.823310023311449,8.529251583910316,7.646800699302076,7.891876814084094,0.9640735937188787,0.9576382290894497,0.9667555555804819,0.964712225982205,304.79989510494045,358.9307800943442,282.2081138306567,298.9902624762792
1,64.65271412037038,153.1862422839506,152.1678086419753,9.21623348873391,9.531046159609112,9.084112276612913,9.60540401360856,0.9318442710307332,0.9303010213241205,0.9357158041396725,0.9259955611365444,301.99485819737293,307.87140304613155,284.6531721056919,326.8882447489506
