label,H,S,V,Contrast,Homogeneity,Energy
1,25.906440056991656,123.08376416310469,57.11395481375941,375.96242937082036,0.502013212492113,0.4418143076757635
1,21.776692601692602,103.9100464100464,37.833085358085356,245.95152619850288,0.5890245072428504,0.5430750539251725
1,25.718104349006037,122.98454576294185,56.83516249406337,371.13396615258637,0.5032929023521899,0.4431877741586599
1,28.51518564018564,106.50292792792793,50.52495336245336,317.3967247585853,0.5435428080484638,0.4750383303488062
1,33.896506711017025,156.60581871615477,70.20495870076246,454.80407520757274,0.37602721288625673,0.29648119165840076
1,31.1799906808397,157.06298635458532,64.01398746625294,283.67317172583176,0.40439418609662287,0.3312956136513012
1,35.77643214831126,172.9618399089317,64.27444984233144,375.3322758849076,0.32922080627044015,0.2552875442975117
1,35.571993876440935,173.24945652478678,63.383600974236565,326.2127559890718,0.3345166452124059,0.2606238993166881
1,32.422856707470046,161.5892709469643,57.084168820815115,261.85777609863385,0.38312221915391703,0.2865645662284259
1,28.766807245119086,134.0652357607223,54.87162954279015,294.29504392740466,0.4804176048587296,0.41843525200310183
1,28.777496536289032,134.19449181143202,54.9156821099963,300.91448730525434,0.4800902483937186,0.41817321726955936
1,20.651296296296298,108.6941459694989,46.8858431372549,221.74589986320098,0.6007015774279002,0.5415792890363427
1,31.01711653615845,144.30800859818825,56.26755872869645,404.53830094649425,0.4278363536591859,0.35794054097881634
1,30.55237356123609,124.95583905006451,74.13687898414645,467.1832956443055,0.4369803959366814,0.34400050733311704
1,30.88969445723937,144.04116689697528,56.27858590511285,405.2830318717405,0.4277087213623914,0.35828177644088033
1,27.313331692431973,132.08199457871436,54.76328420095993,270.3038761092281,0.49424978888875054,0.4360170081367713
1,27.328891855133655,132.06975566347637,54.69205330404956,262.7650515418111,0.49421878370965805,0.4353248600339109
1,31.524890458186707,124.76814616283878,70.08405642332966,572.6508564727561,0.4832961260914497,0.4058372682570286
1,30.950541834115175,124.50655763550314,69.12661635526946,577.5051678543009,0.48632879075596963,0.4098616532624036
1,20.666292058946684,100.67739251414909,37.970043088892794,171.03076703793442,0.6186452132129673,0.5703435242780839
1,20.66169005713668,100.64003755082193,38.019828995177825,176.98886468068935,0.6173235604528028,0.5689073749832326
1,29.969091851579353,151.03482266775913,70.26640636757354,355.8593017775384,0.426573483927141,0.35564927583798595
1,29.101827942375646,148.14321147050828,56.788496930778294,269.22817883020423,0.5036646977324658,0.37943749115408465
1,30.07994749427286,151.48003110211863,70.12497031921475,345.8232056288714,0.4271682857058682,0.355368850866553
1,30.010285325566244,125.40854826965086,72.70198744235363,452.78704172472715,0.44185084133476704,0.3505740906369743
1,24.861820362083588,137.77973882015735,56.971075721681146,213.97659474326733,0.49773623414630147,0.4246662041321352
1,30.522826528189455,128.37119857846403,38.927985723367264,341.1852714492709,0.4814833957029765,0.41871659377403797
1,30.735753620857363,128.36480932576612,39.27022357023046,346.9647223849308,0.4798534423377101,0.4162342876687228
1,28.968898630136987,146.1216292237443,50.25562922374429,167.33511172413796,0.46774682757212555,0.38487159200733195
1,29.061965296803653,146.3672292237443,50.30488584474886,168.871312183908,0.4669795690517379,0.38391300279765095
1,37.44307320821601,116.17356382441695,83.17218682341856,386.7227196079315,0.49703600160529005,0.3525044447761104
1,37.37079748269634,115.99049420593877,83.13644930056202,386.5801788896659,0.49658909254918127,0.3535378135057201
1,33.71163478311221,156.15640855825535,78.7385856151246,344.0795363446879,0.3805060530524984,0.2886393677065059
1,29.148557126030624,148.1618391546616,56.78768573887832,269.24651100528615,0.5032025787085675,0.3793111360779483
1,34.675392120672555,155.03906006847183,83.25852278896055,463.09646610404184,0.3667135630512877,0.2724360537620349
1,28.026892154524695,121.76906956791088,51.56686923842339,237.20203787098717,0.5051218982899836,0.43325573201274015
1,27.987208374793386,122.13909059261148,51.262398953973175,239.00522562832288,0.505962532581546,0.4342583184104202
1,36.50555830039526,119.85096498270751,46.185810894268776,225.43795496894415,0.49112458396299113,0.3860340942820714
1,30.530229994016526,159.8691030838426,85.06455934060763,329.6016323851131,0.3968679101079479,0.29532114149997557
1,33.44469151489482,160.04451638060277,91.38377604324238,451.7420178432144,0.3708608041960545,0.26040641118034197
2,27.901664620307326,151.71562004688022,52.193149533058005,376.03017570664633,0.4218772673858674,0.3403169711185657
2,27.67666778286267,151.23217918666518,50.59777356103732,315.1953938794769,0.4286770816752298,0.34787911481827916
2,19.724355418592708,101.83389373965645,57.76159333447469,675.0064461973647,0.44734182118358595,0.39993963395347293
2,27.377591811908808,150.8688793808595,79.498680760922,673.7793805721046,0.34380393078853844,0.28275746727908
2,28.355038928040134,138.9391006916921,56.40797020403288,594.3830287777657,0.39859922746110876,0.3405718066294578
2,20.051952291274326,102.05469383096502,57.99066598185242,683.3680403835983,0.44606427834523366,0.39913405580824535
2,35.426193227491964,154.60097970257235,75.10310992765274,626.41326936223,0.28823536251648263,0.21686132759958965
2,35.150690772641994,141.6838627835579,69.75970279720279,631.0066406711569,0.3612350303429262,0.2878025750885768
2,42.12540704909882,122.54504772497995,70.14198504875966,878.6506233951416,0.2685811035519866,0.2142255659592779
2,24.39559954936304,129.63816355810616,71.03101499234495,567.5646380239635,0.37702491514892333,0.3175915286296501
2,24.243867774643004,129.79755423531338,70.74353750012037,554.7402361471943,0.37926764841379623,0.31979566499025674
2,26.21359125276199,129.935283693681,59.26960122504825,405.4714591067904,0.46859990118804046,0.3982635297039548
2,34.38246719359338,116.44411951684678,74.76586425785884,951.274934546219,0.2979026844302991,0.23454518323428414
2,30.277581453634085,138.16440100250625,61.65149498746867,640.6644309340055,0.4283794863203223,0.3598216106405601
