label,R,G,B,dissimilarity,correlation,contrast
1,124.80489197530864,146.73596450617285,123.37319444444445,9.396915306915304,0.9247373216903589,430.7655594405593
1,130.9033410493827,141.53217206790123,100.53888310185185,8.39388111888112,0.9554207300761989,263.53745143745147
1,124.80621720679012,146.73751736111112,123.36841820987654,9.397082362082363,0.9247368677118796,430.77541958041957
1,130.90065200617283,141.53323881172838,100.53717206790124,8.394158896658897,0.9554194332589037,263.5477797202797
1,115.98138310185185,136.0940374228395,106.54531442901235,8.306274281274282,0.9424902846561506,307.771351981352
1,115.98132330246914,136.09557291666667,106.54201581790123,8.305448717948718,0.9424917504793938,307.7765675990676
1,123.44731095679012,141.5416512345679,85.88130208333334,6.7614898989898995,0.9526338995431415,234.01735625485628
1,123.4506037808642,141.5389525462963,85.88550540123457,6.761278166278166,0.952632149617134,234.0258741258741
1,126.0036612654321,155.43463541666668,128.19303433641974,7.8233100233100235,0.9640735937188832,304.7998951048951
1,110.6223861882716,143.56871720679013,88.99976851851852,9.216233488733486,0.9318442710307353,301.9948581973581
1,108.50843942901234,136.25962962962964,85.79831597222223,12.247420357420356,0.9052064956703765,387.18547008547
1,103.55400077160493,119.41209490740741,71.66677083333333,8.22548174048174,0.9602414566481184,261.14250971250965
1,172.49252700617285,172.2983101851852,96.8760223765432,13.32306526806527,0.8485118516109803,486.50985625485623
1,108.50757908950617,136.26020254629628,85.80442708333334,12.247282439782436,0.9052108241710539,387.16506410256403
1,108.7552700617284,134.0112538580247,89.73170910493828,8.879213286713288,0.9360832632726267,251.62868492618495
1,108.76345486111111,134.00896412037036,89.72503858024692,8.879957264957262,0.9360769216660578,251.65710178710174
1,81.03341049382716,110.61873070987654,70.51086033950617,11.143222610722614,0.9282171871888651,372.5673640248641
1,81.03209683641975,110.6216512345679,70.50770833333333,11.143218725718725,0.9282128874945229,372.5968512043511
1,75.68051890432099,103.29117091049383,80.14427662037038,10.016888111888111,0.9538028867873198,306.1486946386947
1,75.6770775462963,103.29127314814815,80.15004050925926,10.016451048951048,0.9538067041669612,306.1290811965812
1,92.4484837962963,113.08191936728394,79.58358024691358,10.096386946386946,0.9405913506467849,294.8008275058275
1,89.70846064814815,118.74162229938271,81.14266396604938,8.962668997668997,0.9479584949782517,303.4356177156177
1,117.06837962962963,139.69533179012345,92.34185956790124,9.456717171717171,0.9280816537182855,373.05484071484074
1,172.48745563271606,172.3009587191358,96.87831211419753,13.323554778554778,0.8485116105874001,486.5182711732712
1,89.70928240740741,118.74074266975309,81.14500578703704,8.963088578088579,0.9479595718368758,303.43080808080805
1,96.48849922839506,119.87255208333333,81.79669560185185,10.498374125874129,0.9333483813827566,398.4035528360529
1,96.48537808641976,119.8743576388889,81.79272955246914,10.498344988344988,0.933345184056937,398.4230924630925
1,96.56467206790123,120.7040162037037,86.46392939814815,10.330569153069153,0.9299257458874917,382.9043997668997
1,96.55874035493827,120.70594328703703,86.46143711419754,10.330555555555557,0.9299251702760203,382.8949805749806
1,94.90777199074074,111.48228395061729,70.59922453703703,8.484786324786324,0.9429106228950603,320.83081196581196
1,94.90904513888889,111.4805999228395,70.60553240740741,8.48559052059052,0.9429099315746925,320.8378243978244
1,142.10556327160495,156.29534722222223,114.82915895061728,11.252247474747476,0.923331455890822,429.7779895104895
1,142.10078896604938,156.2972164351852,114.82692901234567,11.252799145299145,0.9233276825020017,429.8074222999223
1,117.07240162037037,139.6944849537037,92.34195987654321,9.455975135975137,0.9280862165335623,373.0229098679099
1,103.55273533950617,119.41327546296296,71.67095679012345,8.225804195804194,0.9602401686473419,261.1513209013209
1,121.02317708333334,130.05660493827162,66.82672067901234,8.86455710955711,0.9296647124346066,245.3455788655789
1,121.0260725308642,130.05215470679013,66.83418788580246,8.864054001553999,0.9296667059636377,245.33528166278168
1,119.40447337962964,137.61073302469137,74.2322125771605,8.253040015540016,0.9350169191482846,247.36157536907538
1,119.39981481481482,137.6145910493827,74.23247106481482,8.253818958818957,0.9350108886564412,247.39047785547783
1,102.85723572530864,137.43136574074074,86.5589525462963,10.615963480963483,0.9163413368003291,331.26061383061386
2,118.26354938271605,107.40823688271605,114.83743441358024,13.767472804972803,0.8904871261656196,563.4214743589744
2,95.06825617283951,108.18796103395061,78.99349922839507,10.264273504273506,0.9346278953884359,240.2793706293707
2,118.26457947530864,107.40975115740741,114.8378163580247,13.76709595959596,0.89048788796911,563.418238150738
2,95.0746913580247,108.18414930555555,78.99516782407407,10.263758741258743,0.9346295725890776,240.27345571095574
2,96.10096450617284,110.28803240740741,96.81830439814814,12.10506993006993,0.9156404306098748,375.3629681429682
2,96.10155671296296,110.28764274691358,96.82440200617285,12.104244366744366,0.9156431132865974,375.3450951825952
2,106.32874035493828,112.18975308641976,96.44826774691359,11.839535742035743,0.882306362058322,369.75420551670555
2,106.33096643518519,112.18583719135802,96.45146797839506,11.839520202020205,0.8823088520739014,369.7448232323233
2,98.13485146604938,120.9870524691358,90.05875,9.852667055167055,0.9351320756030819,280.53980380730377
2,98.13284529320988,120.98847608024691,90.05868827160494,9.852457264957264,0.93513131658394,280.55127622377626
2,95.54908950617283,110.74226273148147,71.96699459876544,9.890291375291378,0.9270956251468273,219.0817404817405
2,99.31642939814814,107.94854166666667,74.62959104938271,12.059943667443669,0.9053832688646954,355.2477486402486
2,95.554324845679,110.73946952160493,71.96766782407407,9.89137334887335,0.927085532486059,219.11516511266512
2,97.32983024691357,85.68300154320988,87.47777777777777,15.445590520590521,0.867298763471637,497.69057886557886
2,90.49435570987654,91.10426890432099,82.95275655864198,13.895372960372962,0.9026081929064497,434.5355516705517
2,130.4270061728395,138.86243055555556,103.99903549382717,12.066540404040403,0.9265188787875877,410.3029156954157
2,130.4307986111111,138.8610609567901,104.00204668209877,12.06621017871018,0.9265194783634042,410.30251554001563
2,118.77524112654321,107.60189043209877,97.8357600308642,12.087972027972029,0.90749266677794,399.2138655788656
2,118.77435570987655,107.60053819444444,97.84362654320988,12.087496114996119,0.9074921231396417,399.2150135975137
2,98.33242283950618,107.10321566358024,85.3726311728395,13.514726107226108,0.9012143152046224,437.8981216006216
2,98.32868055555555,107.1058236882716,85.36999421296296,13.514702797202798,0.9012213995349968,437.8684052059052
2,126.82878279320988,116.43665895061729,96.7254436728395,13.895907148407147,0.8667771447481895,536.914935897436
2,99.92965277777778,123.88126543209877,76.9942399691358,9.4763209013209,0.9226793710052343,232.11678710178708
2,93.04452546296297,113.88042438271604,86.0124324845679,9.160660450660451,0.9460417846305926,206.8735508935509
2,93.05397183641975,113.87412037037036,86.01654320987655,9.160508935508936,0.9460419078973192,206.87240481740483
2,85.93107060185186,103.01100694444445,79.65903163580246,10.141884226884226,0.9386763846124494,249.41580808080812
2,85.92729359567902,103.01295717592592,79.65915316358024,10.141408313908315,0.9386763928082105,249.41621017871017
2,106.16124421296297,101.62222029320988,102.17548032407407,13.886996891996896,0.9059549651903804,506.09951825951833
2,106.16198881172839,101.62172067901234,102.16586033950617,13.88612470862471,0.9059573597770996,506.0860042735043
2,86.86762538580247,108.43562307098766,77.17735918209877,9.724149184149184,0.9419010549985053,245.96618104118104
2,86.86776813271605,108.43491705246913,77.17793788580246,9.724184149184149,0.9419005492501058,245.96899378399374
2,89.73804398148148,104.22753086419753,101.66906828703704,12.270670163170164,0.8829017694931776,336.7943803418803
2,89.74312692901235,104.22322145061729,101.67153356481481,12.271062548562547,0.8828951544153967,336.816385003885
2,99.92558063271605,123.88249228395061,76.99396026234568,9.476707459207459,0.922682226708348,232.1086732711733
2,99.32026813271605,107.9474363425926,74.63263695987655,12.05986013986014,0.9053835365229598,355.2448912198912
2,90.87503665123457,120.72814621913581,75.41578896604938,9.229153069153071,0.9328321108322044,242.01362470862466
