label,R,G,B,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135
1,124.80489197530864,146.73596450617285,123.37319444444445,9.396915306915531,9.764241518681207,8.770907148407323,9.7296705783236,0.9247373216903485,0.9179325650347155,0.9280662587560723,0.9144709096331822,0.32760628910080314,0.3153054029890521,0.34163719515327673,0.32878674576067823
1,130.9033410493827,141.53217206790123,100.53888310185185,8.393881118881636,8.795771433477215,8.0385878010886,8.672281217816163,0.9554207300761979,0.9506539007959813,0.9597947187057019,0.9538065382079219,0.2726020828021237,0.27087548983252135,0.28837009867670166,0.26890923572635517
1,124.80621720679012,146.73751736111112,123.36841820987654,9.397082362082553,9.764881323930641,8.771458818959175,9.729362379453656,0.9247368677118548,0.9179329293841658,0.9280639191023954,0.9144677898903106,0.32760417160714506,0.315341409692968,0.3415885771265489,0.3288152522622496
1,130.90065200617283,141.53323881172838,100.53717206790124,8.394158896659427,8.796711635093917,8.038770396271223,8.672917121814084,0.9554194332588929,0.9506545165296172,0.9597950812247381,0.9538055855596482,0.2726634015187608,0.2708396332624137,0.2883650670208723,0.26884314975069185
1,115.98138310185185,136.0940374228395,106.54531442901235,8.306274281275185,8.669339674168972,7.951585081586,8.287147716989082,0.9424902846561579,0.9371634073426907,0.9478995329165462,0.9439237954420153,0.286900589174787,0.28684399935244775,0.29094615021574965,0.27903396812015696
1,115.98132330246914,136.09557291666667,106.54201581790123,8.305448717949607,8.668908585875835,7.951703574204498,8.286084625949512,0.9424917504794245,0.9371668066963192,0.9478995663968048,0.9439264824599037,0.2870240335414118,0.28690311712896255,0.290968697549165,0.27917917406891213
1,123.44731095679012,141.5416512345679,85.88130208333334,6.761489898990063,7.0927483536726115,6.810128205128245,7.260371477170693,0.9526338995431511,0.947023418125857,0.9513467843684879,0.9464261805191881,0.34015621695997394,0.329619200959364,0.33497420435425646,0.32506639555115213
1,123.4506037808642,141.5389525462963,85.88550540123457,6.761278166278283,7.0928029711939935,6.810448717948917,7.25971606691505,0.9526321496171474,0.9470208135882968,0.9513429686980974,0.9464248056316046,0.3402808453801072,0.32953157762353524,0.3350433726766692,0.32549789776042987
1,126.0036612654321,155.43463541666668,128.19303433641974,7.823310023311449,8.529251583910316,7.646800699302076,7.891876814084094,0.9640735937188787,0.9576382290894497,0.9667555555804819,0.964712225982205,0.3216381660380783,0.30132532370975607,0.31125009103374524,0.3096475703418885
1,110.6223861882716,143.56871720679013,88.99976851851852,9.21623348873391,9.531046159609112,9.084112276612913,9.60540401360856,0.9318442710307332,0.9303010213241205,0.9357158041396725,0.9259955611365444,0.2487142729261556,0.24054074245486068,0.24767146143605132,0.24168472643043623
1,108.50843942901234,136.25962962962964,85.79831597222223,12.247420357421191,12.339243079181516,11.846268453769596,12.377096922694612,0.9052064956703733,0.9045072833615939,0.913907521947191,0.9039794508643032,0.19005914468778964,0.18792825801298896,0.19280838114021615,0.18254835862868088
1,103.55400077160493,119.41209490740741,71.66677083333333,8.225481740482861,8.807980400114436,8.501981351982689,8.78703848194716,0.9602414566480959,0.9548584871052516,0.9575009610417601,0.953340584845116,0.25859077876434855,0.2421066015043088,0.24975211227782446,0.24802442347325565
1,172.49252700617285,172.2983101851852,96.8760223765432,13.323065268066395,13.803786554728378,13.401651126652007,13.831709762493366,0.848511851610981,0.8375741126670555,0.8446885795301338,0.8378294165500075,0.2114221322871827,0.20659214861231648,0.22780226536578416,0.21127870476898275
1,108.50757908950617,136.26020254629628,85.80442708333334,12.247282439783179,12.339443993634768,11.845889665890867,12.377052058302098,0.905210824171055,0.9045081137027754,0.9139130018465584,0.9039788656801399,0.18993696782859176,0.1878648126407826,0.19279306341862976,0.18246339199284015
1,108.7552700617284,134.0112538580247,89.73170910493828,8.879213286713851,9.204963952437046,8.693853923854574,9.155238600544445,0.936083263272626,0.9318402971606696,0.9379357677410256,0.9315539366056049,0.20853672208145332,0.2015003895697872,0.2090514982519319,0.2027492390567821
1,108.76345486111111,134.00896412037036,89.72503858024692,8.879957264957747,9.205525732656072,8.694941724942366,9.15621001217303,0.9360769216660503,0.9318335700830551,0.9379269081010997,0.931544207909973,0.20847420641561978,0.2015096932588958,0.20898044598957954,0.20274272416068767
1,81.03341049382716,110.61873070987654,70.51086033950617,11.14322261072356,11.586956945790005,10.613986013987057,11.28131729659049,0.9282171871888625,0.9236040113863714,0.9341872657477578,0.9260818174212446,0.17028476849583757,0.16388938586899796,0.17304179061891978,0.1672128536432936
1,81.03209683641975,110.6216512345679,70.50770833333333,11.143218725719766,11.587520676634798,10.614436674437894,11.28130169158426,0.9282128874945227,0.9236030015300425,0.9341833845071594,0.9260753274165064,0.17032464134676525,0.1638072561349673,0.17288826062851245,0.16743667140565666
1,75.68051890432099,103.29117091049383,80.14427662037038,10.016888111889505,10.457109640774872,9.714768842270107,10.139844262041388,0.9538028867873118,0.9508192500666022,0.9571752397114476,0.9519070413371643,0.18479298489525428,0.172925404633599,0.1841298297980709,0.18137931084361011
1,75.6770775462963,103.29127314814815,80.15004050925926,10.016451048952296,10.456475687402584,9.71489316239463,10.139335148717864,0.9538067041669623,0.9508232864097933,0.9571728501457062,0.9519059436688262,0.1846819530876508,0.17292420738576753,0.18407502872823645,0.18147569372643485
1,92.4484837962963,113.08191936728394,79.58358024691358,10.096386946387648,10.561288661404154,10.12172105672198,10.342709341158157,0.9405913506467789,0.9373489487836665,0.9402520352337271,0.9364486043386581,0.1788994511310075,0.1703133555339973,0.17753099173407827,0.17519443645146382
1,89.70846064814815,118.74162229938271,81.14266396604938,8.96266899766986,9.268923020506655,8.542175602176577,8.947697871478884,0.9479584949782507,0.9459498015069884,0.9506125610038834,0.9452392472075394,0.22185842376886436,0.21315066307034036,0.2279034415922487,0.2234267358367086
1,117.06837962962963,139.69533179012345,92.34185956790124,9.456717171717873,10.308737242909187,9.536394716395563,9.58789129552933,0.9280816537182826,0.9157584961334767,0.9284752383585064,0.9285345394213832,0.2565571203497393,0.24676179623996247,0.2603125340950135,0.2517516836499501
1,172.48745563271606,172.3009587191358,96.87831211419753,13.323554778555783,13.804005024813499,13.400578865579956,13.831854108799632,0.8485116105873944,0.8375734870573044,0.8446939387484159,0.8378295858578745,0.2113512693925113,0.20657562701611565,0.22786044334375488,0.21119544281312572
1,89.70928240740741,118.74074266975309,81.14500578703704,8.963088578089435,9.26914149059178,8.542228049729001,8.94765105646068,0.947959571836884,0.9459511703504473,0.9506121979551446,0.9452402089246005,0.22182430843966783,0.21309230851697308,0.22794726201914528,0.22340812721586983
1,96.48849922839506,119.87255208333333,81.79669560185185,10.498374125874962,10.882102228396848,10.238504273505447,10.628041025562979,0.9333483813827688,0.9304033465322752,0.935130443651577,0.9306259086743434,0.20615515131956066,0.2000111637593161,0.21096166295364308,0.20604881755669122
1,96.48537808641976,119.8743576388889,81.79272955246914,10.498344988345938,10.881920820201275,10.238477078478297,10.627863518618744,0.9333451840569339,0.9304046065296089,0.935128412341097,0.9306251850532471,0.2061505670155555,0.1999905529067342,0.210947406197048,0.20608393052591606
1,96.56467206790123,120.7040162037037,86.46392939814815,10.330569153070716,10.638591960303026,10.021785159286603,10.438083237104985,0.9299257458874917,0.925473416412095,0.9319920990696405,0.9273206606244179,0.18769319902228174,0.18319427946053293,0.19225886315362542,0.18662737521354802
1,96.55874035493827,120.70594328703703,86.46143711419754,10.330555555557092,10.63870119534577,10.021396658898107,10.438305608441606,0.929925170276044,0.9254785726395909,0.9319947543909913,0.9273199275417434,0.18772281935651744,0.18304695797598322,0.1921386458922396,0.18651825327073907
1,94.90777199074074,111.48228395061729,70.59922453703703,8.484786324787066,8.872969398584631,8.376074203574893,8.900701445025009,0.9429106228950681,0.938436755911603,0.9449456631653129,0.9372955843404628,0.2573680104585212,0.24718257024156237,0.260949623040112,0.25221011684568856
1,94.90904513888889,111.4805999228395,70.60553240740741,8.485590520591302,8.873956415219535,8.376441336442005,8.901107175183254,0.9429099315746885,0.9384370546890728,0.9449471620440844,0.9372955699410902,0.2573718006876067,0.24713608517825691,0.26086625040123024,0.2522004568682037
1,142.10556327160495,156.29534722222223,114.82915895061728,11.252247474748875,11.82956992603456,11.20423659673799,11.495384819452406,0.9233314558908002,0.9174763047930596,0.924594283349089,0.9197462043919008,0.22672564326877065,0.20691782418256097,0.22545662373021116,0.22705539692852736
1,142.10078896604938,156.2972164351852,114.82692901234567,11.252799145300473,11.829413875973653,11.204421134422601,11.495907587156337,0.9233276825020011,0.9174777406632354,0.924589638615384,0.9197438019797309,0.2266871434831476,0.2068506187380183,0.22554374653452267,0.22710405776754064
1,117.07240162037037,139.6944849537037,92.34195987654321,9.455975135975898,10.307482990544955,9.53620435120517,9.587167613372223,0.9280862165335534,0.91576653072923,0.9284821383153192,0.9285465666004742,0.2564960715503589,0.2469360630393601,0.2602156795640148,0.2517807259189874
1,103.55273533950617,119.41327546296296,71.67095679012345,8.225804195805292,8.808093536408697,8.501993006994333,8.786541072378162,0.960240168647349,0.954859034887138,0.9575037867518424,0.953338108007577,0.2585405825045221,0.2420136644194525,0.24953568961717043,0.24809940546706763
1,121.02317708333334,130.05660493827162,66.82672067901234,8.864557109558174,9.342233388472641,8.869259906761046,9.164712789864645,0.9296647124346078,0.9211831358620004,0.9301399969145008,0.9265912703247052,0.24550548628907357,0.23855787505958234,0.24852550939004261,0.23801006081381823
1,121.0260725308642,130.05215470679013,66.83418788580246,8.864054001555056,9.341455088794111,8.868721833722969,9.164172466528882,0.9296667059636212,0.9211916853581655,0.9301427756315878,0.9265978844424068,0.24570406907552556,0.23868680525266167,0.24869724566186374,0.23809690415254184
1,119.40447337962964,137.61073302469137,74.2322125771605,8.253040015540263,8.661486454855455,8.326114996115237,8.723777737899105,0.9350169191482831,0.9276256356764752,0.933820261183695,0.9282163267439021,0.2630708871673129,0.24865167273261143,0.2558563843700971,0.2501230121148914
1,119.39981481481482,137.6145910493827,74.23247106481482,8.253818958819128,8.662637324054316,8.325979020979258,8.723030648232738,0.9350108886564364,0.9276228814726863,0.9338166694205289,0.9282173960580828,0.26300298481181317,0.24850680380027398,0.256114626228441,0.25048281290459107
1,102.85723572530864,137.43136574074074,86.5589525462963,10.615963480963572,10.957152554540366,10.431074203574438,11.059691098905349,0.91634133680034,0.912008314472336,0.9192304760283572,0.9085047925934635,0.23530598595522098,0.2275889914159293,0.23580184185751304,0.22652043675389205
2,118.26354938271605,107.40823688271605,114.83743441358024,13.76747280497369,14.037130161357766,13.813502331003129,14.803589541527094,0.8904871261656182,0.8854002139254767,0.8886684760787158,0.8775732695446357,0.1695841199138426,0.1654871324963549,0.17272601455025333,0.15672530722484912
