label,R,G,B,correlation,homogeneity,contrast
1,124.80489197530864,146.73596450617285,123.37319444444445,0.9247373216903589,0.32760628910080264,430.7655594405593
1,130.9033410493827,141.53217206790123,100.53888310185185,0.9554207300761989,0.27260208280210646,263.53745143745147
1,124.80621720679012,146.73751736111112,123.36841820987654,0.9247368677118796,0.3276041716071468,430.77541958041957
1,130.90065200617283,141.53323881172838,100.53717206790124,0.9554194332589037,0.2726634015187419,263.5477797202797
1,115.98138310185185,136.0940374228395,106.54531442901235,0.9424902846561506,0.2869005891747586,307.771351981352
1,115.98132330246914,136.09557291666667,106.54201581790123,0.9424917504793938,0.2870240335413816,307.7765675990676
1,123.44731095679012,141.5416512345679,85.88130208333334,0.9526338995431415,0.340156216959965,234.01735625485628
1,123.4506037808642,141.5389525462963,85.88550540123457,0.952632149617134,0.34028084538010006,234.0258741258741
1,126.0036612654321,155.43463541666668,128.19303433641974,0.9640735937188832,0.32163816603802525,304.7998951048951
1,110.6223861882716,143.56871720679013,88.99976851851852,0.9318442710307353,0.24871427292614276,301.9948581973581
1,108.50843942901234,136.25962962962964,85.79831597222223,0.9052064956703765,0.190059144687775,387.18547008547
1,103.55400077160493,119.41209490740741,71.66677083333333,0.9602414566481184,0.25859077876430736,261.14250971250965
1,172.49252700617285,172.2983101851852,96.8760223765432,0.8485118516109803,0.21142213228716822,486.50985625485623
1,108.50757908950617,136.26020254629628,85.80442708333334,0.9052108241710539,0.18993696782857822,387.16506410256403
1,108.7552700617284,134.0112538580247,89.73170910493828,0.9360832632726267,0.20853672208144108,251.62868492618495
1,108.76345486111111,134.00896412037036,89.72503858024692,0.9360769216660578,0.20847420641560832,251.65710178710174
1,81.03341049382716,110.61873070987654,70.51086033950617,0.9282171871888651,0.17028476849582214,372.5673640248641
1,81.03209683641975,110.6216512345679,70.50770833333333,0.9282128874945229,0.17032464134674982,372.5968512043511
1,75.68051890432099,103.29117091049383,80.14427662037038,0.9538028867873198,0.1847929848952358,306.1486946386947
1,75.6770775462963,103.29127314814815,80.15004050925926,0.9538067041669612,0.18468195308763213,306.1290811965812
1,92.4484837962963,113.08191936728394,79.58358024691358,0.9405913506467849,0.17889945113099523,294.8008275058275
1,89.70846064814815,118.74162229938271,81.14266396604938,0.9479584949782517,0.2218584237688451,303.4356177156177
1,117.06837962962963,139.69533179012345,92.34185956790124,0.9280816537182855,0.2565571203497175,373.05484071484074
1,172.48745563271606,172.3009587191358,96.87831211419753,0.8485116105874001,0.21135126939249677,486.5182711732712
1,89.70928240740741,118.74074266975309,81.14500578703704,0.9479595718368758,0.22182430843964718,303.43080808080805
1,96.48849922839506,119.87255208333333,81.79669560185185,0.9333483813827566,0.20615515131954293,398.4035528360529
1,96.48537808641976,119.8743576388889,81.79272955246914,0.933345184056937,0.20615056701553716,398.4230924630925
1,96.56467206790123,120.7040162037037,86.46392939814815,0.9299257458874917,0.187693199022255,382.9043997668997
1,96.55874035493827,120.70594328703703,86.46143711419754,0.9299251702760203,0.18772281935649204,382.8949805749806
1,94.90777199074074,111.48228395061729,70.59922453703703,0.9429106228950603,0.2573680104585006,320.83081196581196
1,94.90904513888889,111.4805999228395,70.60553240740741,0.9429099315746925,0.2573718006875827,320.8378243978244
1,142.10556327160495,156.29534722222223,114.82915895061728,0.923331455890822,0.226725643268745,429.7779895104895
1,142.10078896604938,156.2972164351852,114.82692901234567,0.9233276825020017,0.22668714348312252,429.8074222999223
1,117.07240162037037,139.6944849537037,92.34195987654321,0.9280862165335623,0.25649607155033693,373.0229098679099
1,103.55273533950617,119.41327546296296,71.67095679012345,0.9602401686473419,0.258540582504482,261.1513209013209
1,121.02317708333334,130.05660493827162,66.82672067901234,0.9296647124346066,0.24550548628904076,245.3455788655789
1,121.0260725308642,130.05215470679013,66.83418788580246,0.9296667059636377,0.245704069075492,245.33528166278168
1,119.40447337962964,137.61073302469137,74.2322125771605,0.9350169191482846,0.263070887167307,247.36157536907538
1,119.39981481481482,137.6145910493827,74.23247106481482,0.9350108886564412,0.2630029848118077,247.39047785547783
1,102.85723572530864,137.43136574074074,86.5589525462963,0.9163413368003291,0.23530598595521707,331.26061383061386
2,118.26354938271605,107.40823688271605,114.83743441358024,0.8904871261656196,0.1695841199138317,563.4214743589744
2,95.06825617283951,108.18796103395061,78.99349922839507,0.9346278953884359,0.14104192379968805,240.2793706293707
2,118.26457947530864,107.40975115740741,114.8378163580247,0.89048788796911,0.1698103862219866,563.418238150738
2,95.0746913580247,108.18414930555555,78.99516782407407,0.9346295725890776,0.14111667304196518,240.27345571095574
