label,Mean,Variance,Skewness,Kurtosis,Entropy,Contrast,Homogeneity,Energy
2,0.09887695,893.25085,571.8087755445684,372350.2307472817,6.697629,168.6807459086994,0.28064516263339995,0.060272428050245366
2,0.09887695,893.25085,571.8087755445684,372350.2307472817,6.697629,168.6807459086994,0.28064516263339995,0.060272428050245366
2,0.09887695,528.6808,479.3105360618733,269119.8269346388,7.4192853,183.81959086993973,0.29539027594657774,0.07508932894459075
2,0.09887695,528.6808,479.3105360618733,269119.8269346388,7.4192853,183.81959086993973,0.29539027594657774,0.07508932894459075
2,0.09887695,513.60547,445.40770832672854,229899.77960600864,7.0292177,150.73050301464255,0.25390162370363956,0.05217948876373248
2,0.09887695,513.60547,445.40770832672854,229899.77960600864,7.0292177,150.73050301464255,0.25390162370363956,0.05217948876373248
2,0.09887695,1352.5769,848.7784175491244,825193.9915208246,6.5103745,108.83522825150733,0.19870021812628536,0.048231725299905756
2,0.09887695,1352.5769,848.7784175491244,825193.9915208246,6.5103745,108.83522825150733,0.19870021812628536,0.048231725299905756
2,0.09887695,841.804,580.4735438070032,383700.353978767,6.863073,187.24458742463398,0.25610612346368034,0.06213255874664096
2,0.09887695,563.25977,487.39561891290657,285810.0973165978,7.2017574,229.87070801033593,0.19708219578298486,0.045632488268825516
2,0.09887695,841.804,580.4735438070032,383700.353978767,6.863073,187.24458742463398,0.25610612346368034,0.06213255874664096
2,0.09887695,545.62494,494.65268982750626,280366.8930554466,7.6547627,330.58932558139537,0.3445123134159393,0.057438606873454104
2,0.09887695,545.62494,494.65268982750626,280366.8930554466,7.6547627,330.58932558139537,0.3445123134159393,0.057438606873454104
2,0.09887695,314.8574,435.16853317487124,225950.62814868882,8.209251,269.8403970714901,0.2999497497326426,0.06643526166494097
2,0.09887695,314.8574,435.16853317487124,225950.62814868882,8.209251,269.8403970714901,0.2999497497326426,0.06643526166494097
2,0.09887695,516.5788,513.7684278100095,333074.49431177805,7.4066343,219.72365202411717,0.2420675680059091,0.0504326967382582
2,0.09887695,516.5788,513.7684278100095,333074.49431177805,7.4066343,219.72365202411717,0.2420675680059091,0.0504326967382582
2,0.09887695,393.0625,456.2125108805764,256196.02143940306,7.743112,268.42929112833764,0.30417701836898015,0.06822166062758843
2,0.09887695,393.0625,456.2125108805764,256196.02143940306,7.743112,268.42929112833764,0.30417701836898015,0.06822166062758843
2,0.09887695,1021.6817,719.374495251103,607222.6105473194,6.593843,107.01584582256676,0.24203853781801193,0.05173746993476404
2,0.09887695,563.25977,487.39561891290657,285810.0973165978,7.2017574,229.87070801033593,0.19708219578298486,0.045632488268825516
2,0.09887695,1021.6817,719.374495251103,607222.6105473194,6.593843,107.01584582256676,0.24203853781801193,0.05173746993476404
2,0.09887695,909.102,693.5717491089756,591786.3788056542,6.6403494,118.40765202411714,0.21978432516418853,0.05149731313312768
2,0.09887695,909.102,693.5717491089756,591786.3788056542,6.6403494,118.40765202411714,0.21978432516418853,0.05149731313312768
2,0.09887695,372.18433,453.18705164993884,263036.36260044907,8.010687,289.3138587424634,0.2397021987036688,0.05457846308482649
2,0.09887695,372.18433,453.18705164993884,263036.36260044907,8.010687,289.3138587424634,0.2397021987036688,0.05457846308482649
2,0.09887695,1004.4579,568.4129510165734,368787.50215744146,6.25882,113.34615762273903,0.2450223224637562,0.05423786111029336
2,0.09887695,1004.4579,568.4129510165734,368787.50215744146,6.25882,113.34615762273903,0.2450223224637562,0.05423786111029336
2,0.09887695,1211.9121,685.8680040507329,556717.4438687124,6.421262,154.581834625323,0.3286707190931884,0.08646099058090773
2,0.09887695,1211.9121,685.8680040507329,556717.4438687124,6.421262,154.581834625323,0.3286707190931884,0.08646099058090773
2,0.09887695,1156.2743,731.0978563171585,615768.434596213,6.641347,157.6987639965547,0.2495869221858941,0.05596910133870091
3,0.09887695,219.97867,377.07763335878855,181606.7122238713,7.515329,178.21713867355726,0.27005657817464057,0.03784957712592997
3,0.09887695,242.04173,410.99449415699115,210775.4328429438,7.6201997,174.90192075796728,0.3448516366082517,0.048248347620426166
3,0.09887695,627.664,646.9484793761743,530176.5645386998,6.7038164,150.2978682170543,0.4486198415096674,0.08075839978733175
3,0.09887695,627.664,646.9484793761743,530176.5645386998,6.7038164,150.2978682170543,0.4486198415096674,0.08075839978733175
3,0.09887695,814.20593,877.0128228136531,976981.5073649328,6.7566876,167.49338415159346,0.3353347330668848,0.05962811535920098
3,0.09887695,814.20593,877.0128228136531,976981.5073649328,6.7566876,167.49338415159346,0.3353347330668848,0.05962811535920098
3,0.09887695,329.44635,388.7286241339696,187024.0235494411,7.026756,156.07437639965548,0.29519070353103116,0.03880860306828046
3,0.09887695,329.44635,388.7286241339696,187024.0235494411,7.026756,156.07437639965548,0.29519070353103116,0.03880860306828046
3,0.09887695,301.94977,552.3598535194078,446981.1802932356,7.3429847,96.46810766580535,0.4075116315526063,0.05772300387464484
3,0.09887695,301.94977,552.3598535194078,446981.1802932356,7.3429847,96.46810766580535,0.4075116315526063,0.05772300387464484
3,0.09887695,306.42093,575.6384496468945,428706.3196975461,7.5665097,248.76294315245482,0.25916000871506273,0.04101522689542862
3,0.09887695,219.97867,377.07763335878855,181606.7122238713,7.515329,178.21713867355726,0.27005657817464057,0.03784957712592997
3,0.09887695,306.42093,575.6384496468945,428706.3196975461,7.5665097,248.76294315245482,0.25916000871506273,0.04101522689542862
3,0.09887695,257.87894,356.3839955020555,152230.3859077523,7.3597136,156.57774849267875,0.33897593869394366,0.05080778795076159
3,0.09887695,257.87894,356.3839955020555,152230.3859077523,7.3597136,156.57774849267875,0.33897593869394366,0.05080778795076159
3,0.09887695,385.0865,499.01448719449303,319279.4983783172,7.133074,168.18190267011195,0.3039027983074277,0.048507354811224666
3,0.09887695,385.0865,499.01448719449303,319279.4983783172,7.133074,168.18190267011195,0.3039027983074277,0.048507354811224666
3,0.09887695,514.78784,485.61904943731923,282578.6805161973,6.7768416,152.0950301464255,0.36304363450734906,0.05648234957890375
3,0.09887695,514.78784,485.61904943731923,282578.6805161973,6.7768416,152.0950301464255,0.36304363450734906,0.05648234957890375
3,0.09887695,230.13918,388.2879746286995,207619.91916164925,7.406373,256.6873100775194,0.33988905297150174,0.0513866023745243
3,0.09887695,230.13918,388.2879746286995,207619.91916164925,7.406373,256.6873100775194,0.33988905297150174,0.0513866023745243
3,0.09887695,254.51862,402.00894575546016,214954.36820302738,7.4440393,242.50427045650304,0.36726625855698686,0.05467679710947564
3,0.09887695,844.57135,648.797529789511,481371.26626854803,6.642733,179.87236089577954,0.34760395158975615,0.05416231863577295
3,0.09887695,254.51862,402.00894575546016,214954.36820302738,7.4440393,242.50427045650304,0.36726625855698686,0.05467679710947564
3,0.09887695,278.26282,422.26876013444894,239030.3707856859,7.3210125,183.35369681309217,0.33901496708071716,0.059038438972371064
3,0.09887695,278.26282,422.26876013444894,239030.3707856859,7.3210125,183.35369681309217,0.33901496708071716,0.059038438972371064
3,0.09887695,334.02386,492.3531824457818,328331.6665758826,7.1496315,143.56810594315246,0.3355543628513237,0.0499372283079399
3,0.09887695,334.02386,492.3531824457818,328331.6665758826,7.1496315,143.56810594315246,0.3355543628513237,0.0499372283079399
3,0.09887695,425.6075,629.5523248651344,517971.95019407384,7.189994,198.4447881136951,0.33992413361821044,0.06260633711336612
3,0.09887695,425.6075,629.5523248651344,517971.95019407384,7.189994,198.4447881136951,0.33992413361821044,0.06260633711336612
3,0.09887695,218.05473,366.3343949850107,161088.74124775114,7.7977815,202.3663652024117,0.32097010331297837,0.056813719173040914
3,0.09887695,218.05473,366.3343949850107,161088.74124775114,7.7977815,202.3663652024117,0.32097010331297837,0.056813719173040914
3,0.09887695,194.60016,399.5048255234483,212826.32135495247,7.7937036,127.68421791559,0.34555105893592325,0.04441781888217089
3,0.09887695,844.57135,648.797529789511,481371.26626854803,6.642733,179.87236089577954,0.34760395158975615,0.05416231863577295
3,0.09887695,194.60016,399.5048255234483,212826.32135495247,7.7937036,127.68421791559,0.34555105893592325,0.04441781888217089
3,0.09887695,562.7938,643.8985348038208,469493.32199564116,7.071216,210.59518432385875,0.27907277644812895,0.0468394910181511
3,0.09887695,562.7938,643.8985348038208,469493.32199564116,7.071216,210.59518432385875,0.27907277644812895,0.0468394910181511
3,0.09887695,282.37262,375.86609472359316,173192.3289617622,7.235951,104.05808354866495,0.31724153267063715,0.03938550556687131
3,0.09887695,282.37262,375.86609472359316,173192.3289617622,7.235951,104.05808354866495,0.31724153267063715,0.03938550556687131
3,0.09887695,370.646,556.1359703496094,409626.26558935724,7.247435,186.33214470284236,0.4302096260279584,0.07458586278704496
3,0.09887695,370.646,556.1359703496094,409626.26558935724,7.247435,186.33214470284236,0.4302096260279584,0.07458586278704496
3,0.09887695,197.25288,285.56845902318054,97028.20205767093,7.4786673,135.80987769164514,0.29862387150203545,0.0431435609605888
3,0.09887695,197.25288,285.56845902318054,97028.20205767093,7.4786673,135.80987769164514,0.29862387150203545,0.0431435609605888
3,0.09887695,242.04173,410.99449415699115,210775.4328429438,7.6201997,174.90192075796728,0.3448516366082517,0.048248347620426166
4,0.09887695,488.95682,513.9366960732178,302720.74671405606,7.338005,282.11024289405685,0.27503108417854394,0.050215136729654365
4,0.09887695,328.71744,415.74405070394545,218110.4236207931,7.2413692,207.5907605512489,0.2457562103952653,0.04062409938356751
4,0.09887695,221.63107,494.5038980782647,328300.3931825145,7.942118,256.21135486649445,0.20706381011177977,0.03772026685057928
4,0.09887695,221.63107,494.5038980782647,328300.3931825145,7.942118,256.21135486649445,0.20706381011177977,0.03772026685057928
4,0.09887695,253.03946,548.5035812204469,397863.1562869427,7.752401,247.95859517657195,0.25569873570038065,0.03805505777111837
4,0.09887695,253.03946,548.5035812204469,397863.1562869427,7.752401,247.95859517657195,0.25569873570038065,0.03805505777111837
4,0.09887695,660.34515,656.9857250388112,516702.2022174924,6.8055024,183.9767510766581,0.3838776096314587,0.06676023690331474
4,0.09887695,660.34515,656.9857250388112,516702.2022174924,6.8055024,183.9767510766581,0.3838776096314587,0.06676023690331474
4,0.09887695,319.97247,410.7782048567326,204418.20769384076,7.3424087,176.05805081826014,0.291002761576142,0.031802764158517516
4,0.09887695,319.97247,410.7782048567326,204418.20769384076,7.3424087,176.05805081826014,0.291002761576142,0.031802764158517516
4,0.09887695,413.02405,469.08145776441944,269497.32229568966,7.0726967,233.57939448751077,0.23970706102384756,0.043045278583967964
4,0.09887695,488.95682,513.9366960732178,302720.74671405606,7.338005,282.11024289405685,0.27503108417854394,0.050215136729654365
4,0.09887695,413.02405,469.08145776441944,269497.32229568966,7.0726967,233.57939448751077,0.23970706102384756,0.043045278583967964
4,0.09887695,566.3561,571.3711770648176,370817.0852886062,7.226498,208.93801894918178,0.29645615432426314,0.05380826560780286
4,0.09887695,566.3561,571.3711770648176,370817.0852886062,7.226498,208.93801894918178,0.29645615432426314,0.05380826560780286
4,0.09887695,529.7963,623.7643812210847,460014.78318602504,7.36067,245.20431696813085,0.2791777672582585,0.046815771721724776
4,0.09887695,529.7963,623.7643812210847,460014.78318602504,7.36067,245.20431696813085,0.2791777672582585,0.046815771721724776
4,0.09887695,301.43384,420.58095111332807,213177.87504026055,7.6386766,190.05020930232556,0.29200764338168433,0.04938826023960889
4,0.09887695,301.43384,420.58095111332807,213177.87504026055,7.6386766,190.05020930232556,0.29200764338168433,0.04938826023960889
4,0.09887695,355.0195,415.0095057292917,215937.30898640296,7.3655434,211.1796640826873,0.28878917439664703,0.05531794001654419
4,0.09887695,355.0195,415.0095057292917,215937.30898640296,7.3655434,211.1796640826873,0.28878917439664703,0.05531794001654419
4,0.09887695,1007.31934,739.7362481044854,622512.1205072154,6.644475,144.76837295434973,0.30358174462644116,0.05383331726627601
4,0.09887695,391.52588,626.3235542048676,487734.236428554,7.418586,200.25501722652885,0.3159617313963291,0.04876428682456887
4,0.09887695,1007.31934,739.7362481044854,622512.1205072154,6.644475,144.76837295434973,0.30358174462644116,0.05383331726627601
4,0.09887695,565.99554,575.6259276867211,407434.58911135484,6.9373393,190.35950473729542,0.26612300432405434,0.05394515255913685
4,0.09887695,565.99554,575.6259276867211,407434.58911135484,6.9373393,190.35950473729542,0.26612300432405434,0.05394515255913685
4,0.09887695,429.2503,446.13830751196735,239177.40983043308,6.997587,112.73611455641688,0.34076310681480915,0.058229129508233265
4,0.09887695,429.2503,446.13830751196735,239177.40983043308,6.997587,112.73611455641688,0.34076310681480915,0.058229129508233265
4,0.09887695,486.5254,453.23978436510043,232059.7634463169,6.953921,160.56263049095614,0.2954891811006608,0.05615943913890127
4,0.09887695,486.5254,453.23978436510043,232059.7634463169,6.953921,160.56263049095614,0.2954891811006608,0.05615943913890127
4,0.09887695,503.69388,738.7221413383326,755065.1224541921,7.285632,295.9771662360034,0.36212539708763664,0.07445765569144566
4,0.09887695,503.69388,738.7221413383326,755065.1224541921,7.285632,295.9771662360034,0.36212539708763664,0.07445765569144566
4,0.09887695,427.72708,627.2160615005993,491431.0115470792,7.4166503,251.62240999138663,0.3928622190096285,0.0733571591454203
4,0.09887695,391.52588,626.3235542048676,487734.236428554,7.418586,200.25501722652885,0.3159617313963291,0.04876428682456887
4,0.09887695,427.72708,627.2160615005993,491431.0115470792,7.4166503,251.62240999138663,0.3928622190096285,0.0733571591454203
4,0.09887695,382.11032,587.1826251836676,429195.337511375,7.377158,244.99832988802757,0.3434598941545691,0.05450953536535098
4,0.09887695,382.11032,587.1826251836676,429195.337511375,7.377158,244.99832988802757,0.3434598941545691,0.05450953536535098
4,0.09887695,90.95695,384.81366746573696,248252.81472914523,8.637558,351.6419646856159,0.3290656442605312,0.0427824231169939
4,0.09887695,90.95695,384.81366746573696,248252.81472914523,8.637558,351.6419646856159,0.3290656442605312,0.0427824231169939
4,0.09887695,540.4473,578.202430992526,398559.6997123384,6.891066,190.04596813092158,0.2528698860826225,0.0449959973907564
4,0.09887695,540.4473,578.202430992526,398559.6997123384,6.891066,190.04596813092158,0.2528698860826225,0.0449959973907564
4,0.09887695,291.25693,458.52632789636283,252580.63931049104,7.7343874,232.4355848406546,0.22643113993527333,0.03570192523079497
4,0.09887695,291.25693,458.52632789636283,252580.63931049104,7.7343874,232.4355848406546,0.22643113993527333,0.03570192523079497
4,0.09887695,328.71744,415.74405070394545,218110.4236207931,7.2413692,207.5907605512489,0.2457562103952653,0.04062409938356751
5,0.09887695,553.1659,559.2880392555259,355808.68951226986,7.523993,397.48713436692503,0.21194428637839777,0.04373129976096272
5,0.09887695,245.21788,472.20406865497284,283947.47304403665,7.9443707,337.94045478036173,0.19556615865216054,0.03200497628756667
5,0.09887695,381.64124,489.6957177829352,293931.94064565573,7.4907346,161.10684668389317,0.24002433430940623,0.04583120053462968
5,0.09887695,381.64124,489.6957177829352,293931.94064565573,7.4907346,161.10684668389317,0.24002433430940623,0.04583120053462968
5,0.09887695,635.88556,602.3787704094901,426842.4992117844,7.157287,188.7883565891473,0.3936271385244144,0.07937078646270006
5,0.09887695,635.88556,602.3787704094901,426842.4992117844,7.157287,188.7883565891473,0.3936271385244144,0.07937078646270006
5,0.09887695,431.6617,505.5787671032934,296376.6681093589,7.5818195,298.71395865633076,0.24239809090931888,0.04924797738092276
5,0.09887695,431.6617,505.5787671032934,296376.6681093589,7.5818195,298.71395865633076,0.24239809090931888,0.04924797738092276
5,0.09887695,477.6765,482.75480108237304,269805.59151490376,7.296472,214.5839698535745,0.3212852834363306,0.06581514313897481
5,0.09887695,477.6765,482.75480108237304,269805.59151490376,7.296472,214.5839698535745,0.3212852834363306,0.06581514313897481
5,0.09887695,623.94434,629.1379466970915,463862.9711535906,7.418895,307.4734556416881,0.3042372632667072,0.05580697647425672
5,0.09887695,553.1659,559.2880392555259,355808.68951226986,7.523993,397.48713436692503,0.21194428637839777,0.04373129976096272
5,0.09887695,623.94434,629.1379466970915,463862.9711535906,7.418895,307.4734556416881,0.3042372632667072,0.05580697647425672
5,0.09887695,319.90994,561.3693552887399,379684.08005916694,8.212508,432.0773695090439,0.2540199696625628,0.039403362498231044
5,0.09887695,319.90994,561.3693552887399,379684.08005916694,8.212508,432.0773695090439,0.2540199696625628,0.039403362498231044
5,0.09887695,312.7363,475.47863656386585,274969.5220588767,7.8090158,296.9269862187769,0.2811009333497787,0.050730532743361305
5,0.09887695,312.7363,475.47863656386585,274969.5220588767,7.8090158,296.9269862187769,0.2811009333497787,0.050730532743361305
5,0.09887695,384.27704,752.7831762054802,753369.4486930383,8.032591,261.74999310938847,0.34001835988132567,0.055621629124578645
5,0.09887695,384.27704,752.7831762054802,753369.4486930383,8.032591,261.74999310938847,0.34001835988132567,0.055621629124578645
5,0.09887695,309.93515,440.9273931072987,236091.90186658897,7.64544,218.3923669250646,0.262051460335746,0.04593588791037223
5,0.09887695,309.93515,440.9273931072987,236091.90186658897,7.64544,218.3923669250646,0.262051460335746,0.04593588791037223
5,0.09887695,268.19583,485.98618421605477,296653.2674207466,7.954543,217.12927217915592,0.27188476321276106,0.04857289688096087
5,0.09887695,513.0843,879.1629788126388,1041356.7690186307,7.7823095,413.80848320413446,0.3360737065761714,0.06876700780295607
5,0.09887695,268.19583,485.98618421605477,296653.2674207466,7.954543,217.12927217915592,0.27188476321276106,0.04857289688096087
5,0.09887695,948.5794,833.9643769537437,835344.7376653606,7.0516334,267.2721498708011,0.28087560007151485,0.06039949104408895
5,0.09887695,948.5794,833.9643769537437,835344.7376653606,7.0516334,267.2721498708011,0.28087560007151485,0.06039949104408895
5,0.09887695,1395.9921,1039.0092394606877,1269680.2996141738,6.8014145,200.5521559000861,0.3592085511696981,0.07614456300238753
5,0.09887695,1395.9921,1039.0092394606877,1269680.2996141738,6.8014145,200.5521559000861,0.3592085511696981,0.07614456300238753
5,0.09887695,125.235016,465.6070605455903,290692.94343665225,8.876891,355.5774099913868,0.3086117566960135,0.04794889149833909
5,0.09887695,125.235016,465.6070605455903,290692.94343665225,8.876891,355.5774099913868,0.3086117566960135,0.04794889149833909
5,0.09887695,625.6933,839.2491886456194,918194.3814798956,7.412885,345.9021059431525,0.4085153394854008,0.09321729667222697
5,0.09887695,625.6933,839.2491886456194,918194.3814798956,7.412885,345.9021059431525,0.4085153394854008,0.09321729667222697
5,0.09887695,164.35857,395.3688894693387,218172.3510806024,8.200882,317.763976744186,0.2558189574630841,0.03880221389195767
5,0.09887695,513.0843,879.1629788126388,1041356.7690186307,7.7823095,413.80848320413446,0.3360737065761714,0.06876700780295607
5,0.09887695,164.35857,395.3688894693387,218172.3510806024,8.200882,317.763976744186,0.2558189574630841,0.03880221389195767
5,0.09887695,757.4599,1126.9071632282394,1585488.5584964254,7.4604235,107.10285271317828,0.4261411786289833,0.08644949509783949
5,0.09887695,757.4599,1126.9071632282394,1585488.5584964254,7.4604235,107.10285271317828,0.4261411786289833,0.08644949509783949
5,0.09887695,111.49132,350.72623704151255,154571.70392884334,8.716026,360.87521274763134,0.24863337876628616,0.03251513073903565
5,0.09887695,111.49132,350.72623704151255,154571.70392884334,8.716026,360.87521274763134,0.24863337876628616,0.03251513073903565
5,0.09887695,394.089,492.61315328865544,285882.8731220211,7.5827637,316.9903746770026,0.2432914999604868,0.04888956109750624
5,0.09887695,394.089,492.61315328865544,285882.8731220211,7.5827637,316.9903746770026,0.2432914999604868,0.04888956109750624
5,0.09887695,581.63635,612.9342846508162,469464.5012450097,7.102594,188.52190956072354,0.3286204394609126,0.04942988075497344
5,0.09887695,581.63635,612.9342846508162,469464.5012450097,7.102594,188.52190956072354,0.3286204394609126,0.04942988075497344
5,0.09887695,245.21788,472.20406865497284,283947.47304403665,7.9443707,337.94045478036173,0.19556615865216054,0.03200497628756667
