label,H,S,V,Contrast,Homogeneity,Energy
1,57.67736673589477,114.01713936483212,119.650215256144,422.09201260595523,0.4271282818821482,0.18635908174642432
1,24.71044419633393,111.64737623132693,62.23935865002756,451.28811764371414,0.45229743668772765,0.3818652105627758
1,58.06787599515403,114.0759994807892,120.40560531325718,421.72875570528146,0.4247150893759695,0.18360313464585037
1,24.37207767429371,111.13779555379679,61.71462328815524,463.0667993404219,0.4537016985560189,0.3852148732234618
1,28.4557881278014,104.53313555913114,62.186416551737345,354.93823825414484,0.43173003247565567,0.3548966786242838
1,28.55028636555185,104.70891396582768,62.342800635942226,355.74912480919147,0.4310953761642241,0.3543938035659979
1,31.79829528401929,144.2893815402469,77.4394516285075,405.7590161528557,0.46440995555472564,0.3252909636258576
1,35.19297281328746,143.71019475238424,85.6878453656418,498.25976296205135,0.44443304026429714,0.2882698320607285
1,37.53763394973921,101.4845045045045,79.57166192508298,661.0811394728063,0.42924030011620673,0.3181051953658078
1,31.548081739369753,143.864097977157,79.98218522086142,417.02853109104103,0.3746441441166606,0.29624822596947964
1,31.261514030675148,144.29848005128963,82.08997386201115,557.8011518220636,0.31061202829201406,0.2537843006413235
1,27.89215611861443,151.69077352383079,52.38973248502437,379.9901436510432,0.42084285357187795,0.3392169586325854
1,22.072971520040475,131.16928958967355,99.93407430720048,921.6818136368181,0.36832401731146036,0.3129195925839294
1,33.666570005424866,145.68368496325886,86.36785520540514,601.0772078244464,0.29663390472571205,0.23214636540971784
1,28.76446322822291,138.38800105492257,66.63140579088558,564.055043167434,0.43288272783953613,0.3671306039550326
1,28.6694709137068,138.52212806653472,66.39717035667572,559.998468641311,0.4335698305411247,0.36772287295251
1,33.651734400656814,157.96732977117432,56.07715252396843,554.1896293853512,0.37132730120475055,0.29659413923993894
1,34.35396472270777,158.48303174161768,57.25837901901584,589.9502771448747,0.3651396510342276,0.28902147687236357
1,42.91258194266153,143.8877244330338,56.01033290543432,638.4027224715907,0.3449670145319212,0.2665047847317296
1,43.346507488232774,143.42113992297817,57.236937954642706,669.4465766642829,0.34123982149299503,0.26285759438966094
1,33.18712180525487,148.11683503497855,66.51970337169827,563.8942395402094,0.36211710801829483,0.29516579245890456
1,35.95323167670683,136.37669584588355,59.65972954317269,576.6438914241501,0.4004320481958785,0.298669870739545
1,27.9807570083659,129.33278751548463,67.97973699777747,448.5747960156002,0.4415956441199012,0.35282947985559104
1,22.648893734348672,131.3702138745123,107.00246656657848,944.8917259789173,0.34880608259916407,0.2786011428369223
