hist_r1,hist_r2,hist_r3,hist_r4,hist_r5,hist_r6,hist_r7,hist_r8,hist_r9,hist_r10,hist_r11,hist_r12,hist_r13,hist_r14,hist_r15,hist_r16,hist_g1,hist_g2,hist_g3,hist_g4,hist_g5,hist_g6,hist_g7,hist_g8,hist_g9,hist_g10,hist_g11,hist_g12,hist_g13,hist_g14,hist_g15,hist_g16,hist_b1,hist_b2,hist_b3,hist_b4,hist_b5,hist_b6,hist_b7,hist_b8,hist_b9,hist_b10,hist_b11,hist_b12,hist_b13,hist_b14,hist_b15,hist_b16,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135,Label
0.009897311739462894,0.1264324735673811,0.17779154939256991,0.15305949148579415,0.09368928193478554,0.051643027093667915,0.023250827578420768,0.01115411323018834,0.004933531317630325,0.0025067725385665165,0.001786648703042153,0.0017729878172733982,0.0017768909274930424,0.002107679518607892,0.0030668688550854655,0.47327748434829237,3.122488175715396e-05,0.00010831130859512779,0.004169497492134964,0.06755015279382803,0.15950255068087188,0.18735124209803358,0.12850892820423185,0.07391417400695798,0.024180743588251008,0.006852885768140383,0.0025077483161214274,0.0019252091158395237,0.0019271606709493458,0.002148662175914157,0.0028756164543228976,0.4745928324923125,0.33529082875320937,0.19047080294108423,0.08594648703656627,0.02872396388391691,0.006845079547701094,0.0025575129714218913,0.0019417973342730117,0.001640282069805494,0.0014763514405804355,0.0013982892361875507,0.0014763514405804355,0.00149879432434339,0.0016978529455452466,0.002084260857290027,0.003154688835027461,0.471943596430729,9.091730465523789e-06,9.106924833696845e-06,9.1804354530158e-06,1.0126120248814652e-05,9.497750000099996e-07,9.50457067888747e-07,9.507846376560244e-07,9.436089065391113e-07,4.3961320121733846e-07,4.365830081996468e-07,4.3710254172432945e-07,4.301295578539554e-07,0.00044177080542961674,0.00042977940343678683,0.0004245991871617203,0.0005460172426572787,1
0.00985265790252185,0.1263808050158579,0.17791087914840953,0.15314018281726988,0.09365440700310385,0.05154666274147932,0.02328357633079864,0.01119828682671494,0.004893639633668127,0.0025195169559583458,0.001791569764190365,0.0017583925463349878,0.0017827875594639416,0.002123341942744136,0.003064013648996594,0.47327301270695477,3.0249816279902678e-05,0.00010538645671708029,0.004136418426145401,0.06776251586855747,0.1593189517425713,0.18741224886187446,0.12850902596122785,0.07389151896707581,0.024178385412368664,0.006815966668229684,0.0025390329664615086,0.0019369640424389295,0.0019252544361370316,0.0021389547511466668,0.0028493375334618007,0.4746235206337736,0.3351211259561141,0.19062458419069508,0.08595631666013119,0.0287500108727346,0.006816942468754842,0.002580016588518151,0.0019076900266841849,0.0016725221001210706,0.0014695555908881752,0.0014090559583283698,0.0014783377956145986,0.0014832167982403892,0.0017027719164009732,0.0020706487143855963,0.0031879403156916787,0.4719429965911642,9.179759812392804e-06,1.0124318147211397e-05,9.09092414287737e-06,9.106878782463315e-06,9.508082764910809e-07,9.436328295643037e-07,9.49799682662592e-07,9.504797586302363e-07,4.37197047743771e-07,4.302768529359587e-07,4.396780195333033e-07,4.3662783813279714e-07,0.0004245830711405576,0.0005459945905364744,0.0004417362979193941,0.00042977904687480106,1
0.0158066087491567,0.27088898191569694,0.21235560644414334,0.050064342162565376,0.018373737215677033,0.009174415455194273,0.005836970546537213,0.0038329024817172893,0.0025110892796212365,0.0015397433733703014,0.0011812704793967418,0.0011127781398534067,0.0013565041273193006,0.0015957825602693936,0.002238898943254216,0.4396558855722812,0.0002730798472701805,0.002634731295160504,0.010081716576417675,0.15101226602950668,0.2975938782503724,0.09036808118475391,0.023710802634638217,0.00856865853014218,0.003324991756012817,0.0016509322362653258,0.001335155865643456,0.00126310548248748,0.0012853432550664848,0.0015859979403346316,0.0020245268155926087,0.44081224974638944,0.3776872189927229,0.18681241134899512,0.01618909843751559,0.003581170896122954,0.0016945182705201756,0.0012559893952621983,0.0012195194482326303,0.0010540704202448336,0.0009722354171540955,0.001014931940505785,0.000960671775413013,0.001105662052628125,0.0012977964077107277,0.0015335167970481798,0.002377662644147207,0.43876904320183047,5.708112518746555e-06,6.494045917512718e-06,5.803823432231015e-06,6.0689602968348355e-06,8.723112528365191e-07,8.690871274681396e-07,8.735326327465135e-07,8.70326496025396e-07,4.5054183024137594e-07,4.365389826605601e-07,4.4523447579786295e-07,4.4538413606300464e-07,0.0003407897949354925,0.0004043057919151662,0.0003165859619203112,0.0003797715262429429,1
0.009905602961600686,0.12641622032011088,0.17787246598735212,0.15280936811859513,0.09386659049180308,0.05162018432328979,0.023300757316234967,0.011147828611301962,0.004925966284125728,0.0025469041207543874,0.0017701471551909804,0.0017594130765211345,0.0018062526925350082,0.0020990002926217196,0.0030601882462397544,0.4732957791388559,2.8298934675048753e-05,0.00010831661203208315,0.0041706774759020125,0.06753296803866979,0.15963136302594913,0.1873682223088314,0.1283493303060168,0.0740202548565913,0.024114595644476027,0.006875665300703224,0.0025147018847448493,0.0019067627018981123,0.0019418924139085177,0.002150719035303705,0.002882588035520483,0.4746063125619107,0.3351120811205928,0.19065480203247154,0.0858804359614376,0.028855155115213502,0.006785889370009966,0.002621066846109688,0.0018911494965601545,0.0016637821938261421,0.0014676413017680457,0.0013944544017463678,0.0014803270311051363,0.0014725204284361574,0.0017008635565037922,0.0020882662139518732,0.0031636257316037257,0.4719706083357967,9.091875579914672e-06,9.106872630860965e-06,9.18045883520035e-06,1.012614323597537e-05,9.498225147941969e-07,9.505035509265348e-07,9.508317321551432e-07,9.436564117311633e-07,4.397177076477884e-07,4.367450248913035e-07,4.3722035867699735e-07,4.3022029979153505e-07,0.0004417807275664609,0.00042980669885997274,0.00042461630203323436,0.0005460286224720444,1
0.01644296015559924,0.15930522186553714,0.21379329868529476,0.18242559586937426,0.11490975697060864,0.06434963271160146,0.03006471559794392,0.014441529586772051,0.006418926505400435,0.00314827033072237,0.0020436325839843267,0.002005650770342904,0.001969779057459338,0.002373863352588918,0.003490106653495174,0.4134278212853703,5.3807569325348816e-05,0.00017408331252318735,0.007174342576713175,0.08892597623835981,0.19516743929569264,0.22299122788879264,0.1543602007394997,0.09124603202162337,0.03235522997059749,0.009773986710392773,0.0034046475728019727,0.002202945191202516,0.0021322568158143127,0.0023179456825057126,0.0031218940712491594,0.41520874632500143,0.4134594727967381,0.2258831209774354,0.10655903322139029,0.03919723167794822,0.010826926988563324,0.004054558606221872,0.0023411567908421375,0.0019022558332079198,0.0017482184778843722,0.0016511538430229588,0.0016796402032540256,0.0016511538430229588,0.0019718891582171947,0.0024107901158514126,0.0037443737948169202,0.4115297856536781,1.1287304264555395e-05,1.2560545825374404e-05,1.2401268438545207e-05,1.2309247627108128e-05,1.023280522953496e-06,1.0149036040407397e-06,1.015685323991421e-06,1.0146859041201899e-06,3.9696665447946324e-07,3.853111421994581e-07,3.8959299753865705e-07,3.8896787611960756e-07,0.0005020007936611252,0.0006328591494605658,0.000622042421089066,0.0006362908917844676,1
0.01625343387434061,0.15947995967637096,0.21402711700932847,0.18244373982168932,0.11499621091431199,0.06433404644443548,0.030135343987925164,0.014427561107937414,0.0064211617981485905,0.0030628224093075624,0.0020643971855980677,0.0019767975095220758,0.0019746866739539797,0.0023979092053572643,0.0034596594961096446,0.41358445619935763,5.488172477050077e-05,0.0001530355786869733,0.0069900319837505115,0.0890762055558749,0.19542643398326492,0.2231174303833347,0.15460498493185282,0.09117754236391465,0.03213958235983249,0.009763669920228897,0.003378392326737942,0.002198435244172175,0.002163606457298588,0.0023198082893377057,0.0030987066139651974,0.4153765555966713,0.4125712551266715,0.22577602778135183,0.10736765117121237,0.03952750684816913,0.01084547314887819,0.004187897767102828,0.0023324733027462827,0.0019240266203196712,0.0017699356238486499,0.0016306204763543019,0.0016665046810119368,0.0017171647346462453,0.002001072118555182,0.002393687534221072,0.00391559997881842,0.41141240639978666,1.2397697264965606e-05,1.2307257832212922e-05,1.128246520068055e-05,1.255592882424845e-05,1.016075316640894e-06,1.015075949916589e-06,1.0236785981082537e-06,1.0153004498082184e-06,3.89873887026407e-07,3.8848165977888494e-07,3.971191434012506e-07,3.8518273038246853e-07,0.0006216493599706789,0.0006358964456262433,0.0005014866235577353,0.0006323577199781784,1
0.016486401425420318,0.15945296289030436,0.21364156112385754,0.18245731756744135,0.11505553969684813,0.06425940053797022,0.030086838443613,0.014529010575180003,0.006351232090348496,0.0031096662186836715,0.002052358600386746,0.0019500044696733711,0.0020112059086566264,0.0023678625703176647,0.003489537219269393,0.4134811425597672,5.487025564015979e-05,0.00017305234471127318,0.007040275877522041,0.08887293098147728,0.195414084279086,0.22296950458268472,0.15444605206313977,0.09132520932970288,0.03226793110530935,0.009742635967799911,0.0034283357802861376,0.0021768718728009547,0.0021515471394285735,0.0023288202730352434,0.0031054454297882745,0.4152844746153255,0.41346531460140945,0.22524873058619904,0.1072734601709601,0.03917525213262639,0.010898076927914814,0.004043515761790237,0.0023478138230645295,0.0019341765113156328,0.0017241922637696366,0.0016534940497717383,0.0016619356275625321,0.0016756531914725722,0.0020069851197612293,0.0024406711787632617,0.0038356419086919393,0.411397128042665,1.1281311653680484e-05,1.255576659006812e-05,1.2400630513481515e-05,1.2308224840039719e-05,1.0234615710220405e-06,1.0150725425015428e-06,1.0158396348922267e-06,1.0148464560175289e-06,3.969698245268366e-07,3.8484967151641093e-07,3.8926147770895243e-07,3.8817168970709633e-07,0.0005014347859019202,0.0006324778013706017,0.0006218919865254168,0.0006360415600727105,1
0.0050311870041046085,0.15272172405863038,0.2840923423590036,0.13253740739322517,0.04351442531777827,0.02241388609890993,0.012936797705348477,0.007449863259789553,0.0037982105234896095,0.0015922794427574065,0.00101361256688595,0.0010202313056622576,0.0011762444339609346,0.0014703055424511683,0.0022532077862772565,0.4298492621567367,0.00012575603674984268,0.0011601703540756163,0.009239759331725283,0.06325055881461636,0.2230694619096702,0.2362946475188435,0.09821073703107262,0.024161233135855113,0.007545362204990561,0.0020130421221083838,0.0010996561709779476,0.0010779088864272229,0.0011062749097542552,0.0013785887336937642,0.0018560834596988058,0.4312817463347518,0.3872538959947543,0.2207784327589569,0.04304733146699314,0.008194944139179598,0.002234297104059235,0.0012925451296017666,0.0010627803406528058,0.0009455341109010728,0.000936078769792062,0.0008509806998109656,0.0009625537248972921,0.0009757912024499071,0.0012027193890661646,0.0014201922345734113,0.0023846370276925056,0.4293282728616302,7.6117507529001375e-06,8.02828185145399e-06,7.243385811384922e-06,7.733309600939223e-06,9.200361074582057e-07,9.18471888053249e-07,9.22345711234736e-07,9.173776439953037e-07,4.3472919092735613e-07,4.272241156980414e-07,4.403073041178637e-07,4.357365146327979e-07,0.00045018123199578285,0.00047712692537515267,0.0004094195455916312,0.000496419254239416,1
0.0036688700369560514,0.1352436874017231,0.25879039084484534,0.12162116471396862,0.039216713888910563,0.020290032447952605,0.011576122754488483,0.006644619380631411,0.003367632641857838,0.0014842122111070025,0.0009687208632641632,0.001053873075252412,0.0011967090437488292,0.0014182879179548099,0.002201138899137097,0.45923137294372157,7.141798424820864e-05,0.0008826530360932452,0.0075996060161555344,0.05567398118220931,0.20201217775233682,0.21540121856851058,0.09044813020480823,0.020881519855957,0.006167583870460684,0.001675575784284895,0.0011674093579034104,0.001051126229704404,0.0011765655097301037,0.0013770852347346895,0.0019191294228749396,0.4604683690555078,0.350970864975264,0.20171460281796927,0.03615306548769895,0.0065741170115658715,0.0019374417265283265,0.001225093114411579,0.0010264046197723318,0.0009559022507067925,0.0009119527219386641,0.0009256869496787042,0.0008808218057279064,0.0010337295412336865,0.0011454345935193462,0.0013825789258307057,0.002241425967174548,0.45889442655649926,6.422610695684237e-06,7.3686343329368266e-06,6.597567328069723e-06,6.697091250687611e-06,8.943064629550767e-07,8.894738503572831e-07,8.958214432639915e-07,8.93843930607239e-07,4.6153786364493996e-07,4.460102729565812e-07,4.5425421002207077e-07,4.547412045046718e-07,0.00038615401717084113,0.0004733914364623297,0.00035874239213491585,0.0003942539792627771,1
0.0037076525698195527,0.1348966525007501,0.2586172369316935,0.12203112555435232,0.03935752410556043,0.020290904740585692,0.01154600920050747,0.006669013007161226,0.003344121310195359,0.001499909831900328,0.0009569021821342141,0.001053965944149742,0.001202308674777247,0.0013927734153360188,0.0022297194387529296,0.45927184111035957,6.959288597339738e-05,0.0009065389093903081,0.0075050433347100655,0.05549941086791634,0.2020162439344877,0.21560059213732125,0.09042130418854077,0.021042691048272,0.006122342573922828,0.0016912902683271706,0.00116018666484598,0.0010622072069623812,0.0011730064069989743,0.0013753751938426694,0.0018964061427750789,0.4605254287537488,0.35088275259852925,0.20148697172274263,0.03648223907981744,0.006624143909625746,0.0019147200601364993,0.0012252010714790223,0.0010246636763714693,0.0009697219242872083,0.0009102016928625922,0.0009294313060920835,0.0008928034713692427,0.0010173381094269014,0.001147366922692986,0.0013817850649191666,0.0022361293098294268,0.458942190597854,6.5968662682881855e-06,6.694950398549638e-06,6.4216962514791825e-06,7.367484349414867e-06,8.958976093767896e-07,8.939185533526839e-07,8.943775271874478e-07,8.895443632540358e-07,4.546103078226962e-07,4.553418005174963e-07,4.6205432800689275e-07,4.4687076625065733e-07,0.0003587897020272288,0.00039432604848966494,0.0003862913347240397,0.00047353035440396435,1
