hist_r1,hist_r2,hist_r3,hist_r4,hist_r5,hist_r6,hist_r7,hist_r8,hist_r9,hist_r10,hist_r11,hist_r12,hist_r13,hist_r14,hist_r15,hist_r16,hist_g1,hist_g2,hist_g3,hist_g4,hist_g5,hist_g6,hist_g7,hist_g8,hist_g9,hist_g10,hist_g11,hist_g12,hist_g13,hist_g14,hist_g15,hist_g16,hist_b1,hist_b2,hist_b3,hist_b4,hist_b5,hist_b6,hist_b7,hist_b8,hist_b9,hist_b10,hist_b11,hist_b12,hist_b13,hist_b14,hist_b15,hist_b16,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135,Label
0.0016455438617216866,0.039038492441105896,0.2076687091136238,0.14659567746920277,0.0638862942334656,0.03567850483873236,0.029647528423286915,0.03052801518779705,0.02485764463220688,0.008947141421074032,0.001531903801668041,0.0009368593927257236,0.000974441144869449,0.0012026160685992097,0.0018951940723907189,0.4486643791461297,6.800507530769341e-05,0.0004751407235313842,0.0015587479103421305,0.013702127870877752,0.0952062106271483,0.2558440413437673,0.11634505140437132,0.05198272164375185,0.038700256671812365,0.013822926359911154,0.0014996908712591336,0.0009261217492560879,0.001004864468033417,0.0010934500266579124,0.0014916376386569067,0.4499779508639152,0.46859702464026365,0.09375841836599241,0.016683613540946628,0.004242263974128611,0.0019444082716265497,0.0011757719599251202,0.0009314905709909058,0.0008321673688967745,0.0007704259189463687,0.0007641622935890812,0.0007874271877732921,0.0008894348007348322,0.000953860661552647,0.0012187225338036634,0.001962304344075943,0.4481874488153534,8.888646235431504e-06,9.294607853757715e-06,8.693109678458425e-06,9.273505569630286e-06,8.634913425954467e-07,8.610286355827178e-07,8.650179893409573e-07,8.605302961851581e-07,4.1926734913235286e-07,4.150844190410506e-07,4.197719278123683e-07,4.156176713645606e-07,0.0005096116172782067,0.000549268466904986,0.00048472182368519554,0.0005573727518248309,1
0.01583457257973096,0.2711046769434169,0.21219714927937985,0.05006735114039419,0.018268334198636858,0.009250251123904402,0.005762393189792548,0.003873025617220864,0.002521825361695257,0.0015202114790607388,0.0011643983768815137,0.001127927533908143,0.001368990910634568,0.0015709148461212784,0.002273645722925248,0.43964533765091673,0.0002633016956126265,0.0026543657422570185,0.009995679572969879,0.15134332394642244,0.2973530094911783,0.09027778981766842,0.023811902330589184,0.00856708996772029,0.003334858300174786,0.001637629802779883,0.0013342991331720937,0.0012640260454916967,0.001294270159176931,0.0015709148461212784,0.002038809075486959,0.44080973602779827,0.3777214044131553,0.18684991341288731,0.01614590904413778,0.0035821484061893476,0.0016847750388186303,0.001268473709268937,0.0012044273508766766,0.0010407533238742332,0.000985602293036453,0.0010202940704989276,0.000953579113840323,0.0011136950098209742,0.001296938757443275,0.0015264382083488752,0.002408854701753353,0.43874779910066963,5.802783799847561e-06,6.068721393386152e-06,5.7081179005089225e-06,6.494051023719313e-06,8.735547366876081e-07,8.703489765543845e-07,8.723321842303139e-07,8.691078482267051e-07,4.4522689529389813e-07,4.4522333300755345e-07,4.507729293784917e-07,4.3669658259544286e-07,0.0003165868108230255,0.0003797659468636322,0.0003408142735889842,0.0004043354922368552,1
0.10331495849318717,0.19902628702076242,0.17425687235128703,0.08061976594823232,0.039154760612937385,0.019731489179174035,0.01195385039633327,0.0074971884018814935,0.004204904556758966,0.0019668549819750834,0.0011560479399938253,0.0010838527924201518,0.0013189498114421147,0.001560525882169407,0.002368556187705524,0.4303802653146748,0.0001841901841943725,0.0012504569791286294,0.012839629322333342,0.1200179537895271,0.21200290200772273,0.18515278616202147,0.07569753780981187,0.024133542023538034,0.007046431518953557,0.002174184636545633,0.0012347221392728287,0.001218061720601981,0.0012310198240126403,0.0015133213626020053,0.0021010639101569123,0.43179732648051194,0.4903586981085418,0.11293635027560175,0.025248864495669786,0.006255061632088288,0.002107542961862242,0.0012976614986960314,0.0011171736297618472,0.0010005506990659128,0.0010347971152226555,0.0009561229159436522,0.0009811135439499238,0.001048680797448362,0.0012606383460941474,0.001510544626156864,0.0024389001776491032,0.43004242904718265,7.970283543554943e-06,8.795875147864437e-06,8.423463194802091e-06,8.396480169725676e-06,9.05621221428942e-07,9.007923796845668e-07,9.026937185321792e-07,9.019347066570821e-07,4.103746399854063e-07,4.019372385505034e-07,4.081924111302785e-07,4.075827151574125e-07,0.0003746952562148855,0.00046477687860622675,0.00042965507710362603,0.00044335680924701516,1
0.1032215518087071,0.19899602448707465,0.174423254933087,0.08056099521560454,0.03917722662552975,0.019844994237336593,0.011812033788390915,0.007533156480466514,0.0041539263158046095,0.001996439185202884,0.0011449213129791224,0.001093089790322024,0.0013087459470917373,0.0015642013087588658,0.002390728982558669,0.43035528149607977,0.00018326145510902687,0.0012458076695795464,0.012810716162444651,0.12009548912230643,0.2118576466092718,0.18520328608285888,0.07566939526484087,0.024197916577628275,0.007041682578128669,0.0021778495145027285,0.0012485843582933196,0.001197678398540812,0.0012448821066749552,0.0015151464748155404,0.0020945488530895342,0.4317926806869096,0.4903715569184769,0.11295939912790948,0.025278974050190615,0.00620960152690132,0.0020926977272803524,0.001279127934144824,0.0011190055516505733,0.001031077075714424,0.000990352307912418,0.0009598087320609134,0.0009866500562940538,0.0010468116450924718,0.0012337753518198628,0.001549392302285409,0.002411091366459672,0.43005725024080144,8.422963638435622e-06,8.397111285249585e-06,7.970934978954246e-06,8.795994157021898e-06,9.026782346003644e-07,9.019173531412504e-07,9.056022981368226e-07,9.007762369229868e-07,4.08187074983708e-07,4.0743483636019373e-07,4.103747087980963e-07,4.017190987402081e-07,0.0004296437906886526,0.00044338046502839654,0.00037474914430538954,0.0004647776669748103,1
0.11647445751758523,0.20858917684699516,0.17822668205520853,0.08608550221180282,0.04296053450884313,0.021757157633020136,0.012857919765229205,0.008022260832502626,0.004491672250781597,0.0021451916703711816,0.0011349670467470435,0.0011000013675383502,0.0012039533868074383,0.0014732836185500757,0.0024315322325396695,0.4133151186506082,0.0002901206355964549,0.0014354828842704074,0.01616642903305718,0.1322789445199146,0.22150663276871485,0.18834121353009078,0.08099374330433148,0.027943247797887868,0.0087546500591712,0.0026564466015036965,0.0012729397268678331,0.0011406371568889939,0.0011878880747385793,0.0013844518929928549,0.0019505178888308892,0.4149660657202727,0.5119466845698329,0.12111733270548551,0.03171765111571276,0.009116592089899025,0.0029305019250312923,0.0014184725538445564,0.0011085065327512756,0.0009686438159165026,0.0009535235222046353,0.0009582486139895938,0.0009884892014133285,0.0010329050641919389,0.0011557574506008612,0.00149218398568991,0.0024126318653998353,0.41295128658316643,9.045010001747183e-06,9.648158327052998e-06,9.565013474913475e-06,9.912543671002392e-06,9.207812489462602e-07,9.170869513979652e-07,9.189560182277082e-07,9.155645001098885e-07,3.978207889095157e-07,3.9046080459598887e-07,3.9143335190663414e-07,3.8990640177567333e-07,0.0004467276182704395,0.0005139735403549607,0.0004803839993715971,0.0005419885887176503,1
0.1161245830715655,0.2089854640788897,0.17809427219096685,0.08664291119322784,0.043237262790672255,0.021948780713017497,0.012820010181140122,0.00797088295353355,0.00448019245999702,0.0020367091145214494,0.0011058583162450416,0.0010907225309072137,0.0012297825586985063,0.0014577653253495372,0.002455781171062556,0.4137177724778498,0.00024879447149054397,0.0013858703449948552,0.016251103519908956,0.13208337673713766,0.22221319447756757,0.18887568128441828,0.08067562782378924,0.027896198364200195,0.008811865026366605,0.0026345726353656463,0.0012600541293741618,0.0011304539674190117,0.0012004569746064651,0.001377356465742327,0.0019354885500747262,0.4154186563551882,0.5100939396298846,0.12246458515494811,0.032581669912841504,0.009343509486357806,0.002995939510306284,0.0014700631509365221,0.001084100624821914,0.001028287416388674,0.0009251748787747224,0.0009809880872079623,0.00097152822137182,0.0010613969468151723,0.0011578875783438245,0.0015116865606155485,0.0025106483929121814,0.4132173455751179,9.5669977982382e-06,9.915636880116762e-06,9.046090815592903e-06,9.649281147730819e-06,9.199212517423987e-07,9.165349129481335e-07,9.217659145071158e-07,9.180601999524976e-07,3.916715860365706e-07,3.8979431848027805e-07,3.9786608265204054e-07,3.9059705448365573e-07,0.0004803792894264065,0.0005418793204434519,0.000446367484981512,0.0005138156667792365,1
0.11643036421765654,0.20863012732142214,0.17807147043824476,0.08656284864141901,0.043128730311036756,0.0218725895960962,0.01278847786274735,0.007957107030377178,0.0044683089146343325,0.002062078235890283,0.001105258806857286,0.0010872948057193148,0.001209260918708699,0.001483448304498787,0.0024487769972287177,0.413494432720079,0.0002600052796285318,0.0014210470373879393,0.01629807640086048,0.13207322731385313,0.2220000715367933,0.18842535340992494,0.08070469332295217,0.028095697779787095,0.008740904764239188,0.0027002730131603157,0.0012565346059138865,0.0011430777566214362,0.00117427839017686,0.0013813371401355818,0.0019240390692511354,0.4152019583019304,0.5112516904916865,0.1214347567451977,0.032379639314321196,0.00911436689316017,0.0029508235553478103,0.001472102619569542,0.001078785542022381,0.0010012566950058734,0.0009388554278950258,0.0009814017463796946,0.0009558739552888933,0.0010646034358608248,0.00118184218012969,0.0014938485156839282,0.0025073963693631506,0.412993331635704,9.040380518833724e-06,9.64772734804738e-06,9.567004508130606e-06,9.91390928465511e-06,9.212700974745227e-07,9.175551562296334e-07,9.194129801534926e-07,9.16031515307861e-07,3.971766067434807e-07,3.898917381918087e-07,3.9114249176117597e-07,3.8914697564716017e-07,0.0004460700090491303,0.0005136917851064646,0.0004803135851082247,0.0005417262196736566,1
0.016498714890443023,0.15910296234342647,0.21385785485364506,0.18237919701178848,0.11460188982712766,0.06437378145740522,0.030207741045654837,0.014480013854816356,0.006409428523251438,0.0031177012859521557,0.0020767096860757088,0.0019933881699761755,0.001968075304325684,0.0023446041808767395,0.0035216524336245765,0.41327155574547864,5.800865044904214e-05,0.00017402595134712642,0.0071951820611520995,0.0891603504429132,0.19452937252402422,0.22345354034065207,0.1541300389458404,0.09127713883293553,0.03224226262231306,0.009732796842613835,0.003403525727255618,0.002192726986973793,0.002160031202175242,0.0023097989906073146,0.0031082089613332217,0.41507826153128247,0.41458887946203965,0.22493539768394125,0.10670005693323267,0.03893751558686796,0.010652497627915012,0.003921384770355249,0.0023024160714592546,0.0019438171414106304,0.0017444783244130128,0.0016263516180440541,0.001649555078223671,0.0017001808095246534,0.0019427624386751932,0.002393120506706848,0.0037484135217435593,0.41141844303931563,1.2379468431993228e-05,1.2284884267521043e-05,1.1261977725614685e-05,1.253617436177504e-05,1.0153758455732965e-06,1.01438488725974e-06,1.02297715436883e-06,1.0146102089613385e-06,3.896975648250948e-07,3.8852195277263717e-07,3.9741839498968057e-07,3.85047421363369e-07,0.0006214864648052637,0.0006356048033130596,0.00050134090114835,0.0006320526406282943,1
0.0013674757059638552,0.03747463410783519,0.22299912973636418,0.15577261033860235,0.06767690735393418,0.0386083068103937,0.03220681682568285,0.032874695947813636,0.025745516770333418,0.008905357032807691,0.001645683155752393,0.0010095214953238798,0.0012451369251122182,0.001462628091070684,0.0021241637208610185,0.4258884825402937,3.806095404273156e-05,0.0004132332153210855,0.0013647570663893743,0.013183589509849016,0.09641020901662202,0.2757842357144839,0.12553952584399258,0.056722602295159436,0.040960836255511106,0.012463150022611598,0.0014173174314960036,0.0011372975553244787,0.0011046738804307088,0.0014825647812835435,0.0018396127787320253,0.42714540023689535,0.5051585752530057,0.09487327144384886,0.013811595251554088,0.003898529149805504,0.0019501707880942454,0.0012560114834101414,0.0010539259417070668,0.0010095214953238798,0.0009025883387276341,0.0009116504706425701,0.0009252436685149742,0.0009805226731960843,0.0012170443161759162,0.0014127863655385357,0.0021314134263929673,0.4255142164922069,8.656340419315278e-06,9.348677487893335e-06,8.694665978243635e-06,9.417467523744446e-06,8.775315418302183e-07,8.724392200826275e-07,8.766928426253809e-07,8.717436066208794e-07,4.0629880945739493e-07,4.0040417124273026e-07,4.062241962480243e-07,4.009047535687107e-07,0.0004579350869621874,0.0005386204265411031,0.00047132259629540914,0.0005497139285434734,1
0.009941306450027509,0.12627840109059285,0.17789259471782148,0.15317496282877094,0.09375350645059316,0.051464898389021484,0.023239316295038788,0.011182506077474995,0.004935524933670901,0.0024999634005663995,0.001802276503062506,0.0017573903530133043,0.0017895912867442532,0.0021350194849489783,0.0030385972011568183,0.47327078404594547,2.9273576119044492e-05,0.0001005059446753861,0.0041402594491035255,0.06759073568713246,0.15950488577157898,0.1874055311706403,0.12848953187345136,0.07382015268526512,0.02423852102656884,0.006836355809667524,0.002530212762556079,0.0019154676640561446,0.0019535233130109023,0.0021418499860434217,0.00284246424115922,0.47461736854742154,0.3352468484305213,0.1903036152064257,0.08602333078342414,0.028853012408800886,0.006848065240115142,0.0025907114865354377,0.0018900972314196394,0.0016812790551037887,0.0014480662320220676,0.00140805901132604,0.0014744124505292075,0.0014851460951061906,0.0017046979159990243,0.002083302833805333,0.0031527641480210917,0.4719632309792948,9.179598418055463e-06,1.0123892187268488e-05,9.090456470586567e-06,9.106326510195167e-06,9.507936538324096e-07,9.436186624045089e-07,9.497840661268452e-07,9.504646987847575e-07,4.3718721002363683e-07,4.3030661130621843e-07,4.3976659799443216e-07,4.367273447455696e-07,0.00042458419849099126,0.0005459887616432869,0.0004417546175052664,0.0004297878498746998,1
