hist_h1,hist_h2,hist_h3,hist_h4,hist_h5,hist_h6,hist_h7,hist_h8,hist_h9,hist_h10,hist_h11,hist_h12,hist_h13,hist_h14,hist_h15,hist_h16,hist_s1,hist_s2,hist_s3,hist_s4,hist_s5,hist_s6,hist_s7,hist_s8,hist_s9,hist_s10,hist_s11,hist_s12,hist_s13,hist_s14,hist_s15,hist_s16,hist_v1,hist_v2,hist_v3,hist_v4,hist_v5,hist_v6,hist_v7,hist_v8,hist_v9,hist_v10,hist_v11,hist_v12,hist_v13,hist_v14,hist_v15,hist_v16,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135,True Label,Predict Label
0.06739485013760116,0.20632081043750825,0.1833085689888813,0.0895490080067878,0.046222287878228824,0.030801857319130727,0.026880118189286026,0.023060531866517554,0.014510341914237146,0.005106711691928964,0.0013920641618842546,0.0010289573658223844,0.0010679611648878539,0.0012583368508026452,0.001991051076103964,0.38329776271142835,0.0006259181088125335,0.0028630645837819596,0.013223216545076653,0.12294183197812472,0.2438108906344845,0.17159999997418035,0.07151160826277321,0.03919510341326675,0.02129607428974632,0.00550603630140877,0.0010939636975981668,0.0010921063738331446,0.0010735331361829208,0.0012276910086797765,0.001623300970629538,0.3845068804824579,0.5898925284042774,0.07923993244903123,0.015424145206628144,0.0038753060357191427,0.0015907978047416467,0.0011013929926582562,0.0009305192062761997,0.000880371464620596,0.0008450823130851713,0.0008357956942600596,0.0008701561839129731,0.0009082313210959313,0.001058674546062742,0.001383706204941654,0.0021665681718985768,0.3821880117618275,9.208801598672059e-06,9.728319881407765e-06,8.751451219215281e-06,9.42080755387873e-06,9.010279524301004e-07,8.983380363889959e-07,9.038162842645357e-07,8.99050452789796e-07,3.758341520240201e-07,3.7024557035620715e-07,3.7984763742754084e-07,3.73903713785818e-07,0.0004864185106285685,0.0005326744780152619,0.0004373568162479282,0.0005201600353257748,1,1
0.0032307242697244623,0.09097950309563352,0.19380499518025673,0.13073261286689447,0.08215636581139452,0.050410470613396235,0.025870519088431344,0.011072190233911131,0.0049504805561594225,0.00226278902224749,0.001205111433944839,0.0011245264748360657,0.0012454039134992257,0.0014459505730994688,0.0021785411104519544,0.46544681921604336,0.00033790738535383405,0.0029788962725095453,0.011302956253177164,0.061184130203336226,0.18946989067547337,0.1912903781607943,0.09363605953170796,0.033867660541805414,0.008859766811106624,0.0019203029460352033,0.001137346809239734,0.0011162848312908501,0.0012280048882371043,0.0014432033585843969,0.0019294603277521093,0.4664147544635203,0.4102827517534012,0.14522050648121157,0.029521567178961795,0.004623562028865875,0.001708767428374673,0.0011794707651375021,0.001076908089908154,0.0009651880329619,0.0009285585060942757,0.0009047493136303199,0.0009459575313563972,0.001067750708191248,0.0011693976452489053,0.0014596866456748278,0.0022582103313890374,0.46480397101951654,7.315088462860141e-06,8.124415872590953e-06,7.0672223543930625e-06,7.593180227644589e-06,8.909867848222705e-07,8.86458677634042e-07,8.944967673678685e-07,8.90548600366607e-07,4.5509765173112644e-07,4.4419981076464737e-07,4.540451643674642e-07,4.497532459070798e-07,0.00043954114556256563,0.0005196022593152704,0.00037723085617288616,0.0004470213230409898,1,1
0.0032444809403387974,0.09089400076071352,0.19379981537816543,0.13070780201476656,0.08225120902633093,0.05050236505186123,0.02575163661396199,0.011145520046532178,0.00489465160206347,0.0022939386834740865,0.0012014561088694617,0.0011126289422838383,0.0012463275641549827,0.001443212521020024,0.002197785565005113,0.46543695377294314,0.00034706697047372405,0.0030063875041299102,0.011309438219922143,0.0612138224493049,0.18941798040793648,0.19139598741644107,0.09348555623944872,0.03394388230751855,0.008832350739364296,0.0018992530257585848,0.0011245336140942826,0.0011263651020651203,0.0012298441724174444,0.0014395495450783488,0.0019248938573503112,0.46642687302118085,0.4103769309056526,0.14492655887636421,0.029721386790752473,0.004639159030131625,0.0017041995568643812,0.0011831412291610857,0.0010824093907650179,0.0009496265128792924,0.0009285644012146601,0.0009093337775208654,0.000946879280923036,0.0010677574869983172,0.0011794782532194106,0.0014596959127575622,0.0022481514842031466,0.46480051170307707,7.066504496312528e-06,7.591859298280335e-06,7.314620636072471e-06,8.123221704214157e-06,8.945032774320562e-07,8.905557437185975e-07,8.909932601373961e-07,8.864667396879773e-07,4.5398090598028313e-07,4.4986968333134934e-07,4.551428205408001e-07,4.444507557397703e-07,0.0003772150553129345,0.00044699396173926236,0.0004395255864835333,0.000519557983196972,1,1
0.061864035262257394,0.20255177110568207,0.17879206221031047,0.08658979522533126,0.04554962955279278,0.0304466941641955,0.02653193536558094,0.02235245467591191,0.013569754436240132,0.004726388763201705,0.0012905192188905471,0.0011177146511188783,0.0012243387461269293,0.0013475079593258845,0.002132481900161018,0.3920365755334809,0.0004320114194291717,0.00257368505191847,0.011168873952093332,0.11750526773826905,0.24001359538282105,0.16743567691872022,0.07028090455526362,0.03822749558008473,0.019832081671497467,0.004696975219751208,0.0011986018956077445,0.0011112804384890821,0.0012427222107834898,0.0013999008335970821,0.0018052562292742412,0.3931993296730084,0.5815287333471424,0.07198413255569396,0.011659712458423496,0.002872416352587578,0.0014881414639485724,0.0011204721708173624,0.000988111225290127,0.0009007897681714645,0.0008594269726942033,0.0008713762247209677,0.0009154965398967129,0.0010588875642178848,0.0011094420920234262,0.0013833557154061776,0.0021857939476650433,0.39119737037190894,8.130021532587064e-06,8.92942114404114e-06,8.424988260713353e-06,8.852633894107495e-06,8.960790977794667e-07,8.920125066114845e-07,8.956692197861685e-07,8.922526965442328e-07,3.904532060290504e-07,3.804838708952471e-07,3.85370379625268e-07,3.82604843813098e-07,0.0004112009938368183,0.0004827565696773803,0.0004185324287975835,0.00047848741770101493,1,1
0.0032748559876433696,0.09106041115081957,0.19356908144636223,0.13076071370124678,0.0822880829892883,0.05043333168218904,0.02580689086459456,0.01112407038084564,0.004933347093242403,0.0022647424097992316,0.0011813658344686652,0.001122755436479522,0.0012656182815780584,0.001424965301111041,0.0021933109872499636,0.4654709598052142,0.00034983081299769773,0.0030001197470692614,0.011266017438475596,0.06114804506457926,0.18945536413749925,0.19144262294431863,0.09348724794255753,0.03395556776002261,0.008845591159017703,0.0019167431717386947,0.0011447343357254508,0.0011319133111653257,0.0012161657582747188,0.0014341231757968448,0.0019515430955447484,0.46642887349734924,0.4101638072152405,0.14540323953637818,0.029523156412093667,0.004583516280244705,0.0017290067406797208,0.0011777026845943438,0.0010879555126734684,0.0009341032179519678,0.0009441768801063518,0.000896555931740173,0.0009533347547921554,0.0010668924008961202,0.0011822816219372455,0.0014634283747914163,0.0022281109110560172,0.4648372348769566,7.315761488026734e-06,8.125094485370761e-06,7.067615424511724e-06,7.593812840694714e-06,8.910351371335417e-07,8.865063234608621e-07,8.94545429477557e-07,8.905967305266386e-07,4.549431784479434e-07,4.4410620205817646e-07,4.540802096223032e-07,4.495423733531581e-07,0.0004395548969780799,0.0005196278303891496,0.0003772391976496759,0.00044703881994148713,1,1
0.0032173920398421542,0.09088834860287377,0.19376246709627254,0.13088914983604938,0.08219598656184278,0.05042046227424712,0.02586094478480584,0.011139521599943103,0.004910804474134253,0.002263073080116699,0.0012025151575043407,0.0011255834947241695,0.0012391492826377554,0.001438805264614866,0.002198963361133223,0.46549792197963347,0.0003471083356391052,0.002978354373346623,0.011310786134941818,0.06146198758945834,0.18918869657336568,0.19141696723460563,0.0935846202126931,0.033894808426563706,0.008838898541564656,0.001901311094424228,0.0011329103197508525,0.0011200883759541573,0.0012364017232527494,0.0014378894114865308,0.0019205440101192706,0.46647971653320897,0.41001279190569173,0.14552539867997694,0.02958297189836078,0.004594835144858551,0.001708066084345465,0.0011915249199643161,0.0010953603414891023,0.0009488238409554432,0.0009066945970520162,0.0009259275127470589,0.0009405811628004248,0.0010678847476390412,0.001181450535552627,0.001453458914668232,0.0022713157582717174,0.46484400284600197,7.066841854366001e-06,7.592240461867914e-06,7.315479018465928e-06,8.123984198376217e-06,8.946108225793508e-07,8.906633455290763e-07,8.911001551040202e-07,8.865732519657326e-07,4.5421892811276547e-07,4.5003260878304284e-07,4.5531954568942465e-07,4.44641781480364e-07,0.0003772477581262476,0.0004470262344501661,0.0004395702477101744,0.0005196103904244393,1,1
0.004201727695266504,0.10416577277470988,0.21750785266308664,0.1452134202592365,0.09026584916380789,0.05622995359789796,0.029175390202584677,0.012827627493195975,0.005717011393514198,0.0026417649921143924,0.0012994936107306133,0.0010390245183091152,0.001201580046791145,0.001443987413825751,0.0021455428525376696,0.4337238166524477,0.0004990739909536006,0.003952666008352517,0.01330008420463205,0.07001580315372485,0.2132642978142926,0.211311730238257,0.10267520512172847,0.03894012931701398,0.010994837674989228,0.0023869996024466498,0.0011863701727811305,0.0011036664828516767,0.0011797158529017492,0.0013356170615043978,0.0018166293270711063,0.4348369893065556,0.45696830660825233,0.161884392791338,0.0366215741476124,0.006310196479904763,0.0020732959509901006,0.0012443578174443108,0.0010684936492035182,0.0010190615586709712,0.0008916788638370997,0.0008802714583295889,0.0010247652614247264,0.0010067035360378344,0.0011445430192535907,0.0014763083960970319,0.0023965057737029088,0.4327893600179574,8.233848428217634e-06,8.75009639951478e-06,8.465279892952984e-06,8.98832378897833e-06,9.236769263174802e-07,9.188256665303062e-07,9.215533288150866e-07,9.196497134256562e-07,4.3235346280062437e-07,4.2720761291597237e-07,4.291190418908301e-07,4.2193727940139103e-07,0.0004657726309362387,0.0005489003116804502,0.0005025007266045844,0.0005346726036556347,1,1
0.0041229600631515675,0.09443910556456968,0.19655725881215205,0.13161672040632139,0.08130609975643564,0.05080559707597838,0.02670660515755724,0.011778042407098309,0.005198635089688094,0.0023642728732358085,0.0011171534979968032,0.0008996219587829042,0.001052631431280816,0.0012397454247571784,0.0018951052738295604,0.46402242545755334,0.0005198635089688093,0.003639966306591894,0.01221126199790565,0.06392477672695898,0.19308689336664217,0.19069404643528928,0.09215963312187489,0.03555258050431905,0.010261773839272615,0.0022988290627095932,0.0010222138855432794,0.0009567700750170641,0.001016683422681909,0.0011687711513695927,0.0016204256183815016,0.46498749122686245,0.409919750772388,0.14809012578272307,0.03480596801803406,0.006508433044022629,0.0019411924643409797,0.001138353605632056,0.0009521613559659221,0.0008535347682714849,0.0008111345530009791,0.0008074475777600656,0.0008185085034828062,0.0009106828845056447,0.000997326802667113,0.001354041657225498,0.002088671473977521,0.4631246469863909,8.119494348677056e-06,8.472915911255015e-06,7.642458979107724e-06,8.274271146138268e-06,8.931188364536477e-07,8.922634094195715e-07,8.968584873053323e-07,8.914500543248913e-07,4.4371332317613264e-07,4.380471703430553e-07,4.4923294650106303e-07,4.4254349579409536e-07,0.0005087489029827509,0.0005235324716981457,0.0004422940236524762,0.0005379765698584121,1,1
0.004179298858606672,0.10414576873509243,0.2175480091342632,0.14530149509192236,0.09056637642641527,0.056434801656023735,0.029254140872591126,0.012627303515444282,0.0057144350347084405,0.002600410350348348,0.0012307721263170308,0.0010529093847240752,0.0011822641058825884,0.0014695076778669341,0.002142913138015665,0.4339565553571448,0.0004774711030998064,0.0038987132502113675,0.013283588497792622,0.0703404341805639,0.21330973974101072,0.21137132119894417,0.10298252738232139,0.03868467072764009,0.01097422627005093,0.0023892577908101865,0.001193677757749516,0.0010938083039138992,0.001165143628082197,0.001356322296853235,0.0018119172338747634,0.4350741421024481,0.45572714515565366,0.1627710404119107,0.03704490940942482,0.00659994419205091,0.0020782357774364085,0.0012526482923953088,0.0010700298625244665,0.0010034502266340554,0.0009092875987319022,0.000908336461076325,0.0009958411253894368,0.0010424468705127247,0.0011375606360704551,0.0014742633661448206,0.002424449884066547,0.43296737219534437,8.229559222704665e-06,8.748920985425806e-06,8.465538850849133e-06,8.986721829746435e-06,9.242173405953156e-07,9.193443111895636e-07,9.220670050688297e-07,9.201768350082877e-07,4.327798342635645e-07,4.278540384685608e-07,4.2958379846968223e-07,4.221198602029272e-07,0.0004654125864565819,0.0005489130475898444,0.0005026004884756661,0.0005345394988070858,1,1
0.11238924591414197,0.291599769537529,0.15469380157051885,0.05853399800726352,0.025086254599007148,0.011546221822352922,0.005953716208382229,0.003326892628231007,0.001726479351011576,0.0011435355204266213,0.0010156812753750132,0.0010505506149345427,0.0011390650922779638,0.0013733155272676234,0.0020876899454231124,0.37019526090470845,0.0012526139672538674,0.005184802566813118,0.04110379865564743,0.18163707202247836,0.2584184636469326,0.12372446352787825,0.03745771745760227,0.011127789747638568,0.0034520646163934206,0.0015968369347005048,0.001166781746799641,0.001097043067680582,0.0011301242359806484,0.0013125177044458797,0.0017747599750170785,0.37142462864558934,0.5840998833041976,0.05916969289000264,0.013950418080700995,0.0038123811251752253,0.001537827283138224,0.0010201517035236707,0.0009307431405505182,0.0009092850854369616,0.0009101791710666931,0.0008717334889882376,0.0008905092872125996,0.0010147871897452816,0.0011462177773158158,0.0014752412890570174,0.0024649940811698164,0.3686574336215703,7.78420906119023e-06,8.191774933259589e-06,7.386059099507822e-06,7.966923721568929e-06,8.724945927978297e-07,8.6974162236707e-07,8.741756655224016e-07,8.703965862335244e-07,3.711195593866858e-07,3.6717314789816637e-07,3.7708704616345425e-07,3.694355247970573e-07,0.0004141421817841183,0.00046598761252309915,0.0003819408484207542,0.0004534504388422024,1,1
