hist_h1,hist_h2,hist_h3,hist_h4,hist_h5,hist_h6,hist_h7,hist_h8,hist_h9,hist_h10,hist_h11,hist_h12,hist_h13,hist_h14,hist_h15,hist_h16,hist_s1,hist_s2,hist_s3,hist_s4,hist_s5,hist_s6,hist_s7,hist_s8,hist_s9,hist_s10,hist_s11,hist_s12,hist_s13,hist_s14,hist_s15,hist_s16,hist_v1,hist_v2,hist_v3,hist_v4,hist_v5,hist_v6,hist_v7,hist_v8,hist_v9,hist_v10,hist_v11,hist_v12,hist_v13,hist_v14,hist_v15,hist_v16,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135,True Label,Predict Label
0.09582023746892442,0.2648918369708819,0.1427520277144751,0.05338491140431389,0.02155732399561369,0.009786782041890726,0.00519414615962773,0.0029201225674392556,0.0015763416135008916,0.0011138431589573687,0.0010517686971944385,0.0010447743916436858,0.001186409079046428,0.0014451983844242782,0.0020878002068996835,0.41395622544491134,0.000947728402126992,0.004333846576885147,0.034331548795869665,0.16183336754512231,0.23627113865720184,0.1145973250081139,0.03281378449135633,0.008742007650247042,0.0026648304148367817,0.0014172211622212674,0.0011829119262710516,0.0011295803464465622,0.0011872833672402722,0.0013918668045997888,0.0019208111618754624,0.4150044969893304,0.5316380392009071,0.05018501661484452,0.01001409697229019,0.002557292966993959,0.0012502321171970465,0.0010465229680313738,0.000889151093139438,0.0008585510063548948,0.0008795339230071531,0.0008550538535795185,0.0009267454854747339,0.0010010599819514814,0.0011697976033633905,0.001414598297639735,0.0022565378283115924,0.4128275193866586,6.317253309425661e-06,6.95227118657517e-06,6.736433457282819e-06,6.886413523295398e-06,8.582642467617133e-07,8.550778395331449e-07,8.564121204656189e-07,8.547340011311024e-07,4.1092359598572516e-07,4.020011956677631e-07,4.067738984902561e-07,4.051295753669932e-07,0.0003221473163405026,0.00038576251167104147,0.0003593879261885155,0.00039266711964623663,1,1
0.22900371358342653,0.24843538496629702,0.12513279495045251,0.0425481915732529,0.01836450441061391,0.011095277986362331,0.006138699241598085,0.0024266960582017792,0.00119117195546197,0.0008535525486327033,0.0008291136103367511,0.0008897583831452252,0.001017383949801865,0.0012165160396207352,0.0019125732081239685,0.3647068019198098,0.00038197155410710584,0.008118253243570218,0.05283788974171162,0.22883173586949204,0.21078312736499988,0.12641900722150984,0.03982008194273438,0.012527218741332571,0.0034522263207689614,0.0011576815585378872,0.0008924738207336644,0.0009060510086758601,0.0009847986987405952,0.0011884565178735308,0.0015821949681972063,0.3658789658121527,0.587335573191444,0.07314755261151078,0.0158038467647158,0.0035907136377793577,0.0012970740214110965,0.0009875141363290343,0.0008671297365748991,0.0008354496313764424,0.0007784254420192205,0.0007757100044307814,0.0007947180675498553,0.0008707503200261513,0.0009540237394049516,0.00121199031030667,0.0018320152263336072,0.3646796475439254,8.154830959721188e-06,8.652653007128732e-06,8.046550254644145e-06,8.384287096938787e-06,8.825392965357765e-07,8.775613863659795e-07,8.814680776233643e-07,8.798226786917978e-07,3.6634802729261657e-07,3.624704362660853e-07,3.696945094123563e-07,3.648196472105376e-07,0.00043901293889710353,0.0005344523738075664,0.00045982700579845894,0.0004906395773702207,1,1
0.09589146524740677,0.2651762413533991,0.14254543153568547,0.05316306975172151,0.021688560056094784,0.00976933809274814,0.005160945298146793,0.0029131407307174512,0.0015614853976774815,0.0011225908458106866,0.0010605161183554227,0.0010465274473795887,0.0011837912813299606,0.0014425816943828915,0.002106169273799022,0.4139422600136508,0.0009521039182927084,0.004347853797676437,0.034346558705352664,0.16170641360483423,0.2362485440673102,0.11466513598891212,0.03277458180444331,0.008805868379287566,0.0026727104483203028,0.0014242215637271093,0.0011960313684338155,0.0011295851812986035,0.001182916989393971,0.0013997413895193997,0.001925190843049168,0.4149966560884543,0.5316341946849591,0.05018435712580484,0.010041242884840915,0.0025363209063059204,0.0012406202571692867,0.001041281695763651,0.0008847834392215068,0.0008734176440536416,0.0008707947682456727,0.0008664233085657246,0.0009136350731091647,0.0010098071860680242,0.0011645568587381888,0.0014224729798551301,0.002297639207780751,0.41279256611782444,6.7363229763067425e-06,6.886058628455813e-06,6.31757554455673e-06,6.951400052563081e-06,8.564127277165349e-07,8.547359810884526e-07,8.582658240729121e-07,8.550807466371987e-07,4.0677002764638215e-07,4.050073851711303e-07,4.110798887954684e-07,4.021695103589638e-07,0.0003594512259061279,0.0003927027782205741,0.0003221912064234713,0.00038577954744435715,1,1
0.09572852741279965,0.26507259144292844,0.14277087687057385,0.05325479704977965,0.0216626867124469,0.009766789528881206,0.005195547303546296,0.0029055543065776407,0.0015782502327332656,0.001134066787731327,0.0010343878256639629,0.0010492522322880435,0.001184780645625249,0.0014602093566008607,0.002093258203414647,0.41398159387238737,0.0009434526321989992,0.004368386793759222,0.03441547321904783,0.16176059352126695,0.23626624578232044,0.11460020318736036,0.03279612727388328,0.008797105590875005,0.0026449900022261098,0.0014243599053310192,0.001180408761324049,0.0011375642951722872,0.0011699162390011685,0.0014025004838250181,0.0019245034693883198,0.41504133862699827,0.5314969695117879,0.050398207847375455,0.010027353833232736,0.002526074749233465,0.0012494845332830119,0.0010536241165892437,0.0008796231214014765,0.0008621355841966758,0.0008927387743050771,0.0008533918155942754,0.0009364576173170789,0.0009819252140495607,0.001178660007603569,0.0014374755582346197,0.002244525400236173,0.41285452209953794,6.318077739219037e-06,6.9528304971341215e-06,6.73691253963694e-06,6.887242565786051e-06,8.583512378390975e-07,8.551640414475816e-07,8.564991117782427e-07,8.548210848632183e-07,4.109842691070538e-07,4.021302010617558e-07,4.068859037140017e-07,4.051676530840974e-07,0.00032218298300654895,0.00038581429828115363,0.0003594237734638767,0.00039270123951372165,1,1
0.09579163649487478,0.2650919287916006,0.14266493469520822,0.05325060578782914,0.021677075269643672,0.009816017587717885,0.005130523844725087,0.0028843895984574067,0.0015886438012722363,0.0011287502187355295,0.0010421923011097996,0.001046563913111099,0.0011873298195529426,0.001460992730834291,0.002093127826222198,0.4139549349822512,0.0009582573506848492,0.004329644526087019,0.03441420399662988,0.16165696587365375,0.2362847543478374,0.1146813719524899,0.03274949414653503,0.008794809024214324,0.00267979815679659,0.0014137793212202565,0.0011978216883560616,0.0011287502187355295,0.001176837950749824,0.0013945442284145388,0.0019436186957777553,0.41500499618496334,0.5316037571612232,0.050209712479725215,0.010064325149391696,0.0025451525071565656,0.0012301716171656777,0.0010596787491149976,0.0008743224002598989,0.0008690764658583395,0.0008839399466627578,0.0008664534986575598,0.0009145412306718543,0.0010168369515022625,0.0011514826011422869,0.001418150933221556,0.0022793584974775565,0.41282268747391465,6.736374702438836e-06,6.886226073054667e-06,6.317907885826745e-06,6.9519065815814885e-06,8.564437896699799e-07,8.547669509008633e-07,8.582951825254986e-07,8.55110386632942e-07,4.0697787132972363e-07,4.050961539579916e-07,4.111865491722443e-07,4.022650644605458e-07,0.000359442190964874,0.00039269584550294574,0.00032221609006821537,0.0003857992622176914,1,1
0.06178012778261934,0.2026240384444433,0.1788039757856702,0.08675929744967802,0.04532374969432674,0.030473208198797765,0.02658224866979466,0.02231625689703222,0.013645474653449348,0.004682387866936409,0.0013015824930471052,0.0011085511911121532,0.0012243699722731245,0.0013300775899994077,0.0021637889750232243,0.3920318670830735,0.00042650725760865594,0.00255168997224489,0.011161805235219632,0.11752664858475761,0.24014196996719092,0.1673213709105682,0.07031578811484775,0.038157692409160615,0.019871193739189493,0.004696175817074619,0.001202309252051987,0.0011186623545468412,0.0012574610526048305,0.001382471800524609,0.0017933527146432927,0.3932259035650426,0.5814406149183796,0.07199516044168183,0.011722515207506874,0.0029156918558936565,0.0014642803046779934,0.0011232583379262447,0.0009642373129988796,0.0009384998060742193,0.000842903351782624,0.0008732368420866878,0.0009504493628606687,0.0010322578670140532,0.0010929248476221809,0.0014229164542633608,0.0021536778115885365,0.3912183780249191,8.423606219628198e-06,8.852823155176669e-06,8.131561363614526e-06,8.929431346786565e-06,8.956945936747954e-07,8.922754511530585e-07,8.961010054126832e-07,8.920374054428137e-07,3.8536522592317227e-07,3.825058500837778e-07,3.905137217857681e-07,3.8057021242283774e-07,0.0004184960991338905,0.000478497376040049,0.0004112266088667125,0.00048272839631784847,1,1
0.11250056742916963,0.29169166303741295,0.15472764360469157,0.05881874488489738,0.02493760192353285,0.011606832192140457,0.005947450317045611,0.00326000435549251,0.0017713525312500465,0.0011522737678030606,0.0010037664343750263,0.0010565491613163157,0.0011182781131629082,0.0014090304225852642,0.0020719456880682365,0.37041396909162905,0.0012435252618371538,0.0051261868707387715,0.04106317231534199,0.18153142804347067,0.25849132779134204,0.12426664242462447,0.037456949056014245,0.011105843597443474,0.0034881330905777433,0.001578114073295496,0.0011639038601799548,0.0011155942456913173,0.0011388544304451057,0.001279310161458367,0.0017767202661932286,0.37166196746591884,0.5833931669222218,0.05987708329119475,0.014175293362453024,0.003968545367992528,0.0015208582339015552,0.001033288976562527,0.0009456159724905551,0.0009339858801136609,0.0008999902254735085,0.000884781643134493,0.0008776246632102503,0.0010127126592803296,0.0011594307477273032,0.0014895464467329937,0.0024557387365057464,0.3688600098255779,7.398906342636296e-06,7.980990834961906e-06,7.794540617440973e-06,8.204518188107717e-06,8.746991565025954e-07,8.709188839866608e-07,8.730262304466025e-07,8.702609003626711e-07,3.7661198822490725e-07,3.688820348245746e-07,3.702487644291363e-07,3.667677748969423e-07,0.0003821546586925677,0.0004536785379571488,0.0004141964454844262,0.00046627210881237946,1,1
0.11206948157385434,0.29245394164420835,0.15495718648124646,0.058879593871607926,0.02512640149705445,0.011587157354664455,0.0059458056286686226,0.0031699023984167055,0.0017004645916930293,0.0011336430611286862,0.0010306660058128892,0.0010548432274957286,0.0011264794398893265,0.0014013834049497582,0.002072077443484818,0.3707469490744813,0.0011658793567058052,0.005104080133043848,0.04089711365550502,0.18199717030186488,0.25928816621128237,0.1241097379719083,0.037322466657064485,0.01106600390950103,0.003447492721441897,0.0015697285040747132,0.0011560293775016856,0.0010942431443122073,0.001141702135022966,0.0013145244974225208,0.001778368972671067,0.372003269149334,0.5819000578205406,0.0609051077770369,0.014871677692910916,0.004277577332552712,0.0015894284624829527,0.0010243978372284494,0.000971566130588171,0.0009241071398774125,0.0009402252876659719,0.0008614254540330143,0.0008963481075748933,0.0010172342159890896,0.0011497612089172457,0.0015294331346033144,0.0025493537085571638,0.3690482753880981,7.792319242533594e-06,8.20072277669554e-06,7.394129726156788e-06,7.978469883369756e-06,8.738518763853669e-07,8.710951296393995e-07,8.755434523409583e-07,8.717539997626068e-07,3.7137851787531517e-07,3.677545712383716e-07,3.7751140608636784e-07,3.6946323016993963e-07,0.0004142552828848197,0.0004661637093500166,0.0003818586010164393,0.00045355399891855306,1,1
0.11208142191597864,0.29203466990642485,0.15516411702124777,0.058889737998067265,0.024961880645206935,0.011631513159224904,0.0059137674061561325,0.003222273749381274,0.0017257066080019713,0.0011179499758270032,0.001029337447719018,0.0010275472956360284,0.0011609136258187533,0.0013837875601509582,0.0020613601235625204,0.37061071036112875,0.001189556059146587,0.0051726444437984395,0.04084769022965662,0.1817281837807304,0.2591782185752338,0.12407812610013343,0.03740701792615061,0.011084621697871583,0.0034111347941366763,0.001588759973653267,0.0011707594622751962,0.001100943531038602,0.0011295859643664355,0.001300545488291942,0.0017722505621597007,0.3718566562108895,0.5825029567402338,0.06040420666027647,0.014678352004473198,0.004131671007539989,0.001561907692408423,0.0010239669914700494,0.0009523609081504654,0.0009380396914865487,0.0009076071060757255,0.000870013912332944,0.0008870203571213452,0.0010409734362584505,0.0011421170289473627,0.0015055179017942509,0.002530379969305795,0.36893960339165793,7.3928647602016684e-06,7.979186951475669e-06,7.79461204754304e-06,8.203177068305076e-06,8.751688610502559e-07,8.713773179808438e-07,8.734737457895311e-07,8.707167083872311e-07,3.7756921954485403e-07,3.6977004028033974e-07,3.710372718479566e-07,3.674720730666272e-07,0.00038183735850069647,0.00045357662746235906,0.0004143036021640218,0.0004662202228596528,1,1
0.061793009398359446,0.202589965454063,0.17880072763633048,0.08664109900366741,0.045478235761671704,0.030496218281220424,0.02649886895468775,0.02230298491798468,0.013656614461628533,0.00469497823865921,0.001292313900461012,0.0011103237494714813,0.0012362462276814092,0.0013345944405898928,0.0021489544091592076,0.39201230008450977,0.00041912883258194984,0.0025818703743918795,0.01115470945661084,0.11744890648279416,0.23995860979058,0.16744564518519583,0.07039893759894014,0.03814807690237115,0.019894832414991896,0.0046903825277756364,0.001199480540612817,0.0011084854651180515,0.001250033360332131,0.0013934195398996403,0.0017960038133007237,0.39319891263464857,0.5815752634679938,0.07191919875922642,0.011639097383739541,0.0028668044491734685,0.0015101505963424201,0.0011094046072947664,0.0010018649726191344,0.0008998401910037914,0.0008621553617584846,0.000860317077405055,0.0009375250202490983,0.0010450646549247302,0.0011020514698810479,0.0014154789521407956,0.0021645798261633593,0.3911786381302294,8.129625716222187e-06,8.928919386342756e-06,8.424614937245264e-06,8.852277630303512e-06,8.960493274216601e-07,8.919833818892156e-07,8.956391805897881e-07,8.922225029143476e-07,3.9041492535853463e-07,3.8049042729899686e-07,3.853306210170608e-07,3.8251636173190047e-07,0.00041117619834021385,0.00048272005437825164,0.0004185123850621575,0.00047846992048991804,1,1
