label,R,G,B,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135,ASM 0,ASM 45,ASM 90,ASM 135,energy 0,energy 45,energy 90,energy 135
1,133.7567481138546,153.60671724965707,138.6078129286694,6.645714039621771,7.27268314423617,7.024571920759196,7.286022512127746,0.9484161243345718,0.9366709387924205,0.9385902210403521,0.9345573706990014,0.4069243590431937,0.38412171066549483,0.39550015269325334,0.3930534936469741,265.13848578814276,326.2441681292736,316.300658053454,337.12829770183595,0.0034806293543919197,0.003180609291615767,0.003326467104898565,0.003272673645240736,0.058996858851907696,0.0563968907974169,0.05767553298322058,0.0572072866446289
1,136.58908093278464,145.4077914951989,115.1403420781893,5.728038759690437,6.004573423530456,5.759517657192756,6.018806746729369,0.972996176653952,0.9705032954766447,0.9726013242565351,0.969630170797588,0.3665713403909409,0.3568400173920521,0.36922031713854414,0.3590534203616748,172.8989500430824,189.0219878456872,175.28330404825482,194.61679634059746,0.0025432378329300997,0.0024196845591870344,0.002561138559679117,0.0024696193701704275,0.05043052481315359,0.049190289277326216,0.050607692692703515,0.04969526506791595
1,136.96899862825788,154.80966735253773,126.77809413580248,7.174788975022231,7.826235817637414,7.174680447890506,7.413563590885423,0.9460038374635236,0.9360949018282055,0.9455992640981681,0.9427687504478186,0.3429982115872555,0.3302365148083784,0.3460056789801653,0.3357043226800685,277.77615676143546,329.2031843811204,280.1066752799607,294.82331124503963,0.0023310891068549114,0.002252930080924821,0.002429934983208253,0.0022665439724880347,0.048281353614567514,0.047465040618594447,0.04929437070506381,0.04760823429290394
1,136.96899862825788,154.80966735253773,126.77809413580248,7.174788975022231,7.826235817637414,7.174680447890506,7.413563590885423,0.9460038374635236,0.9360949018282055,0.9455992640981681,0.9427687504478186,0.3429982115872555,0.3302365148083784,0.3460056789801653,0.3357043226800685,277.77615676143546,329.2031843811204,280.1066752799607,294.82331124503963,0.0023310891068549114,0.002252930080924821,0.002429934983208253,0.0022665439724880347,0.048281353614567514,0.047465040618594447,0.04929437070506381,0.04760823429290394
1,140.4038803155007,146.52720164609053,100.61210819615913,6.481287683033121,6.80258443775098,6.528530577090046,6.729718011084575,0.9490744186824454,0.943607530104564,0.9486619790607855,0.9459480319922865,0.3731012732999835,0.3628869160807544,0.37298930747638215,0.3642197668731913,181.86460895783142,201.70998794242527,183.62621188634665,193.33442565749328,0.004057029410849482,0.0038772990476731483,0.0041084451069475485,0.0039322968949259554,0.06369481463078044,0.06226796164700711,0.06409715365714416,0.06270802895105183
1,140.4038803155007,146.52720164609053,100.61210819615913,6.481287683033121,6.80258443775098,6.528530577090046,6.729718011084575,0.9490744186824454,0.943607530104564,0.9486619790607855,0.9459480319922865,0.3731012732999835,0.3628869160807544,0.37298930747638215,0.3642197668731913,181.86460895783142,201.70998794242527,183.62621188634665,193.33442565749328,0.004057029410849482,0.0038772990476731483,0.0041084451069475485,0.0039322968949259554,0.06369481463078044,0.06226796164700711,0.06409715365714416,0.06270802895105183
1,135.16697359396434,149.00575445816187,103.49047410836762,6.378870801033793,6.568537437293881,6.233684754522123,6.598418865134885,0.9533375935144717,0.9503349535672295,0.9553256916345081,0.9506497822229274,0.34596902271735896,0.3343070531339298,0.34682601795533896,0.3372580750162133,178.31143238587683,189.92268366247677,170.73316968131192,188.7189344052798,0.002230755178901598,0.002107651584357465,0.002227981513382609,0.0021421963290542577,0.04723087103687162,0.045909166670257316,0.047201499058638054,0.04628386683342542
1,135.16697359396434,149.00575445816187,103.49047410836762,6.378870801033793,6.568537437293881,6.233684754522123,6.598418865134885,0.9533375935144717,0.9503349535672295,0.9553256916345081,0.9506497822229274,0.34596902271735896,0.3343070531339298,0.34682601795533896,0.3372580750162133,178.31143238587683,189.92268366247677,170.73316968131192,188.7189344052798,0.002230755178901598,0.002107651584357465,0.002227981513382609,0.0021421963290542577,0.04723087103687162,0.045909166670257316,0.047201499058638054,0.04628386683342542
1,118.00633916323731,150.4483650548697,124.60765432098765,8.148524547804012,8.494803830793348,8.225228251507758,8.524151476624624,0.9449623715058382,0.9409701835475145,0.9437886245481887,0.9398137764336448,0.3548608365550656,0.343130119541648,0.35130001052495413,0.3427861999415045,247.0560594315379,265.14113265434383,252.4864272179293,270.3343997457338,0.0036195354293764993,0.0034024590772823242,0.0035392768756482154,0.003379223258718243,0.060162574989577194,0.05833060155083543,0.05949182192241397,0.05813108685306204
1,155.67831618655694,162.5073096707819,137.57960905349793,5.568645133505878,5.879564786280488,5.529866494401773,5.8224820690709524,0.97010947900479,0.9667078416377749,0.9711974071388223,0.9684406546944077,0.4145344648126205,0.4068735761097697,0.42273736653643945,0.40780289220277915,162.11773729544072,180.81076391289403,156.22968733851107,171.39975262919148,0.004446606214310901,0.004295751899238948,0.004608052592474257,0.004364997673641038,0.06668287796961751,0.06554198577430308,0.06788263837296143,0.06606812903088022
