R,G,B,label
90.62866368120457,109.90619375216338,82.56954395984769,1
51.85161892109615,61.66769648232684,21.7444394194214,1
91.30291407061267,110.62511465905158,83.30999588958117,1
51.33645858360303,61.159749565414025,21.206717356586626,1
47.906182957897556,61.35724222311612,25.189020419108914,1
48.000609364823966,61.50406083591924,25.30490748189863,1
58.93381573201921,76.07715122704477,18.916317794650222,1
66.70494078101038,84.12600939453394,26.86535874479046,1
55.33406827880512,77.78428876244666,42.225552394499765,1
53.18261180679785,79.75759598183569,16.92779826613458,1
59.55055087044435,80.43617300389604,21.381780342259702,1
35.72705733526807,51.87083975146036,6.5048405700040925,1
97.51360150343106,97.93380626760892,26.57161099323727,1
62.898833160723974,84.23114859200079,25.667392612319375,1
48.597492427733805,65.9614500390268,13.911905973365869,1
48.41979391714595,65.7453241089767,13.682966463585192,1
32.44276047460141,55.31910787117962,8.761394936172467,1
33.39314847184703,56.44354507654007,9.920652576937337,1
32.409127941805735,53.633220367993154,23.20267864783911,1
33.400645271715874,54.77158579375268,24.443269148480958,1
46.70445576409206,59.340317422078805,17.24373571616494,1
35.86206231174699,59.29201807228916,18.59273343373494,1
48.492705241534104,67.9122803838243,18.273532407988704,1
104.58412000945668,104.86958368030406,32.9807899939917,1
27.59972703313253,50.11940731676707,9.656264118975903,1
33.325784527332445,50.86983350134955,8.442405125036585,1
33.23459399694319,50.77650808103802,8.351035738675165,1
33.35847108713365,52.496355028270905,15.666105466531691,1
33.308497012419444,52.44128385718871,15.60925193205106,1
30.42413270716558,45.692731404332676,7.833025299197091,1
30.402776851992122,45.665761248295716,7.813766096046054,1
55.24890125438921,67.25558035714286,24.36003771253003,1
54.03276167760118,66.02520328959527,23.572937361393457,1
42.42206044727723,61.6755783835421,12.615502607628592,1
34.027297689474274,50.133571455147525,5.289064999813967,1
56.6301468904601,65.08413347118046,10.009480922280584,1
57.9415768694361,66.42372450926652,10.991301753387779,1
54.4492775713235,71.06397945457361,10.850396053497464,1
52.34328426818411,68.84293466689893,9.159529477799714,1
52.422311119086714,78.48580997071686,15.19339923302178,1
57.333659761456374,31.10935342121783,22.3314957484449,2
58.789175542604504,66.28047126205787,24.999809083601285,2
58.479981738286824,32.33705872282143,23.789679849340867,2
59.580189911575566,67.20103245578778,26.210676245980707,2
47.63182503999838,54.05584077606983,25.492337019259978,2
45.43998724102315,51.52316868177491,22.358205743564817,2
60.01610253436738,56.02873571549371,21.147048875359378,2
60.148860863472734,56.16807276944263,21.3269309753328,2
50.47406191369606,66.63683694354427,25.010706975950878,2
42.22391480470749,57.058907555858774,13.386126982773325,2
57.82455692902363,66.67659077641565,16.438522662223203,2
60.46777712543808,62.47251242792572,17.09462913633928,2
58.87346051609905,67.89535193466297,17.896811362567234,2
65.28329180211018,45.882479572099065,35.1509379733338,2
52.41061487761432,45.80634861943791,24.773904163255246,2
69.31267116096838,69.88291361201578,24.867619136968983,2
69.14729560085597,69.7360133846202,24.68359177801902,2
70.00527476336745,46.78083830028983,20.492309321829893,2
69.99957247262958,46.77201814102626,20.44457069126554,2
55.45914675661604,58.02055233424855,22.666167524775386,2
55.39873797943209,57.95957395680828,22.58480146316066,2
81.30035272378748,57.49102000638961,26.518968077849635,2
56.39933075583893,75.1171855569875,18.0133597614436,2
47.86515546818222,61.09309791332263,19.892970861806642,2
45.0578607243505,57.80502820752793,15.979130612095513,2
50.0129320128372,58.6244688278442,24.47276404894685,2
52.066171336959236,61.150710671711906,27.628430890875187,2
66.79167860633261,53.8480989837842,41.07094913227885,2
67.18541241662001,54.3208736988927,41.68361055498097,2
42.53135755148083,57.8178574306203,15.744546888129195,2
43.48718302887991,58.93093108647859,17.10125234526975,2
53.206865262797464,62.97636820179193,43.78590709353421,2
53.71109399075501,63.5675112709011,44.63343890886264,2
