R,G,B,label
34.46408711581518,57.01123821154759,8.984718094850397,1
19.749798662298662,37.80778278278278,4.636188461188461,1
34.19824004342221,56.737206051970965,8.713196281972996,1
31.07501251251251,50.035964373464374,17.218789243789242,1
40.1682090982229,70.11209693322839,11.260817817396813,1
34.39853022531775,63.963177100694054,5.47452501077637,1
32.387016036023574,64.21369650998255,6.385507576876274,1
31.563982406917603,63.321604611735324,5.620700097012429,1
32.917150614466586,57.02386133664369,6.91765051318599,1
24.463261826098872,54.83083007262374,5.727131895068589,1
24.50568403850936,54.8739018894353,5.757002278690438,1
28.507161220043574,46.82184095860566,3.5902636165577344,1
29.43766159987717,56.222829725165056,7.915042223245816,1
50.31114028027951,73.99005001341357,21.539854239323446,1
29.4204744357439,56.236867802855826,7.922693075387686,1
26.402910706565816,54.725549780845,4.792926137349755,1
26.334568742722446,54.655237157580174,4.747679860144715,1
41.1594595639745,69.5516757740806,18.1719724665574,1
40.340644549086335,68.65093716628046,17.214092148982814,1
18.766224521497172,37.93780206124296,3.316079315980711,1
18.79178069239393,37.99124714654276,3.3632866424432346,1
38.180280253498985,70.22682139691989,5.8360801297593765,1
30.540982887107003,56.68875288801305,3.937849676089517,1
38.05471464642242,70.08090396802837,5.771865959901677,1
48.93798304781615,72.58802169164143,20.122250220365615,1
36.44290456552894,56.92962767979878,3.543925301980053,1
15.974724845476896,38.8578601900998,6.3126475341406065,1
16.28482495040708,39.19008601211676,6.6652527898409195,1
25.96268310502283,50.21850593607306,3.4341680365296803,1
25.998953424657536,50.26657534246576,3.463917808219178,1
57.59800124519031,80.58048584858037,37.28962453585812,1
57.55494121804292,80.55394001772433,37.23802485893452,1
48.50914706968059,78.52526436931362,13.257737461909828,1
30.543475921899066,56.6873768347377,3.950530035335689,1
52.403084489609796,82.97937702212668,17.310471992414538,1
25.825386709209475,51.5295401155125,9.05602383713121,1
25.553887102566,51.226689856884015,8.772272613888363,1
26.320576519268776,45.35404057559288,19.125787425889328,1
59.07386902240778,84.99992100468593,10.534621797328278,1
64.96712954559206,91.25882730615895,16.5853838499963,1
35.53228410908956,51.67305279607099,6.353944264612866,2
33.986313948729396,50.08801428730885,5.264914983071027,2
57.249610226559376,31.01938480853735,22.216385322148035,2
67.5060739528933,72.69542146437635,17.776968896159733,2
43.21459394307928,51.61891348962462,13.938907408815002,2
57.430921645836904,31.201225817497004,22.434779432745536,2
59.60441870980707,67.22779340836013,26.243747487942123,2
50.29422863721644,66.42538802660754,24.733685826368752,2
65.41458507577651,46.051918340130655,35.38332313016087,2
70.24917720239185,47.042022859233725,20.817842527418563,2
69.96327308792235,46.78016041905386,20.50032257132678,2
40.09451278314031,59.19114325323834,10.424506919373858,2
67.16472564070936,54.2976743744722,41.65472383789887,2
41.34408395989975,60.99971553884712,13.281583959899748,2
33.9306664247702,67.82484823876334,21.356434446057087,2
38.05830859774821,51.77143039918116,24.503121801432957,2
34.885650375939846,53.47308646616541,5.682155388471178,2
25.24932922604015,51.23773641292746,9.734427699269949,2
32.50887585296579,55.60406182602444,14.903340856324617,2
33.44837817108928,50.996777993475256,8.570871299554865,2
23.28753892284627,48.94323030792296,7.680419405681774,2
28.42406573291376,58.681635764381646,6.617048189054112,2
42.47249142763944,61.696458828722356,12.587812167897885,2
31.898316230920884,54.67231638418079,8.169267208649432,2
41.211925613265926,50.50422635401204,10.936811561591533,2
44.150273111550284,49.00105161671058,10.09723594642073,2
54.92242009212495,68.48626601664796,21.35425142630004,2
67.07946221045549,77.89914021844211,29.573907128311966,2
43.264710946991805,58.16826587328161,23.866502122177472,2
49.46766863527534,70.23142154828412,15.55368683160415,2
67.29658790722821,78.15932551517841,29.87463379946462,2
74.41225441561588,80.64949066115989,18.192513353560756,2
41.665030888882306,53.4744380922289,16.46439797124059,2
56.63212717091888,65.09140375101477,9.973819221348728,2
41.73235120840204,53.55716006595772,16.536268517695692,2
55.698486688268886,64.20911872662555,9.339109498268815,2
49.4361620795107,65.94813683079782,6.6286653698757405,2
52.62785608523981,69.21065957302675,9.494234603027136,2
52.66236877645883,78.76552513304426,15.482435359770117,2
46.72659511409634,59.36501478703812,17.27678228978791,2
