H,S,V,label
25.906440056991656,123.08376416310469,57.11395481375941,1
21.776692601692602,103.9100464100464,37.833085358085356,1
25.718104349006037,122.98454576294185,56.83516249406337,1
28.51518564018564,106.50292792792793,50.52495336245336,1
33.896506711017025,156.60581871615477,70.20495870076246,1
31.1799906808397,157.06298635458532,64.01398746625294,1
35.77643214831126,172.9618399089317,64.27444984233144,1
35.571993876440935,173.24945652478678,63.383600974236565,1
32.422856707470046,161.5892709469643,57.084168820815115,1
28.766807245119086,134.0652357607223,54.87162954279015,1
28.777496536289032,134.19449181143202,54.9156821099963,1
20.651296296296298,108.6941459694989,46.8858431372549,1
31.01711653615845,144.30800859818825,56.26755872869645,1
30.55237356123609,124.95583905006451,74.13687898414645,1
30.88969445723937,144.04116689697528,56.27858590511285,1
27.313331692431973,132.08199457871436,54.76328420095993,1
27.328891855133655,132.06975566347637,54.69205330404956,1
31.524890458186707,124.76814616283878,70.08405642332966,1
30.950541834115175,124.50655763550314,69.12661635526946,1
20.666292058946684,100.67739251414909,37.970043088892794,1
20.66169005713668,100.64003755082193,38.019828995177825,1
29.969091851579353,151.03482266775913,70.26640636757354,1
29.101827942375646,148.14321147050828,56.788496930778294,1
30.07994749427286,151.48003110211863,70.12497031921475,1
30.010285325566244,125.40854826965086,72.70198744235363,1
24.861820362083588,137.77973882015735,56.971075721681146,1
30.522826528189455,128.37119857846403,38.927985723367264,1
30.735753620857363,128.36480932576612,39.27022357023046,1
28.968898630136987,146.1216292237443,50.25562922374429,1
29.061965296803653,146.3672292237443,50.30488584474886,1
37.44307320821601,116.17356382441695,83.17218682341856,1
37.37079748269634,115.99049420593877,83.13644930056202,1
33.71163478311221,156.15640855825535,78.7385856151246,1
29.148557126030624,148.1618391546616,56.78768573887832,1
34.675392120672555,155.03906006847183,83.25852278896055,1
28.026892154524695,121.76906956791088,51.56686923842339,1
27.987208374793386,122.13909059261148,51.262398953973175,1
36.50555830039526,119.85096498270751,46.185810894268776,1
30.530229994016526,159.8691030838426,85.06455934060763,1
33.44469151489482,160.04451638060277,91.38377604324238,1
27.901664620307326,151.71562004688022,52.193149533058005,2
27.67666778286267,151.23217918666518,50.59777356103732,2
19.724355418592708,101.83389373965645,57.76159333447469,2
27.377591811908808,150.8688793808595,79.498680760922,2
28.355038928040134,138.9391006916921,56.40797020403288,2
20.051952291274326,102.05469383096502,57.99066598185242,2
35.426193227491964,154.60097970257235,75.10310992765274,2
35.150690772641994,141.6838627835579,69.75970279720279,2
42.12540704909882,122.54504772497995,70.14198504875966,2
24.39559954936304,129.63816355810616,71.03101499234495,2
24.243867774643004,129.79755423531338,70.74353750012037,2
26.21359125276199,129.935283693681,59.26960122504825,2
34.38246719359338,116.44411951684678,74.76586425785884,2
30.277581453634085,138.16440100250625,61.65149498746867,2
42.417805595871634,161.19591742115327,69.70698994401825,2
27.86767911975435,89.77793372569089,51.90635107471853,2
26.508647869674185,138.07139598997495,53.80778070175439,2
35.09448963707598,148.68135199130376,51.729145251708545,2
33.82767292076699,135.93573293184522,55.92184535244134,2
29.290760400879265,141.78208887306835,51.667371862855546,2
36.19677468957829,160.4574616537885,49.166891554222886,2
34.048264895826904,159.6208055675531,58.77740585343781,2
26.817556608646015,129.96813502454887,61.77381653530363,2
33.21895128424836,157.39457459926018,55.4182880868287,2
29.30435737280108,153.88001074281485,52.15965238283618,2
23.826745718050066,139.25233311374615,50.53650122145367,2
28.188284757295175,132.89561266601197,69.04443450710812,2
33.25146847516595,141.18153555928407,79.12042524807607,2
36.65575602771746,137.42278048298272,59.291014148912765,2
30.46715530726257,145.41695770151637,70.31368172386273,2
33.46499460800014,141.47224809663874,79.41088067372083,2
29.674754271408958,160.61249437593014,83.64972860257727,2
26.555162244800563,121.02987516086246,53.670537239452194,2
23.777115063037307,144.94190853518919,65.68749869900986,2
26.668411057462865,121.17783735036912,53.755699714643995,2
23.813151449129553,145.10762484301387,64.76952977012371,2
26.056793877985523,148.9974681124918,66.01850104517477,2
26.436976202918746,148.7666260209809,69.29148521271242,2
32.163696597306135,150.89640200752063,78.9755643675576,2
33.166854212166264,147.95998624314137,66.55249160799926,2
