label,R,G,B,correlation,homogeneity,contrast
1,133.7567481138546,153.60671724965707,138.6078129286694,0.9484161243346109,0.4069243590431516,265.13848578811366
1,136.58908093278464,145.4077914951989,115.1403420781893,0.9729961766539408,0.3665713403909035,172.89895004306632
1,136.96899862825788,154.80966735253773,126.77809413580248,0.9460038374635332,0.3429982115872238,277.7761567614125
1,136.96899862825788,154.80966735253773,126.77809413580248,0.9460038374635332,0.3429982115872238,277.7761567614125
1,140.4038803155007,146.52720164609053,100.61210819615913,0.9490744186824345,0.3731012732999075,181.86460895779504
1,140.4038803155007,146.52720164609053,100.61210819615913,0.9490744186824345,0.3731012732999075,181.86460895779504
1,135.16697359396434,149.00575445816187,103.49047410836762,0.9533375935144636,0.3459690227173528,178.31143238587427
1,135.16697359396434,149.00575445816187,103.49047410836762,0.9533375935144636,0.3459690227173528,178.31143238587427
1,118.00633916323731,150.4483650548697,124.60765432098765,0.9449623715058291,0.3548608365550491,247.0560594315245
1,155.67831618655694,162.5073096707819,137.57960905349793,0.9701094790047641,0.4145344648126019,162.11773729543498
1,133.7567481138546,153.60671724965707,138.6078129286694,0.9484161243346109,0.4069243590431516,265.13848578811366
1,155.67831618655694,162.5073096707819,137.57960905349793,0.9701094790047641,0.4145344648126019,162.11773729543498
1,133.03424982853224,151.91840192043895,136.01622256515776,0.9606003919615043,0.3753388152543983,218.1650241171404
1,133.03424982853224,151.91840192043895,136.01622256515776,0.9606003919615043,0.3753388152543983,218.1650241171404
1,139.17842163923183,152.77866255144033,114.41071416323732,0.9661303359678421,0.4244373491398228,162.58292075796726
1,139.17842163923183,152.77866255144033,114.41071416323732,0.9661303359678421,0.4244373491398228,162.58292075796726
1,147.52611282578874,173.9935013717421,160.99702074759946,0.9755400786343433,0.42678804860206154,208.2101834625323
1,133.43022033607681,160.49870713305899,136.4837371399177,0.954182739756117,0.38151654071753754,205.54308613264428
1,143.21784293552813,168.7777031893004,165.58894975994514,0.9403683496933852,0.46049345923335716,251.38321360895782
1,190.74411093964335,189.66446244855968,143.44475394375857,0.9026715712108239,0.3441827946117862,342.9986339362619
1,143.21784293552813,168.7777031893004,165.58894975994514,0.9403683496933852,0.46049345923335716,251.38321360895782
1,123.58508573388202,147.00716820987654,125.25875600137174,0.9520201536354037,0.2648439311909279,170.4858776916451
1,123.58508573388202,147.00716820987654,125.25875600137174,0.9520201536354037,0.2648439311909279,170.4858776916451
1,112.27573645404664,137.19945301783264,126.61133916323732,0.9577131338386653,0.24807775054397663,207.3584737295435
1,112.27573645404664,137.19945301783264,126.61133916323732,0.9577131338386653,0.24807775054397663,207.3584737295435
1,109.82693930041152,134.07560185185184,134.92271776406037,0.9686293445750731,0.28009927189971956,184.3332248062016
1,109.82693930041152,134.07560185185184,134.92271776406037,0.9686293445750731,0.28009927189971956,184.3332248062016
1,114.71578360768176,137.02264574759946,131.37329989711935,0.9570206005628107,0.2552852277310722,190.73867355727825
1,121.65673782578875,144.75116683813442,128.5629603909465,0.966746417899042,0.30012209448458527,181.320060292851
1,190.74411093964335,189.66446244855968,143.44475394375857,0.9026715712108239,0.3441827946117862,342.9986339362619
1,121.65673782578875,144.75116683813442,128.5629603909465,0.966746417899042,0.30012209448458527,181.320060292851
1,127.52847479423869,146.59502743484225,133.14008316186556,0.956246167941076,0.2740796567427499,233.18806115417743
1,127.52847479423869,146.59502743484225,133.14008316186556,0.956246167941076,0.2740796567427499,233.18806115417743
1,127.11261059670782,145.919045781893,130.79170267489712,0.9539474966943187,0.2361517398009802,241.1045279931094
1,127.11261059670782,145.919045781893,130.79170267489712,0.9539474966943187,0.2361517398009802,241.1045279931094
1,125.53857596021948,135.70049554183814,110.72418209876543,0.9651306035911664,0.3604364833907013,188.06992678725237
1,125.53857596021948,135.70049554183814,110.72418209876543,0.9651306035911664,0.3604364833907013,188.06992678725237
1,166.60612568587106,177.4070816186557,156.43686985596707,0.9419759644918282,0.33134667855594346,308.7613049095607
1,166.60612568587106,177.4070816186557,156.43686985596707,0.9419759644918282,0.33134667855594346,308.7613049095607
1,136.58908093278464,145.4077914951989,115.1403420781893,0.9729961766539408,0.3665713403909035,172.89895004306632
2,129.33227794924554,145.8304809670782,170.02961848422495,0.8925072369525611,0.2617274825579056,426.6070172265288
2,124.1437457133059,142.4264746227709,159.81890260631002,0.9421084149365109,0.2495869221858941,157.6987639965547
2,130.9792181069959,150.51937585733882,157.43042781207134,0.9491388669703033,0.27069734951803265,116.51748751076659
2,130.9792181069959,150.51937585733882,157.43042781207134,0.9491388669703033,0.27069734951803265,116.51748751076659
2,124.43055555555556,148.16654835390946,156.50527349108367,0.9511487975783076,0.2695912882811241,113.74934625322997
2,124.43055555555556,148.16654835390946,156.50527349108367,0.9511487975783076,0.2695912882811241,113.74934625322997
2,125.2066006515775,145.1448062414266,156.97712534293552,0.9062209699346181,0.26384490909810915,182.18497071490094
2,122.00500171467765,142.96590192043897,158.50312585733883,0.9483440240086229,0.2398115892963849,167.3924177433247
2,122.00500171467765,142.96590192043897,158.50312585733883,0.9483440240086229,0.2398115892963849,167.3924177433247
2,123.66905606995884,141.8757355967078,162.06393432784637,0.9567723487957988,0.22603843099857612,121.20638070628769
2,129.33227794924554,145.8304809670782,170.02961848422495,0.8925072369525611,0.2617274825579056,426.6070172265288
2,123.66905606995884,141.8757355967078,162.06393432784637,0.9567723487957988,0.22603843099857612,121.20638070628769
2,123.1371999314129,142.34005572702333,166.1682210219479,0.9401306461684609,0.28064516263339995,168.6807459086994
