label,R,G,B,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135
1,134.95812671467763,155.80334619341565,134.38632630315502,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,0.2700565781746564,0.2590203670208816,0.2632674384666963,0.26278920761212066,178.21713867356766,189.46335387848586,165.88184409992533,177.8664914456838
1,137.0116546639232,158.14772633744855,131.41087620027434,0.9620457436495419,0.9484436591897443,0.94732583547602,0.9470306610641491,0.3448516366082673,0.33390639767215274,0.33192451835573417,0.32284353701780905,174.90192075797657,237.63642708090404,242.55917312662694,244.1538475491134
1,129.5236488340192,153.08016117969822,133.1493998628258,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,0.4486198415096667,0.43386375683223233,0.44587640953844154,0.4349303942346114,150.29786821705278,177.66259190034384,165.6144056847518,177.8579535246989
1,129.5236488340192,153.08016117969822,133.1493998628258,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,0.4486198415096667,0.43386375683223233,0.44587640953844154,0.4349303942346114,150.29786821705278,177.66259190034384,165.6144056847518,177.8579535246989
1,130.49748885459533,152.97384516460906,138.79595078875172,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,0.33533473306689565,0.32332817072867265,0.32193844411258626,0.3185052283142662,167.49338415159883,190.92697637541198,176.6449732988873,185.37105104961225
1,130.49748885459533,152.97384516460906,138.79595078875172,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,0.33533473306689565,0.32332817072867265,0.32193844411258626,0.3185052283142662,167.49338415159883,190.92697637541198,176.6449732988873,185.37105104961225
1,123.11329046639231,139.09308470507546,133.30785322359395,0.975070977918826,0.9722329980530199,0.972989223448714,0.9724580366191157,0.2951907035310568,0.28033560621966486,0.28298998858695873,0.2810227055584793,156.07437639966852,174.12447140035977,169.06032988804282,172.71282787000476
1,141.5323353909465,160.95405521262003,129.99558470507546,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,0.4075116315526246,0.3811596944630651,0.39426914084749515,0.3963809462072263,96.46810766580926,105.8205283232768,99.84710508182978,103.0994173311674
1,141.5323353909465,160.95405521262003,129.99558470507546,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,0.4075116315526246,0.3811596944630651,0.39426914084749515,0.3963809462072263,96.46810766580926,105.8205283232768,99.84710508182978,103.0994173311674
1,122.9047633744856,144.19894290123457,123.16580161179698,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,0.25916000871507905,0.24860667452751053,0.25529195707750435,0.2503571546038428,248.76294315247196,268.52742413042904,228.10474504739017,273.59497605757343
1,134.95812671467763,155.80334619341565,134.38632630315502,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,0.2700565781746564,0.2590203670208816,0.2632674384666963,0.26278920761212066,178.21713867356766,189.46335387848586,165.88184409992533,177.8664914456838
1,122.9047633744856,144.19894290123457,123.16580161179698,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,0.25916000871507905,0.24860667452751053,0.25529195707750435,0.2503571546038428,248.76294315247196,268.52742413042904,228.10474504739017,273.59497605757343
1,132.38135373799724,153.02436042524005,134.24353137860084,0.9652713679745323,0.9630822977128368,0.965764223798831,0.9616455936976162,0.33897593869396153,0.3245997287444026,0.32979715425082484,0.3265044776412516,156.57774849268742,166.75270605024,154.40374763136424,173.24179029451497
1,132.38135373799724,153.02436042524005,134.24353137860084,0.9652713679745323,0.9630822977128368,0.965764223798831,0.9616455936976162,0.33897593869396153,0.3245997287444026,0.32979715425082484,0.3265044776412516,156.57774849268742,166.75270605024,154.40374763136424,173.24179029451497
1,125.75729852537722,146.42297067901234,130.29763203017833,0.9667701585239317,0.9647730849026305,0.9656232784061228,0.9639370901028111,0.30390279830744255,0.2939697192260777,0.2947845826226259,0.2926941651105919,168.18190267011906,178.60039161290078,174.03636864773313,182.83870023218705
1,125.75729852537722,146.42297067901234,130.29763203017833,0.9667701585239317,0.9647730849026305,0.9656232784061228,0.9639370901028111,0.30390279830744255,0.2939697192260777,0.2947845826226259,0.2926941651105919,168.18190267011906,178.60039161290078,174.03636864773313,182.83870023218705
1,141.9447033607682,158.8803163580247,145.48244770233197,0.9790967915086936,0.9757217240718434,0.9778036861974152,0.975722409741465,0.36304363450735727,0.3466125432014463,0.35087295624449855,0.3510753364409716,152.09503014643053,176.93066879951013,161.53990783807436,176.92630007879126
1,123.15765089163237,152.3475600137174,130.8148268175583,0.956499556726144,0.9542015231989394,0.9604597613290787,0.9559635722556423,0.33988905297152405,0.3320538980499945,0.3677881736414624,0.34749673801982106,256.68731007753655,270.5886129959796,233.4194039621233,260.17877551446065
1,123.15765089163237,152.3475600137174,130.8148268175583,0.956499556726144,0.9542015231989394,0.9604597613290787,0.9559635722556423,0.33988905297152405,0.3320538980499945,0.3677881736414624,0.34749673801982106,256.68731007753655,270.5886129959796,233.4194039621233,260.17877551446065
1,127.61518175582991,151.09900548696845,134.17556755829904,0.9564656033616306,0.9529318560419388,0.9576600768886218,0.9565116811703738,0.3672662585570087,0.3591073287395249,0.3883913997101574,0.37072181789765113,242.50427045652035,262.5509260858951,235.69384237727812,242.583398688543
1,166.04325703017832,182.92507973251028,163.9495010288066,0.9722291868714898,0.9702319445260127,0.9723374869683927,0.969968752105547,0.34760395158976104,0.3390036231946328,0.34060904538111986,0.3372031971088458,179.87236089578576,193.06678321196733,179.1687372954386,194.7729059852848
1,127.61518175582991,151.09900548696845,134.17556755829904,0.9564656033616306,0.9529318560419388,0.9576600768886218,0.9565116811703738,0.3672662585570087,0.3591073287395249,0.3883913997101574,0.37072181789765113,242.50427045652035,262.5509260858951,235.69384237727812,242.583398688543
1,135.50005829903978,158.32834104938271,146.27695130315502,0.9610758893157343,0.9595363261082259,0.9599574472334539,0.9565401035642245,0.33901496708073303,0.32496200355916566,0.32635871168176944,0.32478500955555967,183.35369681310553,190.96164024821576,188.67161843239515,205.10139180637867
1,135.50005829903978,158.32834104938271,146.27695130315502,0.9610758893157343,0.9595363261082259,0.9599574472334539,0.9565401035642245,0.33901496708073303,0.32496200355916566,0.32635871168176944,0.32478500955555967,183.35369681310553,190.96164024821576,188.67161843239515,205.10139180637867
1,138.77780092592593,163.9369761659808,145.0032896090535,0.9649471287133053,0.9626783862313562,0.96613212623481,0.9628223018038647,0.33555436285133833,0.3208713138943671,0.34905622563697364,0.3409824179002255,143.56810594315874,153.12190527357166,138.6577562446234,152.53131521124655
1,138.77780092592593,163.9369761659808,145.0032896090535,0.9649471287133053,0.9626783862313562,0.96613212623481,0.9628223018038647,0.33555436285133833,0.3208713138943671,0.34905622563697364,0.3409824179002255,143.56810594315874,153.12190527357166,138.6577562446234,152.53131521124655
1,134.9918038408779,157.4947599451303,144.52222650891633,0.9610939078448087,0.9599252203216498,0.9655490334529888,0.957517997426853,0.339924133618227,0.32897881887509417,0.32803182482610244,0.3181548889975435,198.44478811370567,204.86026744380487,176.46661670974,217.16316714115638
1,134.9918038408779,157.4947599451303,144.52222650891633,0.9610939078448087,0.9599252203216498,0.9655490334529888,0.957517997426853,0.339924133618227,0.32897881887509417,0.32803182482610244,0.3181548889975435,198.44478811370567,204.86026744380487,176.46661670974,217.16316714115638
1,135.4928806584362,159.0032973251029,136.38818501371742,0.9541200988351872,0.9529237431600468,0.9617639320554013,0.954264939355969,0.32097010331299136,0.30919329586402716,0.3172184826629475,0.3112301051749705,202.36636520242297,208.08892566439297,169.14716365203157,202.1599031246267
1,135.4928806584362,159.0032973251029,136.38818501371742,0.9541200988351872,0.9529237431600468,0.9617639320554013,0.954264939355969,0.32097010331299136,0.30919329586402716,0.3172184826629475,0.3112301051749705,202.36636520242297,208.08892566439297,169.14716365203157,202.1599031246267
1,166.04325703017832,182.92507973251028,163.9495010288066,0.9722291868714898,0.9702319445260127,0.9723374869683927,0.969968752105547,0.34760395158976104,0.3390036231946328,0.34060904538111986,0.3372031971088458,179.87236089578576,193.06678321196733,179.1687372954386,194.7729059852848
1,135.61827160493826,151.13521347736625,125.39607167352538,0.9689550997622713,0.9662283066611461,0.9693709013066891,0.9668391413875481,0.3455510589359723,0.32980778537043837,0.33775771626362266,0.33574595033369814,127.68421791560513,139.19174348061992,126.3002609819249,136.6744905750482
1,119.11251457475994,141.2478120713306,128.50416066529493,0.9665521734347352,0.9655460575829913,0.9682701663563366,0.9656923031763116,0.2790727764481357,0.2711220587494856,0.2720873250765813,0.2705331222935365,210.59518432386594,217.3351650060365,199.81072006891753,216.41335370574734
1,119.11251457475994,141.2478120713306,128.50416066529493,0.9665521734347352,0.9655460575829913,0.9682701663563366,0.9656923031763116,0.2790727764481357,0.2711220587494856,0.2720873250765813,0.2705331222935365,210.59518432386594,217.3351650060365,199.81072006891753,216.41335370574734
1,117.6451225994513,133.22875171467763,116.6149151234568,0.968202543664818,0.9671092255711882,0.969144449759001,0.9653884765913076,0.3172415326706789,0.30391208239810563,0.3127378211834775,0.31140912022472883,104.0580835486781,107.83619715731726,101.15573471146409,113.47762693302691
1,117.6451225994513,133.22875171467763,116.6149151234568,0.968202543664818,0.9671092255711882,0.969144449759001,0.9653884765913076,0.3172415326706789,0.30391208239810563,0.3127378211834775,0.31140912022472883,104.0580835486781,107.83619715731726,101.15573471146409,113.47762693302691
1,143.21795781893005,164.35412808641976,151.89379458161866,0.9545400099815304,0.9451090907243092,0.9469492192365655,0.9444921955782041,0.4302096260279895,0.41682700267426975,0.42807148164311887,0.42015586592404935,186.33214470285657,225.46331673831816,217.6798458225822,227.99713761558743
1,143.21795781893005,164.35412808641976,151.89379458161866,0.9545400099815304,0.9451090907243092,0.9469492192365655,0.9444921955782041,0.4302096260279895,0.41682700267426975,0.42807148164311887,0.42015586592404935,186.33214470285657,225.46331673831816,217.6798458225822,227.99713761558743
1,135.94821073388204,157.54388803155007,136.37280349794239,0.9601173354799368,0.9579564814068803,0.9617774557274208,0.9588056312021322,0.29862387150205083,0.2902458331760688,0.2890598058353023,0.28668860485383774,135.8098776916509,143.46129475823997,130.2292833764046,140.56369194042205
1,135.94821073388204,157.54388803155007,136.37280349794239,0.9601173354799368,0.9579564814068803,0.9617774557274208,0.9588056312021322,0.29862387150205083,0.2902458331760688,0.2890598058353023,0.28668860485383774,135.8098776916509,143.46129475823997,130.2292833764046,140.56369194042205
2,136.58908093278464,145.4077914951989,115.1403420781893,0.972996176653952,0.9705032954766447,0.9726013242565351,0.969630170797588,0.3665713403909409,0.3568400173920521,0.36922031713854414,0.3590534203616748,172.8989500430824,189.0219878456872,175.28330404825482,194.61679634059746
2,136.96899862825788,154.80966735253773,126.77809413580248,0.9460038374635236,0.9360949018282055,0.9455992640981681,0.9427687504478186,0.3429982115872555,0.3302365148083784,0.3460056789801653,0.3357043226800685,277.77615676143546,329.2031843811204,280.1066752799607,294.82331124503963
2,136.96899862825788,154.80966735253773,126.77809413580248,0.9460038374635236,0.9360949018282055,0.9455992640981681,0.9427687504478186,0.3429982115872555,0.3302365148083784,0.3460056789801653,0.3357043226800685,277.77615676143546,329.2031843811204,280.1066752799607,294.82331124503963
2,140.4038803155007,146.52720164609053,100.61210819615913,0.9490744186824454,0.943607530104564,0.9486619790607855,0.9459480319922865,0.3731012732999835,0.3628869160807544,0.37298930747638215,0.3642197668731913,181.86460895783142,201.70998794242527,183.62621188634665,193.33442565749328
