label,H,S,V,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135
1,86.45389060356653,95.81981481481482,165.12230538408778,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,0.2700565781746564,0.2590203670208816,0.2632674384666963,0.26278920761212066,178.21713867356766,189.46335387848586,165.88184409992533,177.8664914456838
1,84.15671982167352,100.01221965020576,166.3839188957476,0.9620457436495419,0.9484436591897443,0.94732583547602,0.9470306610641491,0.3448516366082673,0.33390639767215274,0.33192451835573417,0.32284353701780905,174.90192075797657,237.63642708090404,242.55917312662694,244.1538475491134
1,86.17697445130315,109.21515089163238,165.5947299382716,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,0.4486198415096667,0.43386375683223233,0.44587640953844154,0.4349303942346114,150.29786821705278,177.66259190034384,165.6144056847518,177.8579535246989
1,86.17697445130315,109.21515089163238,165.5947299382716,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,0.4486198415096667,0.43386375683223233,0.44587640953844154,0.4349303942346114,150.29786821705278,177.66259190034384,165.6144056847518,177.8579535246989
1,89.31724022633745,95.98878515089163,165.66568930041151,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,0.33533473306689565,0.32332817072867265,0.32193844411258626,0.3185052283142662,167.49338415159883,190.92697637541198,176.6449732988873,185.37105104961225
1,89.31724022633745,95.98878515089163,165.66568930041151,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,0.33533473306689565,0.32332817072867265,0.32193844411258626,0.3185052283142662,167.49338415159883,190.92697637541198,176.6449732988873,185.37105104961225
1,92.30587105624143,84.21889574759945,148.58572359396433,0.975070977918826,0.9722329980530199,0.972989223448714,0.9724580366191157,0.2951907035310568,0.28033560621966486,0.28298998858695873,0.2810227055584793,156.07437639966852,174.12447140035977,169.06032988804282,172.71282787000476
1,83.79218621399177,96.90040037722908,168.4776148834019,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,0.4075116315526246,0.3811596944630651,0.39426914084749515,0.3963809462072263,96.46810766580926,105.8205283232768,99.84710508182978,103.0994173311674
1,83.79218621399177,96.90040037722908,168.4776148834019,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,0.4075116315526246,0.3811596944630651,0.39426914084749515,0.3963809462072263,96.46810766580926,105.8205283232768,99.84710508182978,103.0994173311674
1,82.25534465020576,94.22554783950618,149.1321407750343,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,0.25916000871507905,0.24860667452751053,0.25529195707750435,0.2503571546038428,248.76294315247196,268.52742413042904,228.10474504739017,273.59497605757343
1,86.45389060356653,95.81981481481482,165.12230538408778,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,0.2700565781746564,0.2590203670208816,0.2632674384666963,0.26278920761212066,178.21713867356766,189.46335387848586,165.88184409992533,177.8664914456838
1,82.25534465020576,94.22554783950618,149.1321407750343,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,0.25916000871507905,0.24860667452751053,0.25529195707750435,0.2503571546038428,248.76294315247196,268.52742413042904,228.10474504739017,273.59497605757343
1,88.58502572016461,95.91119341563785,163.52170010288066,0.9652713679745323,0.9630822977128368,0.965764223798831,0.9616455936976162,0.33897593869396153,0.3245997287444026,0.32979715425082484,0.3265044776412516,156.57774849268742,166.75270605024,154.40374763136424,173.24179029451497
1,88.58502572016461,95.91119341563785,163.52170010288066,0.9652713679745323,0.9630822977128368,0.965764223798831,0.9616455936976162,0.33897593869396153,0.3245997287444026,0.32979715425082484,0.3265044776412516,156.57774849268742,166.75270605024,154.40374763136424,173.24179029451497
1,88.79926611796982,99.01414094650205,157.2561694101509,0.9667701585239317,0.9647730849026305,0.9656232784061228,0.9639370901028111,0.30390279830744255,0.2939697192260777,0.2947845826226259,0.2926941651105919,168.18190267011906,178.60039161290078,174.03636864773313,182.83870023218705
1,88.79926611796982,99.01414094650205,157.2561694101509,0.9667701585239317,0.9647730849026305,0.9656232784061228,0.9639370901028111,0.30390279830744255,0.2939697192260777,0.2947845826226259,0.2926941651105919,168.18190267011906,178.60039161290078,174.03636864773313,182.83870023218705
1,88.54326303155007,90.97548182441702,168.879704218107,0.9790967915086936,0.9757217240718434,0.9778036861974152,0.975722409741465,0.36304363450735727,0.3466125432014463,0.35087295624449855,0.3510753364409716,152.09503014643053,176.93066879951013,161.53990783807436,176.92630007879126
1,85.4199537037037,112.8733573388203,164.42500771604938,0.956499556726144,0.9542015231989394,0.9604597613290787,0.9559635722556423,0.33988905297152405,0.3320538980499945,0.3677881736414624,0.34749673801982106,256.68731007753655,270.5886129959796,233.4194039621233,260.17877551446065
1,85.4199537037037,112.8733573388203,164.42500771604938,0.956499556726144,0.9542015231989394,0.9604597613290787,0.9559635722556423,0.33988905297152405,0.3320538980499945,0.3677881736414624,0.34749673801982106,256.68731007753655,270.5886129959796,233.4194039621233,260.17877551446065
1,86.29624056927298,100.96702589163237,161.5925342935528,0.9564656033616306,0.9529318560419388,0.9576600768886218,0.9565116811703738,0.3672662585570087,0.3591073287395249,0.3883913997101574,0.37072181789765113,242.50427045652035,262.5509260858951,235.69384237727812,242.583398688543
1,88.70485768175583,78.05029835390947,192.36911093964335,0.9722291868714898,0.9702319445260127,0.9723374869683927,0.969968752105547,0.34760395158976104,0.3390036231946328,0.34060904538111986,0.3372031971088458,179.87236089578576,193.06678321196733,179.1687372954386,194.7729059852848
1,86.29624056927298,100.96702589163237,161.5925342935528,0.9564656033616306,0.9529318560419388,0.9576600768886218,0.9565116811703738,0.3672662585570087,0.3591073287395249,0.3883913997101574,0.37072181789765113,242.50427045652035,262.5509260858951,235.69384237727812,242.583398688543
1,91.94947530864198,97.29442129629629,173.81135288065843,0.9610758893157343,0.9595363261082259,0.9599574472334539,0.9565401035642245,0.33901496708073303,0.32496200355916566,0.32635871168176944,0.32478500955555967,183.35369681310553,190.96164024821576,188.67161843239515,205.10139180637867
1,91.94947530864198,97.29442129629629,173.81135288065843,0.9610758893157343,0.9595363261082259,0.9599574472334539,0.9565401035642245,0.33901496708073303,0.32496200355916566,0.32635871168176944,0.32478500955555967,183.35369681310553,190.96164024821576,188.67161843239515,205.10139180637867
1,88.9186359739369,94.40470764746227,175.16066958161866,0.9649471287133053,0.9626783862313562,0.96613212623481,0.9628223018038647,0.33555436285133833,0.3208713138943671,0.34905622563697364,0.3409824179002255,143.56810594315874,153.12190527357166,138.6577562446234,152.53131521124655
1,88.9186359739369,94.40470764746227,175.16066958161866,0.9649471287133053,0.9626783862313562,0.96613212623481,0.9628223018038647,0.33555436285133833,0.3208713138943671,0.34905622563697364,0.3409824179002255,143.56810594315874,153.12190527357166,138.6577562446234,152.53131521124655
1,88.95129458161865,91.23921553497942,168.33874828532237,0.9610939078448087,0.9599252203216498,0.9655490334529888,0.957517997426853,0.339924133618227,0.32897881887509417,0.32803182482610244,0.3181548889975435,198.44478811370567,204.86026744380487,176.46661670974,217.16316714115638
1,88.95129458161865,91.23921553497942,168.33874828532237,0.9610939078448087,0.9599252203216498,0.9655490334529888,0.957517997426853,0.339924133618227,0.32897881887509417,0.32803182482610244,0.3181548889975435,198.44478811370567,204.86026744380487,176.46661670974,217.16316714115638
1,85.88078275034293,103.56994341563787,171.807313957476,0.9541200988351872,0.9529237431600468,0.9617639320554013,0.954264939355969,0.32097010331299136,0.30919329586402716,0.3172184826629475,0.3112301051749705,202.36636520242297,208.08892566439297,169.14716365203157,202.1599031246267
1,85.88078275034293,103.56994341563787,171.807313957476,0.9541200988351872,0.9529237431600468,0.9617639320554013,0.954264939355969,0.32097010331299136,0.30919329586402716,0.3172184826629475,0.3112301051749705,202.36636520242297,208.08892566439297,169.14716365203157,202.1599031246267
1,88.70485768175583,78.05029835390947,192.36911093964335,0.9722291868714898,0.9702319445260127,0.9723374869683927,0.969968752105547,0.34760395158976104,0.3390036231946328,0.34060904538111986,0.3372031971088458,179.87236089578576,193.06678321196733,179.1687372954386,194.7729059852848
1,85.9603669410151,94.74444787379973,158.52758316186558,0.9689550997622713,0.9662283066611461,0.9693709013066891,0.9668391413875481,0.3455510589359723,0.32980778537043837,0.33775771626362266,0.33574595033369814,127.68421791560513,139.19174348061992,126.3002609819249,136.6744905750482
1,86.1833744855967,90.42223165294925,147.14816015089164,0.9665521734347352,0.9655460575829913,0.9682701663563366,0.9656923031763116,0.2790727764481357,0.2711220587494856,0.2720873250765813,0.2705331222935365,210.59518432386594,217.3351650060365,199.81072006891753,216.41335370574734
1,86.1833744855967,90.42223165294925,147.14816015089164,0.9665521734347352,0.9655460575829913,0.9682701663563366,0.9656923031763116,0.2790727764481357,0.2711220587494856,0.2720873250765813,0.2705331222935365,210.59518432386594,217.3351650060365,199.81072006891753,216.41335370574734
1,90.22464334705076,82.80881687242798,139.45508916323732,0.968202543664818,0.9671092255711882,0.969144449759001,0.9653884765913076,0.3172415326706789,0.30391208239810563,0.3127378211834775,0.31140912022472883,104.0580835486781,107.83619715731726,101.15573471146409,113.47762693302691
1,90.22464334705076,82.80881687242798,139.45508916323732,0.968202543664818,0.9671092255711882,0.969144449759001,0.9653884765913076,0.3172415326706789,0.30391208239810563,0.3127378211834775,0.31140912022472883,104.0580835486781,107.83619715731726,101.15573471146409,113.47762693302691
1,89.65477280521262,93.29853052126201,180.21388717421124,0.9545400099815304,0.9451090907243092,0.9469492192365655,0.9444921955782041,0.4302096260279895,0.41682700267426975,0.42807148164311887,0.42015586592404935,186.33214470285657,225.46331673831816,217.6798458225822,227.99713761558743
1,89.65477280521262,93.29853052126201,180.21388717421124,0.9545400099815304,0.9451090907243092,0.9469492192365655,0.9444921955782041,0.4302096260279895,0.41682700267426975,0.42807148164311887,0.42015586592404935,186.33214470285657,225.46331673831816,217.6798458225822,227.99713761558743
1,87.59135716735254,93.75981910150891,167.84950102880657,0.9601173354799368,0.9579564814068803,0.9617774557274208,0.9588056312021322,0.29862387150205083,0.2902458331760688,0.2890598058353023,0.28668860485383774,135.8098776916509,143.46129475823997,130.2292833764046,140.56369194042205
1,87.59135716735254,93.75981910150891,167.84950102880657,0.9601173354799368,0.9579564814068803,0.9617774557274208,0.9588056312021322,0.29862387150205083,0.2902458331760688,0.2890598058353023,0.28668860485383774,135.8098776916509,143.46129475823997,130.2292833764046,140.56369194042205
2,54.73797839506173,91.91657836076817,146.8414283264746,0.972996176653952,0.9705032954766447,0.9726013242565351,0.969630170797588,0.3665713403909409,0.3568400173920521,0.36922031713854414,0.3590534203616748,172.8989500430824,189.0219878456872,175.28330404825482,194.61679634059746
2,76.85521433470508,96.2001183127572,160.53438443072702,0.9460038374635236,0.9360949018282055,0.9455992640981681,0.9427687504478186,0.3429982115872555,0.3302365148083784,0.3460056789801653,0.3357043226800685,277.77615676143546,329.2031843811204,280.1066752799607,294.82331124503963
2,76.85521433470508,96.2001183127572,160.53438443072702,0.9460038374635236,0.9360949018282055,0.9455992640981681,0.9427687504478186,0.3429982115872555,0.3302365148083784,0.3460056789801653,0.3357043226800685,277.77615676143546,329.2031843811204,280.1066752799607,294.82331124503963
2,33.47815072016461,103.16163923182442,147.15987825788753,0.9490744186824454,0.943607530104564,0.9486619790607855,0.9459480319922865,0.3731012732999835,0.3628869160807544,0.37298930747638215,0.3642197668731913,181.86460895783142,201.70998794242527,183.62621188634665,193.33442565749328
2,33.47815072016461,103.16163923182442,147.15987825788753,0.9490744186824454,0.943607530104564,0.9486619790607855,0.9459480319922865,0.3731012732999835,0.3628869160807544,0.37298930747638215,0.3642197668731913,181.86460895783142,201.70998794242527,183.62621188634665,193.33442565749328
2,55.77607338820302,109.51360082304527,150.51608196159123,0.9533375935144717,0.9503349535672295,0.9553256916345081,0.9506497822229274,0.34596902271735896,0.3343070531339298,0.34682601795533896,0.3372580750162133,178.31143238587683,189.92268366247677,170.73316968131192,188.7189344052798
