label,H,S,V,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135
1,86.45389060356653,95.81981481481482,165.12230538408778,6.29129198966455,6.650054932906627,6.377709732989181,6.4391030734794175,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,0.2700565781746564,0.2590203670208816,0.2632674384666963,0.26278920761212066
1,84.15671982167352,100.01221965020576,166.3839188957476,5.677229974160516,6.457178245187954,6.5196985357454205,6.595229992676256,0.9620457436495419,0.9484436591897443,0.94732583547602,0.9470306610641491,0.3448516366082673,0.33390639767215274,0.33192451835573417,0.32284353701780905
1,86.17697445130315,109.21515089163238,165.5947299382716,4.289087855297178,4.707985828001616,4.506931093884484,4.680513329003548,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,0.4486198415096667,0.43386375683223233,0.44587640953844154,0.4349303942346114
1,86.17697445130315,109.21515089163238,165.5947299382716,4.289087855297178,4.707985828001616,4.506931093884484,4.680513329003548,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,0.4486198415096667,0.43386375683223233,0.44587640953844154,0.4349303942346114
1,89.31724022633745,95.98878515089163,165.66568930041151,5.547504737295691,5.936130132254227,5.909679586563577,6.0475791517537205,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,0.33533473306689565,0.32332817072867265,0.32193844411258626,0.3185052283142662
1,89.31724022633745,95.98878515089163,165.66568930041151,5.547504737295691,5.936130132254227,5.909679586563577,6.0475791517537205,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,0.33533473306689565,0.32332817072867265,0.32193844411258626,0.3185052283142662
1,92.30587105624143,84.21889574759945,148.58572359396433,5.217571920758427,5.6547691436002525,5.653637381568072,5.682884253949657,0.975070977918826,0.9722329980530199,0.972989223448714,0.9724580366191157,0.2951907035310568,0.28033560621966486,0.28298998858695873,0.2810227055584793
1,83.79218621399177,96.90040037722908,168.4776148834019,4.3064366925066935,4.64448217962756,4.505237726098423,4.502108352565964,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,0.4075116315526246,0.3811596944630651,0.39426914084749515,0.3963809462072263
1,83.79218621399177,96.90040037722908,168.4776148834019,4.3064366925066935,4.64448217962756,4.505237726098423,4.502108352565964,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,0.4075116315526246,0.3811596944630651,0.39426914084749515,0.3963809462072263
1,82.25534465020576,94.22554783950618,149.1321407750343,7.5002678725241925,7.868687034453218,7.312548664944543,7.84749813435506,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,0.25916000871507905,0.24860667452751053,0.25529195707750435,0.2503571546038428
1,86.45389060356653,95.81981481481482,165.12230538408778,6.29129198966455,6.650054932906627,6.377709732989181,6.4391030734794175,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,0.2700565781746564,0.2590203670208816,0.2632674384666963,0.26278920761212066
1,82.25534465020576,94.22554783950618,149.1321407750343,7.5002678725241925,7.868687034453218,7.312548664944543,7.84749813435506,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,0.25916000871507905,0.24860667452751053,0.25529195707750435,0.2503571546038428
1,88.58502572016461,95.91119341563785,163.52170010288066,5.4262394487513985,5.692466418375206,5.575585701981473,5.754233115905625,0.9652713679745323,0.9630822977128368,0.965764223798831,0.9616455936976162,0.33897593869396153,0.3245997287444026,0.32979715425082484,0.3265044776412516
1,88.58502572016461,95.91119341563785,163.52170010288066,5.4262394487513985,5.692466418375206,5.575585701981473,5.754233115905625,0.9652713679745323,0.9630822977128368,0.965764223798831,0.9616455936976162,0.33897593869396153,0.3245997287444026,0.32979715425082484,0.3265044776412516
1,88.79926611796982,99.01414094650205,157.2561694101509,5.9962937123172875,6.264749830710588,6.301529715762643,6.369462659444384,0.9667701585239317,0.9647730849026305,0.9656232784061228,0.9639370901028111,0.30390279830744255,0.2939697192260777,0.2947845826226259,0.2926941651105919
1,88.79926611796982,99.01414094650205,157.2561694101509,5.9962937123172875,6.264749830710588,6.301529715762643,6.369462659444384,0.9667701585239317,0.9647730849026305,0.9656232784061228,0.9639370901028111,0.30390279830744255,0.2939697192260777,0.2947845826226259,0.2926941651105919
1,88.54326303155007,90.97548182441702,168.879704218107,4.880482342808073,5.300747294814157,5.170741602067355,5.3058985503247165,0.9790967915086936,0.9757217240718434,0.9778036861974152,0.975722409741465,0.36304363450735727,0.3466125432014463,0.35087295624449855,0.3510753364409716
1,85.4199537037037,112.8733573388203,164.42500771604938,7.013952627046161,7.2557973217626905,6.611881136951322,6.959596675005394,0.956499556726144,0.9542015231989394,0.9604597613290787,0.9559635722556423,0.33988905297152405,0.3320538980499945,0.3677881736414624,0.34749673801982106
1,85.4199537037037,112.8733573388203,164.42500771604938,7.013952627046161,7.2557973217626905,6.611881136951322,6.959596675005394,0.956499556726144,0.9542015231989394,0.9604597613290787,0.9559635722556423,0.33988905297152405,0.3320538980499945,0.3677881736414624,0.34749673801982106
1,86.29624056927298,100.96702589163237,161.5925342935528,6.656537467700757,6.929987320518785,6.40440740740783,6.617147876619437,0.9564656033616306,0.9529318560419388,0.9576600768886218,0.9565116811703738,0.3672662585570087,0.3591073287395249,0.3883913997101574,0.37072181789765113
1,88.70485768175583,78.05029835390947,192.36911093964335,5.52883462532313,5.82946614889301,5.647619293712448,5.805440776109417,0.9722291868714898,0.9702319445260127,0.9723374869683927,0.969968752105547,0.34760395158976104,0.3390036231946328,0.34060904538111986,0.3372031971088458
1,86.29624056927298,100.96702589163237,161.5925342935528,6.656537467700757,6.929987320518785,6.40440740740783,6.617147876619437,0.9564656033616306,0.9529318560419388,0.9576600768886218,0.9565116811703738,0.3672662585570087,0.3591073287395249,0.3883913997101574,0.37072181789765113
1,91.94947530864198,97.29442129629629,173.81135288065843,5.750017226529247,6.021124984453601,6.0408794142982885,6.149465008776184,0.9610758893157343,0.9595363261082259,0.9599574472334539,0.9565401035642245,0.33901496708073303,0.32496200355916566,0.32635871168176944,0.32478500955555967
1,91.94947530864198,97.29442129629629,173.81135288065843,5.750017226529247,6.021124984453601,6.0408794142982885,6.149465008776184,0.9610758893157343,0.9595363261082259,0.9599574472334539,0.9565401035642245,0.33901496708073303,0.32496200355916566,0.32635871168176944,0.32478500955555967
1,88.9186359739369,94.40470764746227,175.16066958161866,5.242838070629082,5.544731450643865,5.122026701120063,5.249694241373667,0.9649471287133053,0.9626783862313562,0.96613212623481,0.9628223018038647,0.33555436285133833,0.3208713138943671,0.34905622563697364,0.3409824179002255
1,88.9186359739369,94.40470764746227,175.16066958161866,5.242838070629082,5.544731450643865,5.122026701120063,5.249694241373667,0.9649471287133053,0.9626783862313562,0.96613212623481,0.9628223018038647,0.33555436285133833,0.3208713138943671,0.34905622563697364,0.3409824179002255
1,88.95129458161865,91.23921553497942,168.33874828532237,5.592767441860764,5.8194547131748875,5.700261843238878,6.10265975456462,0.9610939078448087,0.9599252203216498,0.9655490334529888,0.957517997426853,0.339924133618227,0.32897881887509417,0.32803182482610244,0.3181548889975435
1,88.95129458161865,91.23921553497942,168.33874828532237,5.592767441860764,5.8194547131748875,5.700261843238878,6.10265975456462,0.9610939078448087,0.9599252203216498,0.9655490334529888,0.957517997426853,0.339924133618227,0.32897881887509417,0.32803182482610244,0.3181548889975435
1,85.88078275034293,103.56994341563787,171.807313957476,6.292434108527456,6.548206216056242,6.091360034453417,6.446556155940979,0.9541200988351872,0.9529237431600468,0.9617639320554013,0.954264939355969,0.32097010331299136,0.30919329586402716,0.3172184826629475,0.3112301051749705
1,85.88078275034293,103.56994341563787,171.807313957476,6.292434108527456,6.548206216056242,6.091360034453417,6.446556155940979,0.9541200988351872,0.9529237431600468,0.9617639320554013,0.954264939355969,0.32097010331299136,0.30919329586402716,0.3172184826629475,0.3112301051749705
1,88.70485768175583,78.05029835390947,192.36911093964335,5.52883462532313,5.82946614889301,5.647619293712448,5.805440776109417,0.9722291868714898,0.9702319445260127,0.9723374869683927,0.969968752105547,0.34760395158976104,0.3390036231946328,0.34060904538111986,0.3372031971088458
1,85.9603669410151,94.74444787379973,158.52758316186558,5.060664082687989,5.381084078440683,5.196312661499323,5.336601380578639,0.9689550997622713,0.9662283066611461,0.9693709013066891,0.9668391413875481,0.3455510589359723,0.32980778537043837,0.33775771626362266,0.33574595033369814
1,86.1833744855967,90.42223165294925,147.14816015089164,6.549418604651392,6.751098658117749,6.651683031869302,6.817699624107804,0.9665521734347352,0.9655460575829913,0.9682701663563366,0.9656923031763116,0.2790727764481357,0.2711220587494856,0.2720873250765813,0.2705331222935365
1,86.1833744855967,90.42223165294925,147.14816015089164,6.549418604651392,6.751098658117749,6.651683031869302,6.817699624107804,0.9665521734347352,0.9655460575829913,0.9682701663563366,0.9656923031763116,0.2790727764481357,0.2711220587494856,0.2720873250765813,0.2705331222935365
1,90.22464334705076,82.80881687242798,139.45508916323732,4.710543496985864,4.982902564918013,4.909782945736922,4.983147862799519,0.968202543664818,0.9671092255711882,0.969144449759001,0.9653884765913076,0.3172415326706789,0.30391208239810563,0.3127378211834775,0.31140912022472883
1,90.22464334705076,82.80881687242798,139.45508916323732,4.710543496985864,4.982902564918013,4.909782945736922,4.983147862799519,0.968202543664818,0.9671092255711882,0.969144449759001,0.9653884765913076,0.3172415326706789,0.30391208239810563,0.3127378211834775,0.31140912022472883
1,89.65477280521262,93.29853052126201,180.21388717421124,5.079416020672177,5.532328360581622,5.349807924203667,5.564782825003047,0.9545400099815304,0.9451090907243092,0.9469492192365655,0.9444921955782041,0.4302096260279895,0.41682700267426975,0.42807148164311887,0.42015586592404935
1,89.65477280521262,93.29853052126201,180.21388717421124,5.079416020672177,5.532328360581622,5.349807924203667,5.564782825003047,0.9545400099815304,0.9451090907243092,0.9469492192365655,0.9444921955782041,0.4302096260279895,0.41682700267426975,0.42807148164311887,0.42015586592404935
