label,R,G,B,correlation,homogeneity,contrast
1,115.41750192901235,142.83846643518518,101.10894483024691,0.9560879348563819,0.24136173169769726,231.43734265734267
1,109.60122685185185,134.24682484567901,104.10392939814815,0.9488559361438833,0.231263515860151,296.1848504273504
1,115.4187287808642,142.83675540123457,101.11256558641975,0.9560902571982675,0.24142254662007662,231.4219172494172
1,109.5976523919753,134.24755015432098,104.10638310185185,0.9488544670251611,0.23105008731307194,296.19147047397047
1,95.42766975308642,128.51526234567902,73.89561342592593,0.9451940901286968,0.21963845996100065,264.99046620046624
1,95.42681134259259,128.5159413580247,73.8945486111111,0.9451984567308763,0.21961565286408496,264.95917637917637
1,80.1581674382716,114.8697337962963,60.72563657407407,0.9373856523868684,0.18380835447400326,302.812567987568
1,80.15906442901235,114.86945794753086,60.727845293209874,0.9373873066140715,0.18368045210735817,302.8019114219115
1,90.88774305555556,117.87879436728394,71.52121913580247,0.9610602491254248,0.23206999003256049,270.03674825174824
1,100.58739390432099,137.22762152777779,96.02918595679013,0.9483406782529868,0.2645454180922145,312.36032439782446
1,100.59377893518518,137.22424575617285,96.0289737654321,0.9483446650204228,0.264571604888241,312.3340986790987
1,127.49408564814814,151.9918711419753,114.74237075617285,0.9535555929143681,0.30053339934597545,231.40623543123536
1,96.36430941358024,128.4025675154321,85.33828896604938,0.9421489857979424,0.24440563660902848,354.35392968142963
1,128.5267052469136,154.7297974537037,107.00943672839506,0.9585300431221611,0.25256789833855536,281.73341491841495
1,96.36342013888888,128.40329668209876,85.33484760802469,0.9421478145291251,0.24442372257612668,354.3598096348096
1,106.59236689814814,140.20500578703704,99.3947974537037,0.9505951875172254,0.250778136878418,288.2224592074592
1,106.58701003086419,140.20604552469135,99.39379436728395,0.9505938258459824,0.25067889704907004,288.21843628593626
1,114.64875385802469,148.75113425925926,104.18386959876543,0.9561269715979691,0.2612184096382046,214.3209906759907
1,114.65214891975309,148.75000964506174,104.18218171296296,0.9561237479170377,0.2613278018124946,214.3344658119658
1,117.8856963734568,145.3975385802469,118.75806327160494,0.9584435030794947,0.2809663529339732,245.5920124320124
1,117.8862287808642,145.39492669753088,118.76186149691358,0.9584419741198947,0.2809152447447688,245.59630730380732
1,105.40390432098765,141.84487075617284,83.23115740740741,0.9461654667925617,0.23098018279553953,241.6760936285936
1,102.86507330246914,134.83292438271604,88.68930362654321,0.9571690653705167,0.33466352410648337,244.3509867909868
1,105.40319444444444,141.84566165123456,83.228800154321,0.946164476312518,0.23094972560340865,241.67891608391605
1,128.52106288580248,154.73113040123457,107.01510030864198,0.9585294050396702,0.2525945222930189,281.73050893550896
1,111.6797974537037,134.2925636574074,83.83676890432099,0.9570290543896308,0.272700486635536,180.50923271173275
1,88.92107445987655,118.22978202160493,88.88806905864197,0.9595179855925793,0.22465766032334925,309.437804972805
1,88.92413966049382,118.22657600308642,88.89224922839506,0.9595169053204868,0.22462919488029265,309.4457672882673
1,86.7332388117284,113.60599729938272,69.11862075617285,0.960246709868575,0.2388559052580725,151.53183954933954
1,86.738125,113.60403356481481,69.11597029320987,0.9602490411756012,0.2388868886994192,151.52115384615388
1,124.73298804012346,152.37126929012345,117.20215277777778,0.9437011486437729,0.3353042856316227,281.93346542346546
1,124.72762152777777,152.37194830246915,117.20286265432098,0.9437020915139442,0.3351988217928646,281.92571678321684
1,103.06598765432099,137.13867669753085,75.1975848765432,0.9415687373405519,0.2147937794693897,219.34166666666658
1,102.86725887345679,134.83001543209878,88.6876099537037,0.9571680026961199,0.33460389169403376,244.3609343434343
1,103.07121913580247,137.13495756172838,75.2024749228395,0.9415672131216425,0.21471243523088657,219.35151515151517
1,105.33485532407407,135.8298109567901,101.45406442901235,0.9575756406235317,0.2550609625172128,250.09725912975912
1,105.33131172839506,135.8308777006173,101.45836033950617,0.9575740372844368,0.2553818819714992,250.09876068376067
1,93.66989390432099,116.18184606481482,94.96391203703703,0.9679250368748459,0.2497852606584452,251.88719114219114
1,114.09361304012346,143.2530150462963,71.31971064814815,0.9432850749063375,0.25986292881331063,164.19440753690753
1,114.08889660493827,143.2525848765432,71.32302469135803,0.9432742903494523,0.25986684247591285,164.2241686091686
2,103.55400077160493,119.41209490740741,71.66677083333333,0.9602414566481184,0.25859077876430736,261.14250971250965
2,103.55273533950617,119.41327546296296,71.67095679012345,0.9602401686473419,0.258540582504482,261.1513209013209
2,118.26354938271605,107.40823688271605,114.83743441358024,0.8904871261656196,0.1695841199138317,563.4214743589744
2,111.21097608024691,124.47265625,84.48781828703704,0.8674975570775693,0.16252351583673075,338.20029526029526
2,96.68113618827161,114.01866705246914,91.74202739197531,0.9319302702272286,0.16511571758397725,313.43325174825173
2,118.26457947530864,107.40975115740741,114.8378163580247,0.89048788796911,0.1698103862219866,563.418238150738
2,95.0746913580247,108.18414930555555,78.99516782407407,0.9346295725890776,0.14111667304196518,240.27345571095574
2,98.13485146604938,120.9870524691358,90.05875,0.9351320756030819,0.17637883764128812,280.53980380730377
2,97.32983024691357,85.68300154320988,87.47777777777777,0.867298763471637,0.10730519366123845,497.69057886557886
2,118.77524112654321,107.60189043209877,97.8357600308642,0.90749266677794,0.17512585154875,399.2138655788656
2,118.77435570987655,107.60053819444444,97.84362654320988,0.9074921231396417,0.17516646654283252,399.2150135975137
2,117.06837962962963,139.69533179012345,92.34185956790124,0.9280816537182855,0.2565571203497175,373.05484071484074
2,106.16198881172839,101.62172067901234,102.16586033950617,0.9059573597770996,0.1490687762798895,506.0860042735043
2,102.11331597222222,129.14444058641976,88.77485146604938,0.9158123945031511,0.21358199715138346,425.43411616161615
2,73.24590470679013,115.0044212962963,77.18190779320987,0.9459706922522171,0.2770647623063508,293.34104312354305
2,124.14258294753087,140.47422839506171,115.38249035493827,0.9636170606984347,0.25334081180613166,298.9537529137529
2,102.11052083333334,129.1436400462963,88.77877507716049,0.9158093191032235,0.2136742083803588,425.4535897435897
2,79.49088348765432,112.5052449845679,78.21451774691359,0.9413645791488482,0.19002772305377533,341.1783954933955
2,89.71074459876543,118.73003279320987,81.13589699074075,0.9475144574290092,0.22133375693641041,306.18758741258745
2,96.5089486882716,119.8791724537037,81.82153935185185,0.9349804723412819,0.20989029569618428,388.1162587412587
2,74.31372685185185,103.94967785493827,64.57643518518519,0.9540520614937772,0.19882406642010625,271.92145299145295
2,79.31670910493827,117.59204089506173,74.0087037037037,0.9277131655641039,0.23519304678660832,357.1689374514375
2,117.07240162037037,139.6944849537037,92.34195987654321,0.9280862165335623,0.25649607155033693,373.0229098679099
2,81.17900462962963,110.76615162037037,70.77248649691359,0.9269594295007546,0.16749526281983632,380.4057750582752
2,86.87721450617283,101.29867283950617,64.55116898148148,0.9393368862739101,0.1708870282769985,293.8236732711733
2,107.67104359567901,116.36243441358025,80.19238040123457,0.9058952008111599,0.1834498112140845,503.06799145299163
2,105.8882388117284,125.28707947530864,80.97263310185186,0.8444944398295917,0.15662212439819057,579.4178088578088
2,107.89391589506172,123.21172453703704,81.57327932098765,0.8390979240350686,0.18764999725613707,565.0782381507382
2,89.18913194444444,108.77084104938271,76.87411265432098,0.9346451132490574,0.18332166168098724,356.9681196581197
2,105.08275848765432,132.45841435185184,82.35113040123457,0.9007765697961444,0.2150869954413261,430.0939121989122
2,107.88857831790123,123.21442322530864,81.57343171296296,0.839093339565657,0.18749920644152154,565.1014160839161
2,116.47144675925927,131.56922839506174,79.43811728395062,0.9300550484768427,0.27420935383604106,172.62854506604506
2,104.38650655864197,121.49014081790123,88.33792824074074,0.9018338229933794,0.1634473096735985,475.1121814296816
2,121.02317708333334,130.05660493827162,66.82672067901234,0.9296647124346066,0.24550548628904076,245.3455788655789
2,104.3879726080247,121.48797646604939,88.34784336419753,0.9018335755572809,0.16341900636006382,475.110240870241
2,121.0260725308642,130.05215470679013,66.83418788580246,0.9296667059636377,0.245704069075492,245.33528166278168
2,119.40447337962964,137.61073302469137,74.2322125771605,0.9350169191482846,0.263070887167307,247.36157536907538
2,119.39981481481482,137.6145910493827,74.23247106481482,0.9350108886564412,0.2630029848118077,247.39047785547783
2,102.85723572530864,137.43136574074074,86.5589525462963,0.9163413368003291,0.23530598595521707,331.26061383061386
2,92.4484837962963,113.08191936728394,79.58358024691358,0.9405913506467849,0.17889945113099523,294.8008275058275
