label,R,G,B,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135
1,115.41750192901235,142.83846643518518,101.10894483024691,7.5763636363645,8.049805327550567,7.5980633255639765,7.720213944634971,0.24136173169772224,0.22923571910955295,0.233862165629154,0.23435454730333052,231.43734265736583,247.10577658317092,206.558381895899,228.3216659904962
1,109.60122685185185,134.24682484567901,104.10392939814815,8.368012820512606,8.636186838739386,7.631099456099445,8.633106800663182,0.23126351586014407,0.225174813500814,0.23918228747195575,0.22739411295718545,296.1848504273405,310.0497507100826,233.52435120434393,317.2472028027156
1,115.4187287808642,142.83675540123457,101.11256558641975,7.5752622377631535,8.04833845697842,7.5974242424249026,7.719741893200844,0.24142254662010137,0.22921370759954443,0.23381367303014394,0.2343296873122882,231.42191724944013,247.074371508422,206.54058275059964,228.30669688840453
1,109.5976523919753,134.24755015432098,104.10638310185185,8.369586247086051,8.636857854001029,7.632509712509718,8.633274554478538,0.2310500873130649,0.22512239081701435,0.23899181636321068,0.22728433817402258,296.1914704739602,310.02935496712576,233.53606837606125,317.2208303424313
1,95.42766975308642,128.51526234567902,73.89561342592593,8.442319347320465,8.75114306669744,8.518750971252276,8.891757825912187,0.2196384599610302,0.2102537194535719,0.21446043806806675,0.20982310447994945,264.99046620049864,278.13143316381513,253.6757400932711,291.83489708503976
1,95.42681134259259,128.5159413580247,73.8945486111111,8.44154234654334,8.750760744048415,8.5181468531481,8.890802019289394,0.21961565286411233,0.21026616506298848,0.21450532936835856,0.20991930493814606,264.9591763792085,278.12060719084553,253.65813131316233,291.8046545832446
1,80.1581674382716,114.8697337962963,60.72563657407407,9.726884226885538,9.942128834932005,9.936946386947717,10.178306700791534,0.18380835447402818,0.17832129717553977,0.1780676548820149,0.17644003049732082,302.8125679876088,310.3022377579389,293.1523076923435,320.9594816017667
1,80.15906442901235,114.86945794753086,60.727845293209874,9.727261072262387,9.942041056772972,9.936713286714534,10.178710480324076,0.18368045210738168,0.17840088772082363,0.17818430823262937,0.17646276641921504,302.80191142195093,310.29762842926687,293.1452680653037,320.9572637402766
1,90.88774305555556,117.87879436728394,71.52121913580247,7.678752913754417,8.034580693488673,7.581993006994765,8.109092646923287,0.23206999003260464,0.22389743622586838,0.23094992900317646,0.2226004851306971,270.03674825180065,294.7857939827843,248.1751825952338,294.99768460730144
1,100.58739390432099,137.22762152777779,96.02918595679013,8.4272163947177,8.700181018072445,7.906561771563027,8.273029087733226,0.2645454180922508,0.25760019720528915,0.29043608138303495,0.2753929071336037,312.3603243978685,327.4657236042055,278.63024087028145,312.5743227428058
1,100.59377893518518,137.22424575617285,96.0289737654321,8.427105672107004,8.699966449238756,7.906113053614294,8.27297837146342,0.2645716048882799,0.2574605278610123,0.29041722500387435,0.27548683371547944,312.3340986791462,327.4180464093629,278.59722027976073,312.53736228588974
1,127.49408564814814,151.9918711419753,114.74237075617285,6.702443667443506,7.501299116757594,7.164679487179316,7.581735120627611,0.3005333993459668,0.2995058678896057,0.3079978503512497,0.29021661313835473,231.40623543122604,302.53772120099853,282.0053554778396,305.606562685345
1,96.36430941358024,128.4025675154321,85.33828896604938,9.561726884228266,10.032608610844392,9.20632478632617,9.496309416062868,0.2444056366090613,0.23632616745101062,0.25961349121622557,0.24771972060475242,354.35392968148295,394.03519904193956,349.59181041186434,359.7667753816194
1,128.5267052469136,154.7297974537037,107.00943672839506,8.009949494950861,8.531065665867668,8.191250971252174,8.477019677914466,0.2525678983385965,0.24403270251070683,0.24615847158975057,0.24033911090778376,281.73341491845935,308.6658656097584,282.90569153072653,310.44055077876266
1,96.36342013888888,128.40329668209876,85.33484760802469,9.561212121213378,10.032304313225774,9.206204351205631,9.49599926656684,0.24442372257615708,0.2362940036806756,0.2596372905251906,0.24761400729638985,354.3598096348595,394.0352380544555,349.59725330230594,359.74210971887817
1,106.59236689814814,140.20500578703704,99.3947974537037,8.219681429682465,8.40118910146539,8.133766511267458,8.578395649326055,0.2507781368784462,0.24320394620880165,0.2497060975986579,0.2444693138360289,288.2224592074937,286.8199884523535,257.87335858588443,306.9832012110114
1,106.58701003086419,140.20604552469135,99.39379436728395,8.220367132868112,8.401095471429066,8.133313908314856,8.578863799508605,0.25067889704909735,0.2432027713826919,0.24993986015707906,0.2444113460589596,288.21843628596935,286.8284931806752,257.88948717951354,307.0024499860226
1,114.64875385802469,148.75113425925926,104.18386959876543,7.014992229992605,7.348791392279777,6.567909867910272,6.944202350115039,0.2612184096382162,0.25053436077165375,0.28072754565266067,0.2706369409283492,214.320990676,221.99313769860674,183.95425796426917,222.01126096255229
1,114.65214891975309,148.75000964506174,104.18218171296296,7.014582362082664,7.348292032085107,6.568234265734711,6.943449408571433,0.26132780181250426,0.250520500043326,0.2807132048506883,0.2707896106376002,214.33446581197109,221.99648887366638,183.9715015540131,222.0205264349192
1,117.8856963734568,145.3975385802469,118.75806327160494,6.891833721833455,6.984531537718357,6.674448329447936,7.3999192440945,0.2809663529339591,0.27796571132717834,0.28187322975734025,0.26468526786366076,245.59201243199612,244.1031607940137,202.88832167830526,263.3044400143928
1,117.8862287808642,145.39492669753088,118.76186149691358,6.891373348873131,6.98401462189178,6.674133644133262,7.399761243407796,0.2809152447447542,0.2781478725958729,0.2818812241249694,0.26472328527862354,245.59630730379098,244.09366319718657,202.87628205126566,263.2990972504331
1,105.40390432098765,141.84487075617284,83.23115740740741,8.246031468532335,8.796081582973216,8.584024864025762,8.539160762774097,0.23098018279556207,0.22084006783355878,0.22504978309340093,0.2223363850735162,241.67609362861722,264.53197075626053,244.16967365969774,248.31386348744553
1,102.86507330246914,134.83292438271604,88.68930362654321,6.294898989899474,6.946958584314953,6.531790986791438,6.889731125746131,0.33466352410651057,0.3226351036655636,0.33623148678210985,0.3229337343532199,244.350986791006,290.94229658878805,263.6321678321871,290.53696825945866
1,105.40319444444444,141.84566165123456,83.228800154321,8.246181041181762,8.796460004370775,8.58432789432879,8.539106145252779,0.23094972560343036,0.22065610429113397,0.2250148147570046,0.22233239338659366,241.67891608394018,264.5288848663071,244.17397824400248,248.31524062923233
1,128.52106288580248,154.73113040123457,107.01510030864198,8.009432789434056,8.530640429451603,8.19107614607732,8.477035282920758,0.2525945222930557,0.2441605846008234,0.24629098608387592,0.24048438805431885,281.73050893555074,308.65330357985664,282.90840714844063,310.45159132056847
1,111.6797974537037,134.2925636574074,83.83676890432099,6.658657731158251,6.923262382573412,6.748094405594922,6.960025826286143,0.27270048663555807,0.2649576223603243,0.2660074245552739,0.2597430208936468,180.5092327117485,192.6762273337538,171.26842463094113,186.45933140353895
1,88.92107445987655,118.22978202160493,88.88806905864197,8.778329448330938,9.013547095910617,8.77582556332712,9.130713382855667,0.22465766032338452,0.21844995995345143,0.21952655665498508,0.21690791379424287,309.43780497285314,319.5546701882802,282.0236421911851,315.4062041603737
1,88.92413966049382,118.22657600308642,88.89224922839506,8.778028360529762,9.0130886988569,8.775452602954203,9.130514419028007,0.2246291948803268,0.21852329410411475,0.21966441855102523,0.21691300937434912,309.4457672883133,319.54928451055196,282.03128399382643,315.40719117700934
1,86.7332388117284,113.60599729938272,69.11862075617285,6.6130477855482255,7.104075637465287,7.1370920745925,7.033453231797539,0.23885590525808673,0.2227967833288377,0.22790037284744075,0.23368169601988334,151.53183954935102,161.64880348617504,165.05986208237405,171.93528603978174
1,86.738125,113.60403356481481,69.11597029320987,6.612400932401356,7.103732327331416,7.136979409479874,7.03348834306123,0.23888688869943317,0.22280648149829518,0.22787619506938125,0.2336350527913977,151.52115384616502,161.64116483569705,165.05531662782852,171.93166177711683
1,124.73298804012346,152.37126929012345,117.20215277777778,7.116223776223876,7.5204230517161434,6.903088578088641,7.486363175307819,0.33530428563162246,0.3251671793270529,0.3418527038898544,0.3299893551698665,281.933465423469,314.1255929902738,271.80660839161334,308.6451714210362
1,124.72762152777777,152.37194830246915,117.20286265432098,7.116746309246368,7.519956852159325,6.903840326340404,7.486786461097952,0.33519882179286464,0.3252717251786365,0.3417389782727249,0.3297991140092861,281.92571678322076,314.1118157205252,271.81431041181077,308.6306021972271
1,103.06598765432099,137.13867669753085,75.1975848765432,7.856627816628524,8.259058706034146,8.070324397825166,8.273783979902015,0.2147937794694091,0.2085061208325438,0.20454881427885468,0.2004737909091378,219.341666666684,232.9741503074503,205.43646658898493,225.82170695362493
1,102.86725887345679,134.83001543209878,88.6876099537037,6.295561383061968,6.947584735184144,6.532620435120911,6.890445054774597,0.3346038916940634,0.3226880933076025,0.3360734882617295,0.32286285508465834,244.36093434345497,290.9668374114888,263.6392987568192,290.5224985175644
1,103.07121913580247,137.13495756172838,75.2024749228395,7.857397047397734,8.25971801754115,8.071278166278862,8.275005071628183,0.21471243523090516,0.20846471378949427,0.20447434968854047,0.20046233407060324,219.35151515153228,232.99517025064668,205.4485314685493,225.84761126372823
1,105.33485532407407,135.8298109567901,101.45406442901235,7.547799145300131,7.979500873881966,7.781252913753887,8.122643644082526,0.25506096251724136,0.24690461333314856,0.24533965899159252,0.2409812412182607,250.09725912978845,279.59113908747713,241.8755303030543,265.57255157459826
1,105.33131172839506,135.8308777006173,101.45836033950617,7.546802641803658,7.980310383572619,7.780260295261243,8.122269123936492,0.2553818819715277,0.2465882355662001,0.24541581889459663,0.24093147777218307,250.09876068378713,279.5851643207686,241.8756721056952,265.5611092038877
1,93.66989390432099,116.18184606481482,94.96391203703703,7.070458430459295,7.482344886241431,7.222334887335849,7.509349349273132,0.24978526065847348,0.23726943665970324,0.2405498649897561,0.23433946986322976,251.88719114222036,268.3952221373268,234.31766899769215,256.1174881402608
1,114.09361304012346,143.2530150462963,71.31971064814815,6.85155594405657,7.321566508536955,7.088073038073708,7.122159888893181,0.2598629288133313,0.243057733211321,0.25084130890654466,0.25119438993627097,164.19440753692405,178.93569762181914,165.56680652682385,173.18057722919525
1,114.08889660493827,143.2525848765432,71.32302469135803,6.8518570318576595,7.322163400019596,7.087783605284304,7.1221910989053665,0.259866842475933,0.24307789804853472,0.2508936073787973,0.2512407524742505,164.2241686091854,178.97001693145276,165.57394522146177,173.17985939891528
2,103.55400077160493,119.41209490740741,71.66677083333333,8.225481740482861,8.807980400114436,8.501981351982689,8.78703848194716,0.25859077876434855,0.2421066015043088,0.24975211227782446,0.24802442347325565,261.1425097125459,295.32723307644477,278.2698834499256,305.255563184747
2,103.55273533950617,119.41327546296296,71.67095679012345,8.225804195805292,8.808093536408697,8.501993006994333,8.786541072378162,0.2585405825045221,0.2420136644194525,0.24953568961717043,0.24809940546706763,261.1513209013565,295.32474407796997,278.2528438228841,305.27293740839366
2,118.26354938271605,107.40823688271605,114.83743441358024,13.76747280497369,14.037130161357766,13.813502331003129,14.803589541527094,0.1695841199138426,0.1654871324963549,0.17272601455025333,0.15672530722484912,563.421474359015,589.2206567367682,573.0039840715253,629.4664902001447
2,111.21097608024691,124.47265625,84.48781828703704,11.49724164724197,11.692076168035797,11.591689976690274,12.26807644892578,0.16252351583673688,0.15734736521989146,0.15700760499575958,0.14905240961287622,338.2002952603085,347.47053579791196,340.03928904429836,371.99268710405136
2,96.68113618827161,114.01866705246914,91.74202739197531,10.77710178710238,11.324154988921727,11.066297591298305,11.761190739990713,0.16511571758398558,0.15390044481909468,0.15877335113343605,0.15099437026648496,313.43325174826697,337.25603913739207,319.68098290601256,352.7729998283883
2,118.26457947530864,107.40975115740741,114.8378163580247,13.767095959596825,14.036632751788915,13.814067599068501,14.803893839145703,0.16981038622199937,0.16543474933704713,0.17250535876468942,0.1567585623387645,563.4182381507825,589.2095479230546,572.9843822844165,629.455773462212
2,95.0746913580247,108.18414930555555,78.99516782407407,10.263758741259275,10.375312100122743,10.200683760684148,10.963246309417093,0.141116673041972,0.14274298804681296,0.13911508028888625,0.12892200767575923,240.27345571096555,248.02134764834776,233.37570707071424,259.7714178708764
