label,H,S,V,dissimilarity,correlation,homogeneity
1,76.57328703703703,119.0131462191358,160.60105902777778,9.396915306915304,0.9247373216903589,0.32760628910080264
1,52.36808063271605,107.64100887345678,142.6689949845679,8.39388111888112,0.9554207300761989,0.27260208280210646
1,76.5720736882716,119.02474922839507,160.60314043209877,9.397082362082363,0.9247368677118796,0.3276041716071468
1,52.354681712962964,107.65367283950617,142.67135802469136,8.394158896658897,0.9554194332589037,0.2726634015187419
1,67.05713348765433,112.93315972222223,143.580106095679,8.306274281274282,0.9424902846561506,0.2869005891747586
1,67.05179012345678,112.93240547839507,143.57818094135803,8.305448717948718,0.9424917504793938,0.2870240335413816
1,62.58298611111111,143.2772588734568,145.596143904321,6.7614898989898995,0.9526338995431415,0.340156216959965
1,62.59752893518519,143.26594328703703,145.59203125,6.761278166278166,0.952632149617134,0.34028084538010006
1,72.52354552469136,109.84130594135803,165.4749363425926,7.8233100233100235,0.9640735937188832,0.32163816603802525
1,64.65271412037038,153.1862422839506,152.1678086419753,9.216233488733486,0.9318442710307353,0.24871427292614276
1,59.95884066358025,153.48486111111112,146.59437692901236,12.247420357420356,0.9052064956703765,0.190059144687775
1,49.79049961419753,149.02661265432099,120.66572916666667,8.22548174048174,0.9602414566481184,0.25859077876430736
1,31.087336033950617,126.75441358024692,174.95681327160494,13.32306526806527,0.8485118516109803,0.21142213228716822
1,59.960702160493824,153.47679205246914,146.59561535493827,12.247282439782436,0.9052108241710539,0.18993696782857822
1,68.28902970679012,153.13679205246913,142.47513695987655,8.879213286713288,0.9360832632726267,0.20853672208144108
1,68.29250771604939,153.1485725308642,142.47668016975308,8.879957264957262,0.9360769216660578,0.20847420641560832
1,66.00512924382716,168.87959104938273,117.97641589506173,11.143222610722614,0.9282171871888651,0.17028476849582214
1,66.01083526234568,168.8885185185185,117.97805941358024,11.143218725718725,0.9282128874945229,0.17032464134674982
1,72.25841820987654,155.2113850308642,113.08138695987654,10.016888111888111,0.9538028867873198,0.1847929848952358
1,72.26529899691359,155.19413773148148,113.08157214506173,10.016451048951048,0.9538067041669612,0.18468195308763213
1,65.18385609567902,164.02382716049382,128.99551311728396,10.096386946386946,0.9405913506467849,0.17889945113099523
1,67.35901813271605,141.00978202160493,122.21567708333333,8.962668997668997,0.9479584949782517,0.2218584237688451
1,63.16222800925926,131.0030825617284,142.76930169753086,9.456717171717171,0.9280816537182855,0.2565571203497175
1,31.091840277777777,126.75088155864198,174.9556211419753,13.323554778554778,0.8485116105874001,0.21135126939249677
1,67.36039158950618,140.99811728395062,122.21342785493827,8.963088578088579,0.9479595718368758,0.22182430843964718
1,66.10514467592593,146.53717978395062,125.16683063271606,10.498374125874129,0.9333483813827566,0.20615515131954293
1,66.10459104938272,146.5333236882716,125.16517939814815,10.498344988344988,0.933345184056937,0.20615056701553716
1,66.9118287037037,122.67471257716049,123.81065393518519,10.330569153069153,0.9299257458874917,0.187693199022255
