label,H,S,V,dissimilarity,correlation,contrast
1,86.45389060356653,95.81981481481482,165.12230538408778,6.2912919896640815,0.9601481004285378,178.21713867355726
1,84.15671982167352,100.01221965020576,166.3839188957476,5.677229974160206,0.9620457436495566,174.90192075796728
1,86.17697445130315,109.21515089163238,165.5947299382716,4.289087855297158,0.9713026836542689,150.2978682170543
1,86.17697445130315,109.21515089163238,165.5947299382716,4.289087855297158,0.9713026836542689,150.2978682170543
1,89.31724022633745,95.98878515089163,165.66568930041151,5.5475047372954345,0.9686656688233053,167.49338415159346
1,89.31724022633745,95.98878515089163,165.66568930041151,5.5475047372954345,0.9686656688233053,167.49338415159346
1,92.30587105624143,84.21889574759945,148.58572359396433,5.217571920757966,0.9750709779188235,156.07437639965548
1,83.79218621399177,96.90040037722908,168.4776148834019,4.306436692506461,0.9666850376437176,96.46810766580535
1,83.79218621399177,96.90040037722908,168.4776148834019,4.306436692506461,0.9666850376437176,96.46810766580535
1,82.25534465020576,94.22554783950618,149.1321407750343,7.500267872523687,0.9536076450615545,248.76294315245482
1,86.45389060356653,95.81981481481482,165.12230538408778,6.2912919896640815,0.9601481004285378,178.21713867355726
1,82.25534465020576,94.22554783950618,149.1321407750343,7.500267872523687,0.9536076450615545,248.76294315245482
1,88.58502572016461,95.91119341563785,163.52170010288066,5.426239448751078,0.9652713679745263,156.57774849267875
1,88.58502572016461,95.91119341563785,163.52170010288066,5.426239448751078,0.9652713679745263,156.57774849267875
1,88.79926611796982,99.01414094650205,157.2561694101509,5.996293712316968,0.9667701585239217,168.18190267011195
1,88.79926611796982,99.01414094650205,157.2561694101509,5.996293712316968,0.9667701585239217,168.18190267011195
1,88.54326303155007,90.97548182441702,168.879704218107,4.880482342807924,0.9790967915087055,152.0950301464255
1,85.4199537037037,112.8733573388203,164.42500771604938,7.01395262704565,0.9564995567261307,256.6873100775194
1,85.4199537037037,112.8733573388203,164.42500771604938,7.01395262704565,0.9564995567261307,256.6873100775194
1,86.29624056927298,100.96702589163237,161.5925342935528,6.656537467700258,0.9564656033616175,242.50427045650304
1,88.70485768175583,78.05029835390947,192.36911093964335,5.528834625322999,0.9722291868715139,179.87236089577954
