H,S,V,label
86.45389060356653,95.81981481481482,165.12230538408778,1
84.15671982167352,100.01221965020576,166.3839188957476,1
86.17697445130315,109.21515089163238,165.5947299382716,1
86.17697445130315,109.21515089163238,165.5947299382716,1
89.31724022633745,95.98878515089163,165.66568930041151,1
89.31724022633745,95.98878515089163,165.66568930041151,1
92.30587105624143,84.21889574759945,148.58572359396433,1
83.79218621399177,96.90040037722908,168.4776148834019,1
83.79218621399177,96.90040037722908,168.4776148834019,1
82.25534465020576,94.22554783950618,149.1321407750343,1
86.45389060356653,95.81981481481482,165.12230538408778,1
82.25534465020576,94.22554783950618,149.1321407750343,1
88.58502572016461,95.91119341563785,163.52170010288066,1
88.58502572016461,95.91119341563785,163.52170010288066,1
88.79926611796982,99.01414094650205,157.2561694101509,1
88.79926611796982,99.01414094650205,157.2561694101509,1
88.54326303155007,90.97548182441702,168.879704218107,1
85.4199537037037,112.8733573388203,164.42500771604938,1
85.4199537037037,112.8733573388203,164.42500771604938,1
86.29624056927298,100.96702589163237,161.5925342935528,1
88.70485768175583,78.05029835390947,192.36911093964335,1
86.29624056927298,100.96702589163237,161.5925342935528,1
91.94947530864198,97.29442129629629,173.81135288065843,1
91.94947530864198,97.29442129629629,173.81135288065843,1
88.9186359739369,94.40470764746227,175.16066958161866,1
88.9186359739369,94.40470764746227,175.16066958161866,1
88.95129458161865,91.23921553497942,168.33874828532237,1
88.95129458161865,91.23921553497942,168.33874828532237,1
85.88078275034293,103.56994341563787,171.807313957476,1
85.88078275034293,103.56994341563787,171.807313957476,1
88.70485768175583,78.05029835390947,192.36911093964335,1
85.9603669410151,94.74444787379973,158.52758316186558,1
86.1833744855967,90.42223165294925,147.14816015089164,1
86.1833744855967,90.42223165294925,147.14816015089164,1
90.22464334705076,82.80881687242798,139.45508916323732,1
90.22464334705076,82.80881687242798,139.45508916323732,1
89.65477280521262,93.29853052126201,180.21388717421124,1
89.65477280521262,93.29853052126201,180.21388717421124,1
87.59135716735254,93.75981910150891,167.84950102880657,1
87.59135716735254,93.75981910150891,167.84950102880657,1
54.73797839506173,91.91657836076817,146.8414283264746,2
76.85521433470508,96.2001183127572,160.53438443072702,2
76.85521433470508,96.2001183127572,160.53438443072702,2
33.47815072016461,103.16163923182442,147.15987825788753,2
33.47815072016461,103.16163923182442,147.15987825788753,2
55.77607338820302,109.51360082304527,150.51608196159123,2
55.77607338820302,109.51360082304527,150.51608196159123,2
75.72920696159122,143.89661436899863,171.58480281207133,2
83.86987825788752,121.00810956790123,158.31599451303154,2
54.73797839506173,91.91657836076817,146.8414283264746,2
87.6653926611797,106.63057270233196,185.1627880658436,2
89.59117969821673,122.98317729766804,182.47041666666667,2
92.32426697530865,112.80632030178326,175.543926611797,2
87.6653926611797,106.63057270233196,185.1627880658436,2
93.59321673525378,112.45109910836763,178.95216306584362,2
92.28318930041152,104.36752743484224,171.88756687242798,2
96.22289951989026,112.54703875171468,179.96991769547324,2
85.83170781893004,123.09601937585734,188.78814900548696,2
85.83170781893004,123.09601937585734,188.78814900548696,2
87.08993569958848,109.26939043209876,181.7315534979424,2
80.57025977366256,120.3046073388203,154.95497685185185,2
84.60190757887517,136.4573945473251,156.04567729766805,2
83.59955675582991,66.38066872427983,159.69314386145405,2
80.57025977366256,120.3046073388203,154.95497685185185,2
87.72233796296297,109.65946159122085,156.45861796982166,2
81.65709276406035,97.0011779835391,149.27163580246915,2
86.82514746227709,89.26997256515774,160.11808470507543,2
86.86641632373114,88.53644290123457,145.67297067901234,2
80.75383316186557,137.50541580932784,151.34177812071331,2
81.33741941015089,126.30435956790123,145.20899605624143,2
81.57679098079561,95.27165209190672,144.86232767489713,2
83.42920524691358,85.6635390946502,152.55580761316872,2
76.5878249314129,97.45923696844993,153.81499314128945,2
80.0000805898491,111.23751028806585,159.74104938271606,2
81.52973593964334,91.39620027434842,145.8946407750343,2
75.4003755144033,117.91102794924554,156.95329475308642,2
80.0000805898491,111.23751028806585,159.74104938271606,2
78.29541495198903,138.83874828532237,171.05641203703703,2
83.9910768175583,82.60805898491084,155.0948439643347,2
83.9910768175583,82.60805898491084,155.0948439643347,2
