H,S,V,label
76.66690672153635,119.26048439643347,160.65686471193416,1
52.42195644718793,107.66460819615912,142.67307441700962,1
76.67846193415637,119.27497342249657,160.66140432098766,1
52.386538065843624,107.65939900548697,142.67293295610426,1
67.08927469135803,113.0280949931413,143.60116512345678,1
67.0924451303155,113.03039437585734,143.60208333333333,1
62.60746484910837,143.46508659122085,145.6148688271605,1
62.6004561042524,143.47433041838136,145.61597650891633,1
72.5205907064472,109.96686985596708,165.5161445473251,1
64.68565929355282,153.30043638545953,152.19212191358025,1
59.97386488340192,153.57396433470507,146.61828017832647,1
49.746171982167354,149.23369684499315,120.68805984224966,1
31.131888717421123,126.72568158436214,174.9702572016461,1
59.97317729766804,153.56546210562414,146.61725222908095,1
68.30709962277092,153.46956361454048,142.49020147462278,1
68.31677726337449,153.4799957133059,142.49734996570643,1
66.02797067901234,169.22332218792866,118.00233196159122,1
66.02829046639232,169.2356970164609,118.00341392318244,1
72.26076989026063,155.5828420781893,113.091512345679,1
72.26773834019204,155.5942575445816,113.09540466392318,1
65.20475823045267,164.30986968449932,129.0112714334705,1
67.38510802469136,141.1133744855967,122.2509842249657,1
63.183055555555555,131.1792781207133,142.77197016460906,1
31.144749657064473,126.72717592592592,174.97162465706447,1
67.39112654320988,141.1212620027435,122.25569101508917,1
66.13243741426612,146.72166152263375,125.19270833333333,1
66.13221364883402,146.72176868998628,125.1932218792867,1
66.93372427983539,122.67954303840878,123.82660922496571,1
66.93911351165981,122.6757638888889,123.82727966392318,1
50.79579646776406,141.47025462962964,112.15426697530864,1
50.79463048696845,141.46454732510287,112.15599022633745,1
60.52104252400549,103.7956421467764,159.9578635116598,1
60.49819958847737,103.79316186556927,159.9586874142661,1
63.19054269547325,131.17364197530864,142.77226508916323,1
49.72863940329218,149.2367069615912,120.68631001371742,1
33.81346450617284,149.4412997256516,130.82177211934157,1
33.8210853909465,149.4340620713306,130.82216478052126,1
47.83489711934156,147.85420010288067,138.39667438271604,1
47.81725994513032,147.85009945130315,138.39715620713307,1
63.81551268861454,166.9252786351166,150.20482081618655,1
64.62568587105625,128.00961591220852,150.38101423182442,2
60.7398482510288,168.27080932784637,128.11884516460904,2
64.67839334705076,128.00247599451302,150.3768878600823,2
60.75156035665295,168.26672925240055,128.1207596021948,2
69.24455761316872,143.3945859053498,132.44540809327847,2
69.21245198902606,143.39633487654322,132.44520404663922,2
60.232351680384085,149.6839146090535,140.36154663923182,2
60.22674725651577,149.67137860082303,140.3618115569273,2
67.93362397119341,156.0117978395062,135.21594135802468,2
67.93432956104252,156.00789609053498,135.2158659122085,2
58.07918038408779,172.01780606995885,125.74299725651578,2
57.044493312757204,177.2148816872428,129.92776748971193,2
58.073368484224964,172.02859310699588,125.7457938957476,2
67.80845507544582,136.81180212620026,122.35265517832647,2
63.60614969135803,141.0729638203018,116.58736282578874,2
58.176659807956106,134.58404406721536,156.84377829218107,2
58.17219478737997,134.58162208504802,156.83925154320988,2
60.64519975994513,153.97314814814814,148.11510888203017,2
60.66236539780521,153.95660579561041,148.11662808641975,2
60.53334190672154,157.47072016460905,130.07952417695472,2
60.508451646090535,157.4634327846365,130.0793827160494,2
57.20847908093278,158.5526397462277,156.19231652949244,2
63.2210853909465,167.15186385459535,135.87668724279834,2
66.22244255829904,165.39723165294924,131.9971201989026,2
66.21864711934157,165.3912114197531,131.99688700274348,2
64.09310871056242,167.38514660493829,123.6153592249657,2
64.1285725308642,167.37907578875172,123.61798268175583,2
61.07963048696845,131.62549211248285,135.36418381344308,2
61.043149862825786,131.62795696159122,135.3652074759945,2
65.24657750342935,168.03390432098766,122.81497599451303,2
65.23977966392319,168.0360476680384,122.81451817558299,2
68.77847908093278,99.190844478738,125.07554355281206,2
68.74860082304527,99.18040809327846,125.07257287379973,2
63.221209705075445,167.14861711248287,135.87682355967078,2
57.04348508230453,177.23062585733882,129.92780778463649,2
65.89383401920439,175.30800154320988,132.40594221536352,2
65.89318587105625,175.30349537037037,132.40309242112482,2
60.074564471879285,170.9807930384088,146.44373885459532,2
67.08905692729766,161.2542524005487,134.44017661179697,2
67.1186059670782,161.2500677297668,134.43782578875172,2
70.49136488340191,146.13159893689985,118.50634516460906,3
66.4239188957476,154.25131001371741,143.66067215363512,3
74.2446913580247,134.28907235939644,123.03929355281207,3
70.97549897119342,151.07265003429356,151.02246399176954,3
68.13754715363511,163.57376200274348,125.18312242798353,3
69.63987311385459,158.4319350137174,102.76144633058985,3
70.43761059670781,141.49731567215363,153.53406035665296,3
74.13616512345679,134.72931927297668,122.78879286694101,3
69.8442566872428,163.03620456104252,140.17277692043896,3
67.85035836762688,164.40207475994512,124.62869598765432,3
74.61122599451303,136.64873628257888,141.26599022633744,3
72.03244855967078,146.61376543209877,138.4574116941015,3
71.27351165980795,139.3851740397805,154.69652949245543,3
65.64801268861454,155.19132030178326,135.19898233882031,3
69.60264746227709,163.81570987654322,139.74391718106995,3
68.33440586419754,156.53006601508918,135.28057184499315,3
