label,H,S,V,dissimilarity,correlation,contrast
1,74.04195794753086,132.87396797839506,149.50818672839506,7.576363636363636,0.9560879348563819,231.43734265734267
1,75.946925154321,115.05320408950617,138.20651041666667,8.368012820512822,0.9488559361438833,296.1848504273504
1,74.04292052469135,132.87259066358024,149.50975308641975,7.575262237762236,0.9560902571982675,231.4219172494172
1,75.94600887345679,115.08361689814815,138.2104938271605,8.369586247086247,0.9488544670251611,296.19147047397047
1,66.85921489197531,160.31820987654322,133.1010551697531,8.442319347319348,0.9451940901286968,264.99046620046624
1,66.8621836419753,160.32703125,133.10365162037036,8.441542346542347,0.9451984567308763,264.95917637917637
1,64.29437692901234,174.63331790123456,119.03628086419754,9.726884226884225,0.9373856523868684,302.812567987568
1,64.29808449074073,174.63227044753086,119.03754050925926,9.727261072261074,0.9373873066140715,302.8019114219115
1,64.20122685185186,163.14594907407408,122.03571759259259,7.678752913752914,0.9610602491254248,270.03674825174824
1,74.70375192901234,145.85416666666666,145.53790702160495,8.427216394716394,0.9483406782529868,312.36032439782446
1,74.7074324845679,145.8516724537037,145.53766010802468,8.427105672105672,0.9483446650204228,312.3340986790987
1,77.43149305555555,118.49622299382716,158.94766203703705,6.702443667443666,0.9535555929143681,231.40623543123536
1,69.81366898148148,149.89417052469136,134.22126157407408,9.561726884226882,0.9421489857979424,354.35392968142963
1,69.34121720679012,125.50430941358024,159.88791666666665,8.009949494949497,0.9585300431221611,281.73341491841495
1,69.81335069444444,149.90466435185186,134.2217650462963,9.56121212121212,0.9421478145291251,354.3598096348096
1,76.07396219135802,143.72037037037038,149.79855902777777,8.219681429681431,0.9505951875172254,288.2224592074592
1,76.06887152777777,143.7216435185185,149.79934220679013,8.220367132867132,0.9505938258459824,288.21843628593626
1,75.62010223765432,135.8887114197531,156.2979263117284,7.014992229992229,0.9561269715979691,214.3209906759907
1,75.61885030864198,135.88437692901235,156.29577932098766,7.014582362082362,0.9561237479170377,214.3344658119658
1,81.18132716049382,116.68995370370371,153.86913580246915,6.891833721833721,0.9584435030794947,245.5920124320124
1,81.19347029320987,116.69762152777778,153.87357445987655,6.891373348873349,0.9584419741198947,245.59630730380732
1,68.98465277777778,157.42969907407408,148.5472125771605,8.246031468531468,0.9461654667925617,241.6760936285936
1,70.60387924382717,153.8650289351852,142.02415895061728,6.294898989898992,0.9571690653705167,244.3509867909868
1,68.98430362654321,157.4369675925926,148.54797067901234,8.246181041181039,0.946164476312518,241.67891608391605
1,69.35071759259259,125.48997878086419,159.8876601080247,8.009432789432791,0.9585294050396702,281.73050893550896
1,70.17367476851852,142.42794560185186,138.7071277006173,6.658657731157731,0.9570290543896308,180.50923271173275
1,73.7260686728395,135.54481288580246,121.87791473765432,8.77832944832945,0.9595179855925793,309.437804972805
1,73.7289949845679,135.54126543209875,121.8776350308642,8.77802836052836,0.9595169053204868,309.4457672882673
1,69.33872106481482,149.25586033950617,116.95417438271605,6.613047785547786,0.960246709868575,151.53183954933954
1,69.32653356481481,149.25399884259258,116.95070408950617,6.612400932400933,0.9602490411756012,151.52115384615388
1,76.8863599537037,124.89889081790123,163.26592206790124,7.116223776223776,0.9437011486437729,281.93346542346546
1,76.88322723765432,124.89865162037037,163.2644347993827,7.1167463092463095,0.9437020915139442,281.92571678321684
1,64.68188850308643,158.87030092592593,141.46471643518518,7.856627816627815,0.9415687373405519,219.34166666666658
1,70.6068113425926,153.87358024691358,142.02373842592593,6.295561383061384,0.9571680026961199,244.3609343434343
1,64.68613233024692,158.87051697530865,141.46737461419752,7.857397047397049,0.9415672131216425,219.35151515151517
1,76.46599151234568,131.06941936728396,144.30520833333333,7.547799145299145,0.9575756406235317,250.09725912975912
1,76.46314043209877,131.07213541666667,144.30749614197532,7.546802641802643,0.9575740372844368,250.09876068376067
1,79.00005208333333,126.31113233024692,122.2214737654321,7.070458430458431,0.9679250368748459,251.88719114219114
1,61.614637345679014,161.95001736111112,146.3616550925926,6.851555944055945,0.9432850749063375,164.19440753690753
1,61.61119405864198,161.94098958333333,146.36034915123457,6.851857031857032,0.9432742903494523,164.2241686091686
