label,H,S,V,dissimilarity,correlation,homogeneity
1,74.04195794753086,132.87396797839506,149.50818672839506,7.576363636363636,0.9560879348563819,0.24136173169769726
1,75.946925154321,115.05320408950617,138.20651041666667,8.368012820512822,0.9488559361438833,0.231263515860151
1,74.04292052469135,132.87259066358024,149.50975308641975,7.575262237762236,0.9560902571982675,0.24142254662007662
1,75.94600887345679,115.08361689814815,138.2104938271605,8.369586247086247,0.9488544670251611,0.23105008731307194
1,66.85921489197531,160.31820987654322,133.1010551697531,8.442319347319348,0.9451940901286968,0.21963845996100065
1,66.8621836419753,160.32703125,133.10365162037036,8.441542346542347,0.9451984567308763,0.21961565286408496
1,64.29437692901234,174.63331790123456,119.03628086419754,9.726884226884225,0.9373856523868684,0.18380835447400326
1,64.29808449074073,174.63227044753086,119.03754050925926,9.727261072261074,0.9373873066140715,0.18368045210735817
1,64.20122685185186,163.14594907407408,122.03571759259259,7.678752913752914,0.9610602491254248,0.23206999003256049
1,74.70375192901234,145.85416666666666,145.53790702160495,8.427216394716394,0.9483406782529868,0.2645454180922145
1,74.7074324845679,145.8516724537037,145.53766010802468,8.427105672105672,0.9483446650204228,0.264571604888241
1,77.43149305555555,118.49622299382716,158.94766203703705,6.702443667443666,0.9535555929143681,0.30053339934597545
1,69.81366898148148,149.89417052469136,134.22126157407408,9.561726884226882,0.9421489857979424,0.24440563660902848
1,69.34121720679012,125.50430941358024,159.88791666666665,8.009949494949497,0.9585300431221611,0.25256789833855536
1,69.81335069444444,149.90466435185186,134.2217650462963,9.56121212121212,0.9421478145291251,0.24442372257612668
1,76.07396219135802,143.72037037037038,149.79855902777777,8.219681429681431,0.9505951875172254,0.250778136878418
1,76.06887152777777,143.7216435185185,149.79934220679013,8.220367132867132,0.9505938258459824,0.25067889704907004
1,75.62010223765432,135.8887114197531,156.2979263117284,7.014992229992229,0.9561269715979691,0.2612184096382046
1,75.61885030864198,135.88437692901235,156.29577932098766,7.014582362082362,0.9561237479170377,0.2613278018124946
