label,R,G,B,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,correlation 0,correlation 45,correlation 90,correlation 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,contrast 0,contrast 45,contrast 90,contrast 135,ASM 0,ASM 45,ASM 90,ASM 135,energy 0,energy 45,energy 90,energy 135
1,134.95812671467763,155.80334619341565,134.38632630315502,6.29129198966455,6.650054932906627,6.377709732989181,6.4391030734794175,0.9601481004285305,0.9577169351666828,0.9629242142851818,0.9603050370772767,0.2700565781746564,0.2590203670208816,0.2632674384666963,0.26278920761212066,178.21713867356766,189.46335387848586,165.88184409992533,177.8664914456838,0.0014325904886119067,0.0013619310803405138,0.0013899902987639708,0.0013889929988054619,0.03784957712593242,0.03690435042566816,0.037282573660679205,0.03726919637992563
1,137.0116546639232,158.14772633744855,131.41087620027434,5.677229974160516,6.457178245187954,6.5196985357454205,6.595229992676256,0.9620457436495419,0.9484436591897443,0.94732583547602,0.9470306610641491,0.3448516366082673,0.33390639767215274,0.33192451835573417,0.32284353701780905,174.90192075797657,237.63642708090404,242.55917312662694,244.1538475491134,0.002327903048101795,0.0022584824698864883,0.0022451697951886298,0.002160380376262629,0.0482483476204294,0.047523493872888685,0.047383222718475254,0.046479892171374805
1,129.5236488340192,153.08016117969822,133.1493998628258,4.289087855297178,4.707985828001616,4.506931093884484,4.680513329003548,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,0.4486198415096667,0.43386375683223233,0.44587640953844154,0.4349303942346114,150.29786821705278,177.66259190034384,165.6144056847518,177.8579535246989,0.006521919136210357,0.006229088608236391,0.0065095061312937215,0.006251199427490251,0.08075839978733083,0.07892457543906328,0.0806815104673538,0.07906452698581236
1,129.5236488340192,153.08016117969822,133.1493998628258,4.289087855297178,4.707985828001616,4.506931093884484,4.680513329003548,0.9713026836542775,0.9661210295609212,0.9683690005853494,0.9660837045352387,0.4486198415096667,0.43386375683223233,0.44587640953844154,0.4349303942346114,150.29786821705278,177.66259190034384,165.6144056847518,177.8579535246989,0.006521919136210357,0.006229088608236391,0.0065095061312937215,0.006251199427490251,0.08075839978733083,0.07892457543906328,0.0806815104673538,0.07906452698581236
1,130.49748885459533,152.97384516460906,138.79595078875172,5.547504737295691,5.936130132254227,5.909679586563577,6.0475791517537205,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,0.33533473306689565,0.32332817072867265,0.32193844411258626,0.3185052283142662,167.49338415159883,190.92697637541198,176.6449732988873,185.37105104961225,0.0035555121412905286,0.0033789847398413755,0.0033897206505428875,0.0033332603133790694,0.059628115359203905,0.0581290352564136,0.05822130753034397,0.057734394544145605
1,130.49748885459533,152.97384516460906,138.79595078875172,5.547504737295691,5.936130132254227,5.909679586563577,6.0475791517537205,0.9686656688233136,0.9643385827391505,0.9669610238576812,0.9653764117368134,0.33533473306689565,0.32332817072867265,0.32193844411258626,0.3185052283142662,167.49338415159883,190.92697637541198,176.6449732988873,185.37105104961225,0.0035555121412905286,0.0033789847398413755,0.0033897206505428875,0.0033332603133790694,0.059628115359203905,0.0581290352564136,0.05822130753034397,0.057734394544145605
1,123.11329046639231,139.09308470507546,133.30785322359395,5.217571920758427,5.6547691436002525,5.653637381568072,5.682884253949657,0.975070977918826,0.9722329980530199,0.972989223448714,0.9724580366191157,0.2951907035310568,0.28033560621966486,0.28298998858695873,0.2810227055584793,156.07437639966852,174.12447140035977,169.06032988804282,172.71282787000476,0.0015061076721115845,0.001422943599138383,0.0014443406304971219,0.0014422501382810521,0.038808603068283515,0.03772192464785411,0.03800448171593874,0.03797696852410751
1,141.5323353909465,160.95405521262003,129.99558470507546,4.3064366925066935,4.64448217962756,4.505237726098423,4.502108352565964,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,0.4075116315526246,0.3811596944630651,0.39426914084749515,0.3963809462072263,96.46810766580926,105.8205283232768,99.84710508182978,103.0994173311674,0.003331945176312642,0.0029763344622659427,0.003179522556589334,0.003221270543047998,0.05772300387464812,0.05455579219721718,0.056387255267385854,0.056756237921905976
1,141.5323353909465,160.95405521262003,129.99558470507546,4.3064366925066935,4.64448217962756,4.505237726098423,4.502108352565964,0.9666850376437189,0.9635247522303365,0.965545864142854,0.964462829814639,0.4075116315526246,0.3811596944630651,0.39426914084749515,0.3963809462072263,96.46810766580926,105.8205283232768,99.84710508182978,103.0994173311674,0.003331945176312642,0.0029763344622659427,0.003179522556589334,0.003221270543047998,0.05772300387464812,0.05455579219721718,0.056387255267385854,0.056756237921905976
1,122.9047633744856,144.19894290123457,123.16580161179698,7.5002678725241925,7.868687034453218,7.312548664944543,7.84749813435506,0.9536076450615714,0.9500027126773624,0.9574897257232924,0.9490594283756938,0.25916000871507905,0.24860667452751053,0.25529195707750435,0.2503571546038428,248.76294315247196,268.52742413042904,228.10474504739017,273.59497605757343,0.0016822488372837108,0.0016028608938504097,0.0016453926914116695,0.0016249668001845027,0.04101522689543129,0.04003574520163712,0.04056344033007641,0.04031087694635906
